Orthogroup	ML_TRX
OG0000853	ML189322a.p1
OG0000855	ML04466a.p1
OG0000855	ML04793a.p1
OG0000857	ML017311a.p1
OG0000859	ML030527a.p1
OG0000859	ML24289a.p1
OG0000859	ML281810a.p1
OG0000860	ML13031a.p1
OG0000862	ML167050a.p1
OG0000862	ML167051a.p1
OG0000864	ML16354a.p1
OG0000865	ML14795a.p1
OG0000867	ML003023a.p1
OG0000867	ML01924a.p1
OG0000867	ML220725a.p1
OG0000867	ML458326a.p1
OG0000868	ML085726a.p1
OG0000868	ML093026a.p1
OG0000868	ML207910a.p1
OG0000869	ML190417a.p1
OG0000876	ML22169a.p1
OG0000880	ML13611a.p1
OG0000880	ML40861a.p1
OG0000881	ML006322a.p1
OG0000881	ML050823a.p1
OG0000883	ML00673a.p1
OG0000883	ML018017a.p1
OG0000883	ML018018a.p1
OG0000886	ML046317a.p1
OG0000886	ML091713a.p1
OG0000886	ML13485a.p1
OG0000887	ML17373a.p1
OG0000888	ML066516a.p1
OG0000889	ML03707a.p1
OG0000890	ML21092a.p1
OG0000890	ML398323a.p1
OG0000891	ML015620a.p1
OG0000892	ML00107a.p1
OG0000892	ML17371a.p1
OG0000893	ML02754a.p1
OG0000893	ML097513a.p1
OG0000893	ML37637a.p1
OG0000894	ML06499a.p1
OG0000895	ML00484a.p1
OG0000896	ML01449a.p1
OG0000898	ML00085a.p1
OG0000898	ML00341a.p1
OG0000898	ML040413a.p1
OG0000898	ML05824a.p1
OG0000898	ML065725a.p1
OG0000898	ML10908a.p1
OG0000898	ML10909a.p1
OG0000898	ML131715a.p1
OG0000898	ML16888a.p1
OG0000898	ML19673a.p1
OG0000898	ML26623a.p1
OG0000898	ML26624a.p1
OG0000898	ML26625a.p1
OG0000898	ML30552a.p1
OG0000898	ML30553a.p1
OG0000899	ML184412a.p1
OG0000899	ML20639a.p1
OG0000901	ML06191a.p1
OG0000901	ML16123a.p1
OG0000902	ML12841a.p1
OG0000903	ML03652a.p1
OG0000903	ML09549a.p1
OG0000913	ML43585a.p1
OG0000915	ML03615a.p1
OG0000916	ML02777a.p1
OG0000917	ML090219a.p1
OG0000917	ML090220a.p1
OG0000918	ML000127a.p1
OG0000918	ML000130a.p1
OG0000918	ML009150a.p1
OG0000918	ML07632a.p1
OG0000918	ML44071a.p1
OG0000919	ML07451a.p1
OG0000920	ML01745a.p1
OG0000920	ML28561a.p1
OG0000921	ML05252a.p1
OG0000921	ML13163a.p1
OG0000922	ML094334a.p1
OG0000922	ML42311a.p1
OG0000925	ML047314a.p1
OG0000925	ML20833a.p1
OG0000927	ML07321a.p1
OG0000927	ML149641a.p1
OG0000928	ML010317a.p1
OG0000928	ML073220a.p1
OG0000929	ML01448a.p1
OG0000929	ML13051a.p1
OG0000930	ML01571a.p1
OG0000931	ML45841a.p1
OG0000932	ML455311a.p1
OG0000933	ML033625a.p1
OG0000933	ML09663a.p1
OG0000934	ML343428a.p1
OG0000935	ML01015a.p1
OG0000935	ML173716a.p1
OG0000937	ML01804a.p1
OG0000937	ML205622a.p1
OG0000939	ML41321a.p1
OG0000939	ML41322a.p1
OG0000940	ML11466a.p1
OG0000940	ML14309a.p1
OG0000940	ML15977a.p1
OG0000940	ML306116a.p1
OG0000941	ML033236a.p1
OG0000941	ML03785a.p1
OG0000941	ML05129a.p1
OG0000941	ML13178a.p1
OG0000941	ML13179a.p1
OG0000941	ML13272a.p1
OG0000941	ML185514a.p1
OG0000942	ML154150a.p1
OG0000942	ML322215a.p2
OG0000942	ML398312a.p1
OG0000943	ML200259a.p1
OG0000944	ML01737a.p1
OG0000945	ML050829a.p1
OG0000945	ML050830a.p1
OG0000945	ML050832a.p1
OG0000946	ML00265a.p1
OG0000946	ML214011a.p1
OG0000947	ML115516a.p1
OG0000947	ML23502a.p1
OG0000948	ML04282a.p1
OG0000948	ML051317a.p1
OG0000949	ML001110a.p1
OG0000949	ML001111a.p1
OG0000949	ML17724a.p1
OG0000950	ML008512a.p1
OG0000950	ML008517a.p1
OG0000950	ML00859a.p1
OG0000951	ML10662a.p1
OG0000951	ML10663a.p1
OG0000952	ML01794a.p1
OG0000963	ML23331a.p1
OG0000964	ML06583a.p1
OG0000965	ML28206a.p1
OG0000966	ML111711a.p1
OG0000966	ML111712a.p1
OG0000968	ML11178a.p1
OG0000968	ML36934a.p1
OG0000970	ML006124a.p1
OG0000970	ML006125a.p1
OG0000970	ML122312a.p1
OG0000970	ML124218a.p1
OG0000970	ML124220a.p1
OG0000970	ML21451a.p1
OG0000970	ML47001a.p1
OG0000973	ML120755a.p1
OG0000974	ML03312a.p1
OG0000975	ML037011a.p1
OG0000975	ML26853a.p1
OG0000977	ML310326a.p1
OG0000978	ML00405a.p1
OG0000978	ML01176a.p1
OG0000978	ML06838a.p1
OG0000978	ML07844a.p1
OG0000978	ML07845a.p1
OG0000978	ML07846a.p1
OG0000978	ML08525a.p1
OG0000978	ML090118a.p1
OG0000978	ML102216a.p1
OG0000978	ML225219a.p1
OG0000978	ML225221a.p1
OG0000979	ML01823a.p1
OG0000979	ML019211a.p1
OG0000979	ML01926a.p1
OG0000979	ML01927a.p1
OG0000979	ML01928a.p1
OG0000979	ML066521a.p1
OG0000981	ML04261a.p1
OG0000981	ML258254a.p1
OG0000982	ML05924a.p1
OG0000982	ML225217a.p1
OG0000983	ML006911a.p1
OG0000983	ML074241a.p1
OG0000984	ML34347a.p1
OG0000984	ML356010a.p1
OG0000985	ML01004a.p1
OG0000986	ML105416a.p1
OG0000986	ML29312a.p1
OG0000987	ML271518a.p1
OG0000988	ML034310a.p1
OG0000988	ML182310a.p1
OG0000990	ML04054a.p1
OG0000990	ML1541105a.p1
OG0000990	ML216312a.p1
OG0000991	ML05735a.p1
OG0000991	ML11132a.p1
OG0000993	ML093015a.p1
OG0000994	ML09424a.p1
OG0000994	ML206410a.p1
OG0000994	ML31171a.p1
OG0000995	ML070269a.p1
OG0000996	ML216346a.p1
OG0000997	ML003016a.p1
OG0000997	ML353017a.p1
OG0000998	ML008518a.p1
OG0000999	ML102237a.p1
OG0001004	ML071410a.p1
OG0001004	ML161328a.p1
OG0001012	ML06261a.p1
OG0001012	ML11173a.p1
OG0001016	ML051412a.p1
OG0001016	ML076319a.p1
OG0001016	ML296221a.p1
OG0001018	ML00714a.p1
OG0001018	ML132510a.p1
OG0001020	ML040515a.p1
OG0001021	ML04263a.p1
OG0001021	ML04266a.p1
OG0001022	ML14655a.p1
OG0001022	ML14657a.p1
OG0001023	ML39831a.p1
OG0001024	ML096922a.p1
OG0001024	ML096923a.p1
OG0001025	ML042715a.p1
OG0001025	ML342214a.p1
OG0001026	ML174753a.p1
OG0001026	ML181011a.p1
OG0001026	ML22791a.p1
OG0001026	ML239525a.p1
OG0001028	ML128225a.p1
OG0001028	ML203913a.p1
OG0001029	ML025022a.p1
OG0001029	ML06655a.p1
OG0001029	ML079731a.p1
OG0001030	ML084411a.p1
OG0001032	ML021130a.p1
OG0001032	ML073256a.p1
OG0001034	ML116411a.p1
OG0001034	ML257623a.p1
OG0001035	ML165912a.p1
OG0001035	ML17375a.p1
OG0001035	ML43212a.p1
OG0001036	ML086421a.p1
OG0001036	ML154520a.p1
OG0001037	ML10192a.p1
OG0001039	ML04276a.p1
OG0001040	ML005360a.p1
OG0001040	ML282012a.p1
OG0001041	ML008010a.p1
OG0001042	ML21623a.p1
OG0001044	ML43661a.p1
OG0001048	ML003211a.p1
OG0001049	ML049617a.p1
OG0001054	ML05594a.p1
OG0001055	ML008028a.p1
OG0001056	ML090126a.p1
OG0001056	ML210031a.p1
OG0001058	ML08831a.p1
OG0001061	ML04217a.p1
OG0001061	ML086410a.p1
OG0001065	ML059011a.p1
OG0001065	ML07782a.p1
OG0001065	ML11134a.p1
OG0001068	ML09306a.p1
OG0001069	ML174746a.p1
OG0001070	ML012518a.p1
OG0001071	ML11221a.p1
OG0001071	ML16904a.p1
OG0001071	ML218837a.p1
OG0001072	ML008113a.p1
OG0001073	ML02526a.p1
OG0001073	ML26511a.p1
OG0001074	ML033414a.p1
OG0001074	ML204420a.p1
OG0001075	ML018020a.p1
OG0001076	ML045217a.p1
OG0001077	ML095323a.p1
OG0001078	ML01108a.p1
OG0001079	ML093524a.p1
OG0001080	ML045221a.p1
OG0001080	ML045228a.p1
OG0001081	ML08219a.p1
OG0001082	ML104610a.p1
OG0001084	ML148520a.p1
OG0001092	ML05372a.p1
OG0001092	ML069122a.p1
OG0001094	ML132511a.p1
OG0001096	ML08545a.p1
OG0001097	ML07246a.p1
OG0001097	ML086411a.p1
OG0001098	ML034670a.p1
OG0001099	ML034635a.p1
OG0001100	ML00426a.p1
OG0001101	ML00957a.p1
OG0001102	ML099810a.p1
OG0001103	ML353011a.p1
OG0001105	ML073025a.p1
OG0001106	ML016323a.p1
OG0001106	ML019413a.p1
OG0001106	ML19207a.p1
OG0001107	ML21907a.p1
OG0001108	ML008110a.p1
OG0001108	ML04031a.p1
OG0001108	ML04032a.p1
OG0001109	ML033243a.p1
OG0001109	ML30616a.p1
OG0001111	ML061519a.p1
OG0001111	ML076032a.p1
OG0001112	ML36895a.p1
OG0001113	ML123611a.p1
OG0001114	ML05737a.p1
OG0001115	ML002116a.p1
OG0001115	ML040420a.p1
OG0001116	ML017431a.p1
OG0001117	ML21521a.p1
OG0001117	ML21522a.p1
OG0001118	ML03125a.p1
OG0001118	ML07464a.p1
OG0001119	ML06262a.p1
OG0001120	ML005316a.p1
OG0001121	ML009112a.p1
OG0001121	ML32098a.p1
OG0001122	ML279616a.p1
OG0001123	ML06092a.p1
OG0001124	ML05311a.p1
OG0001124	ML274427a.p1
OG0001125	ML20911a.p1
OG0001129	ML04768a.p1
OG0001135	ML115911a.p2
OG0001137	ML21809a.p1
OG0001138	ML10462a.p1
OG0001138	ML10464a.p1
OG0001138	ML10466a.p1
OG0001139	ML03451a.p1
OG0001139	ML03452a.p1
OG0001140	ML01353a.p1
OG0001141	ML005122a.p1
OG0001141	ML45524a.p1
OG0001142	ML35705a.p1
OG0001144	ML02916a.p1
OG0001144	ML128428a.p1
OG0001144	ML23066a.p1
OG0001147	ML351729a.p1
OG0001148	ML09255a.p1
OG0001149	ML090123a.p1
OG0001150	ML04734a.p1
OG0001151	ML03267a.p1
OG0001151	ML14992a.p1
OG0001152	ML06511a.p1
OG0001152	ML22355a.p1
OG0001153	ML148910a.p1
OG0001153	ML14899a.p1
OG0001154	ML37632a.p1
OG0001154	ML49201a.p1
OG0001156	ML14659a.p1
OG0001158	ML06904a.p1
OG0001159	ML046332a.p1
OG0001159	ML14429a.p1
OG0001160	ML022315a.p1
OG0001161	ML27897a.p1
OG0001162	ML07395a.p1
OG0001163	ML025014a.p1
OG0001163	ML119714a.p1
OG0001163	ML342218a.p1
OG0001164	ML01132a.p1
OG0001165	ML07922a.p1
OG0001166	ML061711a.p1
OG0001170	ML36893a.p1
OG0001177	ML00198a.p1
OG0001177	ML005111a.p1
OG0001177	ML01486a.p1
OG0001177	ML015114a.p1
OG0001177	ML01609a.p1
OG0001177	ML016327a.p1
OG0001177	ML02041a.p1
OG0001177	ML02042a.p1
OG0001177	ML02121a.p1
OG0001177	ML049318a.p1
OG0001177	ML050010a.p1
OG0001177	ML055916a.p1
OG0001177	ML06174a.p1
OG0001177	ML06211a.p1
OG0001177	ML06592a.p1
OG0001177	ML069134a.p1
OG0001177	ML07516a.p1
OG0001177	ML07524a.p1
OG0001177	ML08871a.p1
OG0001177	ML08942a.p1
OG0001177	ML09642a.p1
OG0001177	ML11241a.p1
OG0001177	ML12581a.p1
OG0001177	ML14541a.p1
OG0001177	ML14793a.p1
OG0001177	ML17491a.p1
OG0001177	ML184427a.p1
OG0001177	ML19741a.p1
OG0001177	ML198512a.p1
OG0001177	ML20151a.p1
OG0001177	ML21541a.p1
OG0001177	ML21932a.p1
OG0001177	ML24285a.p1
OG0001177	ML294913a.p1
OG0001177	ML30071a.p1
OG0001177	ML30702a.p1
OG0001177	ML311636a.p1
OG0001177	ML32251a.p1
OG0001177	ML40231a.p1
OG0001177	ML43781a.p1
OG0001177	ML49521a.p1
OG0001181	ML233312a.p1
OG0001181	ML233317a.p1
OG0001182	ML01634a.p1
OG0001184	ML475514a.p1
OG0001185	ML25067a.p1
OG0001185	ML25068a.p1
OG0001187	ML035916a.p1
OG0001188	ML13973a.p1
OG0001189	ML06901a.p1
OG0001189	ML070220a.p1
OG0001190	ML04005a.p1
OG0001192	ML033237a.p1
OG0001194	ML044112a.p1
OG0001194	ML051333a.p1
OG0001195	ML03922a.p1
OG0001196	ML00958a.p1
OG0001197	ML31169a.p1
OG0001200	ML010121a.p1
OG0001200	ML010123a.p1
OG0001200	ML06911a.p1
OG0001200	ML129323a.p2
OG0001201	ML20164a.p1
OG0001202	ML43588a.p1
OG0001203	ML033627a.p1
OG0001203	ML154136a.p1
OG0001204	ML05908a.p1
OG0001205	ML200210a.p1
OG0001205	ML20029a.p1
OG0001206	ML04322a.p1
OG0001206	ML141731a.p1
OG0001207	ML148538a.p1
OG0001208	ML02914a.p1
OG0001208	ML070240a.p1
OG0001209	ML078814a.p1
OG0001212	ML05089a.p1
OG0001212	ML148540a.p1
OG0001213	ML218011a.p1
OG0001214	ML15009a.p1
OG0001216	ML05027a.p1
OG0001216	ML218826a.p1
OG0001219	ML11641a.p1
OG0001220	ML03028a.p1
OG0001221	ML029617a.p1
OG0001221	ML334216a.p1
OG0001222	ML205621a.p1
OG0001223	ML05178a.p1
OG0001223	ML07375a.p1
OG0001223	ML07377a.p1
OG0001223	ML23452a.p1
OG0001225	ML10297a.p1
OG0001226	ML10431a.p1
OG0001226	ML10433a.p1
OG0001227	ML005343a.p1
OG0001227	ML27057a.p1
OG0001238	ML05494a.p1
OG0001242	ML10808a.p1
OG0001242	ML15412a.p1
OG0001243	ML08101a.p1
OG0001244	ML045235a.p1
OG0001244	ML05321a.p1
OG0001244	ML05322a.p1
OG0001244	ML199820a.p1
OG0001245	ML040017a.p1
OG0001245	ML15007a.p1
OG0001247	ML053618a.p1
OG0001247	ML053619a.p1
OG0001248	ML007317a.p1
OG0001248	ML093013a.p1
OG0001249	ML13081a.p1
OG0001250	ML005317a.p1
OG0001250	ML13203a.p1
OG0001251	ML105414a.p1
OG0001252	ML106629a.p1
OG0001253	ML019134a.p1
OG0001254	ML00873a.p1
OG0001254	ML135612a.p1
OG0001255	ML08181a.p1
OG0001255	ML15631a.p1
OG0001255	ML39838a.p1
OG0001256	ML239910a.p1
OG0001259	ML17739a.p1
OG0001260	ML08414a.p1
OG0001262	ML174758a.p1
OG0001263	ML16567a.p1
OG0001263	ML30614a.p1
OG0001265	ML04468a.p1
OG0001265	ML07743a.p1
OG0001265	ML161330a.p1
OG0001266	ML002612a.p1
OG0001266	ML05231a.p1
OG0001267	ML41824a.p1
OG0001269	ML10002a.p1
OG0001270	ML085030a.p1
OG0001271	ML148532a.p1
OG0001273	ML059815a.p1
OG0001273	ML42961a.p1
OG0001274	ML018021a.p1
OG0001274	ML018022a.p1
OG0001274	ML018027a.p1
OG0001275	ML00748a.p1
OG0001276	ML147610a.p1
OG0001276	ML147611a.p1
OG0001277	ML11542a.p1
OG0001278	ML071321a.p1
OG0001278	ML071323a.p1
OG0001280	ML074240a.p1
OG0001280	ML216317a.p1
OG0001281	ML154513a.p1
OG0001282	ML062220a.p1
OG0001283	ML25996a.p1
OG0001284	ML016343a.p1
OG0001285	ML41861a.p1
OG0001286	ML03632a.p1
OG0001287	ML050822a.p1
OG0001302	ML00571a.p1
OG0001304	ML01436a.p1
OG0001306	ML29623a.p1
OG0001306	ML306910a.p1
OG0001308	ML05343a.p1
OG0001309	ML038023a.p1
OG0001309	ML038024a.p1
OG0001309	ML48371a.p1
OG0001310	ML009122a.p1
OG0001310	ML009123a.p1
OG0001311	ML063914a.p1
OG0001313	ML270543a.p1
OG0001313	ML31168a.p1
OG0001314	ML08981a.p1
OG0001314	ML12311a.p1
OG0001315	ML01006a.p1
OG0001315	ML204412a.p1
OG0001316	ML050824a.p1
OG0001317	ML005216a.p1
OG0001318	ML00475a.p1
OG0001318	ML09437a.p1
OG0001319	ML205620a.p1
OG0001320	ML067011a.p1
OG0001321	ML342215a.p1
OG0001321	ML35306a.p1
OG0001322	ML035811a.p1
OG0001322	ML11057a.p1
OG0001324	ML03326a.p1
OG0001324	ML143015a.p1
OG0001325	ML002631a.p1
OG0001325	ML002632a.p1
OG0001325	ML002633a.p1
OG0001325	ML002634a.p1
OG0001325	ML002635a.p1
OG0001325	ML07373a.p1
OG0001326	ML17405a.p1
OG0001326	ML17407a.p1
OG0001327	ML011710a.p1
OG0001328	ML102253a.p1
OG0001329	ML07894a.p1
OG0001329	ML07895a.p1
OG0001330	ML45531a.p1
OG0001331	ML07989a.p1
OG0001331	ML090124a.p1
OG0001332	ML065312a.p1
OG0001332	ML23186a.p1
OG0001333	ML12932a.p1
OG0001334	ML038835b.p1
OG0001334	ML200239a.p1
OG0001334	ML252812a.p1
OG0001335	ML034312a.p1
OG0001336	ML04636a.p1
OG0001337	ML204410a.p1
OG0001337	ML25291a.p1
OG0001337	ML25292a.p1
OG0001339	ML086617a.p1
OG0001340	ML01061a.p1
OG0001340	ML01065a.p1
OG0001341	ML011712a.p1
OG0001342	ML009145a.p1
OG0001343	ML128618a.p1
OG0001349	ML009618a.p1
OG0001349	ML018013a.p1
OG0001349	ML020014a.p1
OG0001349	ML061718a.p1
OG0001349	ML067113a.p1
OG0001349	ML070252a.p1
OG0001349	ML070814a.p1
OG0001349	ML070815a.p1
OG0001349	ML070816a.p1
OG0001349	ML071163a.p1
OG0001349	ML077219a.p1
OG0001349	ML095321a.p1
OG0001349	ML105427a.p1
OG0001349	ML105428a.p2
OG0001349	ML12239a.p1
OG0001349	ML148535a.p1
OG0001349	ML21405a.p1
OG0001349	ML21406a.p1
OG0001349	ML21407a.p1
OG0001349	ML220724a.p1
OG0001349	ML39334a.p1
OG0001349	ML435820a.p1
OG0001360	ML05808a.p1
OG0001360	ML161333a.p1
OG0001361	ML078816a.p1
OG0001363	ML006918a.p1
OG0001363	ML20741a.p1
OG0001366	ML263510a.p1
OG0001369	ML005127a.p1
OG0001369	ML005128a.p1
OG0001370	ML13243a.p1
OG0001371	ML110514a.p1
OG0001373	ML06933a.p1
OG0001373	ML06934a.p1
OG0001375	ML233319a.p1
OG0001376	ML016319a.p1
OG0001377	ML267920a.p1
OG0001378	ML050715a.p1
OG0001379	ML008315a.p1
OG0001379	ML030233a.p1
OG0001379	ML034668a.p1
OG0001379	ML182028a.p1
OG0001379	ML36888a.p1
OG0001381	ML111713a.p1
OG0001381	ML40298a.p1
OG0001381	ML44904a.p1
OG0001383	ML027311a.p1
OG0001384	ML076030a.p1
OG0001384	ML310323a.p1
OG0001385	ML214010a.p1
OG0001386	ML137112a.p1
OG0001387	ML123613a.p1
OG0001388	ML063331a.p1
OG0001388	ML199825a.p1
OG0001388	ML199827a.p1
OG0001389	ML095320a.p1
OG0001390	ML046429a.p1
OG0001391	ML09052a.p1
OG0001391	ML22137a.p1
OG0001392	ML20391a.p1
OG0001392	ML22679a.p1
OG0001393	ML005338a.p1
OG0001393	ML032319a.p1
OG0001393	ML078811a.p1
OG0001394	ML01019a.p1
OG0001394	ML04864a.p1
OG0001395	ML098312a.p1
OG0001396	ML071121a.p1
OG0001396	ML071123a.p1
OG0001397	ML07138a.p1
OG0001397	ML07805a.p1
OG0001398	ML00451a.p1
OG0001398	ML11355a.p1
OG0001398	ML11357a.p1
OG0001398	ML32997a.p1
OG0001400	ML071139a.p1
OG0001402	ML460819a.p1
OG0001403	ML01921a.p2
OG0001404	ML11593a.p1
OG0001404	ML21891a.p1
OG0001404	ML327436a.p1
OG0001406	ML03801a.p1
OG0001407	ML01179a.p1
OG0001407	ML270535a.p1
OG0001408	ML00716a.p1
OG0001408	ML04143a.p1
OG0001408	ML19481a.p1
OG0001409	ML043316a.p1
OG0001409	ML13377a.p1
OG0001410	ML03368a.p1
OG0001411	ML076310a.p1
OG0001412	ML05806a.p1
OG0001413	ML10891a.p1
OG0001414	ML01249a.p1
OG0001415	ML077623a.p1
OG0001417	ML173715a.p1
OG0001418	ML002120a.p1
OG0001418	ML002121a.p1
OG0001421	ML21627a.p1
OG0001421	ML327424a.p1
OG0001422	ML32225a.p1
OG0001434	ML24226a.p1
OG0001437	ML08094a.p1
OG0001437	ML38161a.p1
OG0001438	ML00022a.p1
OG0001438	ML167025a.p1
OG0001442	ML00061a.p1
OG0001443	ML11546a.p1
OG0001446	ML003228a.p1
OG0001447	ML03317a.p1
OG0001447	ML106618a.p1
OG0001448	ML148938a.p1
OG0001449	ML09263a.p1
OG0001449	ML09264a.p1
OG0001449	ML113417a.p1
OG0001450	ML154126a.p1
OG0001452	ML13374a.p1
OG0001453	ML03453a.p1
OG0001453	ML040713a.p1
OG0001453	ML073416a.p1
OG0001454	ML09221a.p1
OG0001455	ML03027a.p1
OG0001457	ML021137a.p1
OG0001458	ML090218a.p1
OG0001460	ML06417a.p1
OG0001461	ML053810a.p1
OG0001462	ML02528a.p1
OG0001463	ML04865a.p1
OG0001464	ML007310a.p1
OG0001465	ML216344a.p1
OG0001467	ML09401a.p1
OG0001467	ML334214a.p1
OG0001471	ML004925a.p1
OG0001471	ML43941a.p1
OG0001473	ML263517a.p1
OG0001475	ML032212a.p1
OG0001476	ML19988a.p1
OG0001476	ML22252a.p1
OG0001477	ML03315a.p1
OG0001478	ML29974a.p1
OG0001479	ML01243a.p1
OG0001481	ML077622a.p1
OG0001481	ML13801a.p1
OG0001481	ML431110a.p1
OG0001482	ML002138a.p1
OG0001482	ML123211a.p1
OG0001483	ML28567a.p1
OG0001483	ML28569a.p1
OG0001484	ML184416a.p1
OG0001484	ML42741a.p1
OG0001486	ML070251a.p1
OG0001488	ML01776a.p1
OG0001488	ML11636a.p1
OG0001490	ML33426a.p1
OG0001491	ML190427a.p1
OG0001501	ML01161a.p1
OG0001503	ML07971a.p1
OG0001504	ML07264a.p1
OG0001506	ML07424a.p1
OG0001507	ML051323a.p1
OG0001507	ML07979a.p1
OG0001509	ML27961a.p1
OG0001510	ML04383a.p1
OG0001511	ML09102a.p1
OG0001511	ML154180a.p1
OG0001515	ML28207a.p1
OG0001517	ML13978a.p1
OG0001517	ML32596a.p1
OG0001518	ML09541a.p1
OG0001518	ML22781a.p1
OG0001519	ML267922a.p1
OG0001520	ML11826a.p1
OG0001521	ML01593a.p1
OG0001521	ML040513a.p1
OG0001522	ML02764a.p1
OG0001523	ML094322a.p1
OG0001524	ML31011a.p1
OG0001525	ML031710a.p1
OG0001525	ML108013a.p1
OG0001526	ML01245a.p1
OG0001527	ML458319a.p1
OG0001528	ML204414a.p1
OG0001529	ML136026a.p1
OG0001531	ML02017a.p1
OG0001531	ML06839a.p1
OG0001532	ML077624a.p1
OG0001534	ML003013a.p1
OG0001535	ML276929a.p1
OG0001537	ML190613a.p1
OG0001540	ML282537a.p1
OG0001540	ML40947a.p1
OG0001541	ML007415a.p1
OG0001541	ML00745a.p1
OG0001541	ML019241a.p1
OG0001541	ML22913a.p1
OG0001542	ML021117a.p1
OG0001542	ML128220a.p1
OG0001543	ML08421a.p1
OG0001543	ML08423a.p1
OG0001543	ML08425a.p1
OG0001544	ML05087a.p1
OG0001546	ML02404a.p1
OG0001547	ML24331a.p1
OG0001548	ML000311a.p1
OG0001548	ML00353a.p1
OG0001549	ML066520a.p1
OG0001550	ML079730a.p1
OG0001550	ML23991a.p1
OG0001551	ML45529a.p1
OG0001552	ML274412a.p1
OG0001553	ML100010a.p1
OG0001554	ML006118a.p1
OG0001555	ML071319a.p1
OG0001557	ML143020a.p1
OG0001558	ML216313a.p1
OG0001559	ML013517a.p1
OG0001560	ML012316a.p1
OG0001561	ML06398a.p1
OG0001562	ML046521a.p1
OG0001562	ML28209a.p1
OG0001564	ML046431a.p1
OG0001565	ML19321a.p1
OG0001566	ML03612a.p1
OG0001567	ML11431a.p1
OG0001569	ML062230a.p1
OG0001570	ML320915a.p1
OG0001573	ML054415a.p1
OG0001574	ML04344a.p1
OG0001576	ML005355a.p1
OG0001577	ML051330a.p1
OG0001578	ML273220a.p1
OG0001581	ML45535a.p1
OG0001605	ML06811a.p1
OG0001605	ML085718a.p1
OG0001607	ML02592a.p1
OG0001607	ML08881a.p1
OG0001607	ML21543a.p1
OG0001608	ML148525a.p1
OG0001608	ML148526a.p1
OG0001610	ML052314a.p1
OG0001611	ML00966a.p1
OG0001613	ML11055a.p1
OG0001614	ML07399a.p1
OG0001615	ML033624a.p1
OG0001616	ML210035a.p1
OG0001617	ML01777a.p2
OG0001618	ML19678a.p1
OG0001618	ML435815a.p1
OG0001619	ML02402a.p1
OG0001620	ML154194a.p1
OG0001621	ML167019a.p1
OG0001621	ML167021a.p1
OG0001624	ML36938a.p1
OG0001625	ML093039a.p1
OG0001628	ML032511a.p1
OG0001628	ML04384a.p1
OG0001628	ML04385a.p1
OG0001629	ML046711a.p1
OG0001629	ML120728a.p1
OG0001629	ML27329a.p1
OG0001632	ML012411a.p1
OG0001633	ML05203a.p1
OG0001635	ML46351a.p1
OG0001636	ML13891a.p1
OG0001637	ML038820a.p1
OG0001639	ML14583a.p1
OG0001640	ML11468a.p1
OG0001641	ML03022a.p1
OG0001641	ML091716a.p1
OG0001642	ML015728a.p1
OG0001642	ML310320a.p1
OG0001645	ML01255a.p1
OG0001645	ML01256a.p1
OG0001646	ML01603a.p1
OG0001647	ML02164a.p1
OG0001649	ML000123a.p1
OG0001650	ML084441a.p1
OG0001652	ML04902a.p1
OG0001653	ML065710a.p1
OG0001653	ML32955a.p1
OG0001654	ML09107a.p1
OG0001655	ML145820a.p1
OG0001657	ML27461a.p1
OG0001659	ML015743a.p1
OG0001661	ML239911a.p1
OG0001661	ML239912a.p1
OG0001661	ML239913a.p1
OG0001662	ML05307a.p1
OG0001663	ML00772a.p1
OG0001664	ML043315a.p1
OG0001665	ML085721a.p1
OG0001667	ML073266a.p1
OG0001678	ML064936a.p1
OG0001679	ML238315a.p1
OG0001680	ML45539a.p1
OG0001681	ML114612a.p1
OG0001684	ML09661a.p1
OG0001686	ML010622a.p1
OG0001687	ML12864a.p1
OG0001687	ML21582a.p1
OG0001687	ML21583a.p1
OG0001691	ML13372a.p1
OG0001692	ML19671a.p1
OG0001694	ML14424a.p1
OG0001695	ML073258a.p1
OG0001696	ML018112a.p1
OG0001697	ML343431a.p1
OG0001698	ML36923a.p1
OG0001699	ML09268a.p2
OG0001700	ML01504a.p1
OG0001700	ML033619a.p1
OG0001702	ML05135a.p1
OG0001702	ML14473a.p1
OG0001702	ML14474a.p1
OG0001703	ML07325a.p1
OG0001703	ML14176a.p1
OG0001704	ML01038a.p1
OG0001705	ML463525a.p1
OG0001706	ML124221a.p1
OG0001707	ML00422a.p1
OG0001707	ML00423a.p1
OG0001708	ML07781a.p1
OG0001710	ML32592a.p1
OG0001711	ML095327a.p1
OG0001711	ML43581a.p1
OG0001713	ML14985a.p1
OG0001715	ML102220a.p1
OG0001716	ML073238a.p1
OG0001717	ML05821a.p1
OG0001717	ML104331a.p1
OG0001718	ML017925a.p1
OG0001719	ML050825a.p1
OG0001720	ML358839a.p1
OG0001721	ML190418a.p1
OG0001722	ML320917a.p1
OG0001723	ML05928a.p1
OG0001723	ML073213a.p1
OG0001724	ML063337a.p1
OG0001725	ML274435a.p1
OG0001727	ML046119a.p1
OG0001728	ML26798a.p1
OG0001729	ML00835a.p1
OG0001729	ML00837a.p1
OG0001730	ML052318a.p1
OG0001731	ML32744a.p1
OG0001732	ML223532a.p1
OG0001734	ML067119a.p1
OG0001734	ML42338a.p1
OG0001735	ML08096a.p1
OG0001737	ML128210a.p1
OG0001738	ML234566a.p1
