Orthogroup	CE_TRX
OG0000360	ZC518.3b.p1
OG0000360	ZC518.3c.p1
OG0000360	ZC518.3d.p1
OG0000362	C28H8.9a.p1
OG0000362	C28H8.9b.p1
OG0000362	C28H8.9c.p1
OG0000362	F33E11.6a.p1
OG0000362	F33E11.6b.p1
OG0000365	R11A8.4a.p1
OG0000365	R11A8.4b.p1
OG0000366	F26B1.3.p1
OG0000366	F32E10.4.p1
OG0000368	C34E11.1.p1
OG0000368	T04C10.2a.p1
OG0000368	T04C10.2b.p1
OG0000369	C03G6.18.p1
OG0000369	C03G6.19.p1
OG0000369	C05E4.1.p1
OG0000369	F20D6.3.p1
OG0000369	F20D6.4a.p1
OG0000369	F20D6.4b.p1
OG0000369	F20D6.4c.p1
OG0000369	F20D6.4d.p1
OG0000369	Y32G9A.4.p1
OG0000372	C43H6.3.p1
OG0000373	Y48G8AL.1.p1
OG0000374	C47A4.2a.p1
OG0000374	C47A4.2b.p1
OG0000374	C47A4.2c.p1
OG0000374	F16H11.3.p1
OG0000374	F36H2.2a.p1
OG0000374	F36H2.2b.p1
OG0000374	F44D12.9a.p1
OG0000374	F44D12.9b.p1
OG0000374	F44D12.9c.p1
OG0000374	K02E11.1.p1
OG0000374	K09A9.3.p1
OG0000374	ZK809.4a.p1
OG0000374	ZK809.4c.p1
OG0000375	F57C7.2a.p1
OG0000375	F57C7.2b.p1
OG0000375	Y18D10A.6a.p1
OG0000375	Y18D10A.6b.p1
OG0000377	F52B5.3.p1
OG0000377	T07D4.3.p1
OG0000385	Y81G3A.3a.p1
OG0000385	Y81G3A.3b.p1
OG0000387	C05D2.3.p1
OG0000387	C05D2.4a.p1
OG0000387	C05D2.4b.p1
OG0000387	C09G9.4.p1
OG0000387	K01C8.3a.p1
OG0000387	K01C8.3b.p1
OG0000387	Y37D8A.23a.p1
OG0000387	Y37D8A.23b.p1
OG0000387	Y37D8A.23c.p1
OG0000387	ZK829.2.p1
OG0000388	C25B8.3a.p1
OG0000388	C25B8.3b.p1
OG0000388	C25B8.3c.p1
OG0000388	C52E4.1.p1
OG0000388	F26E4.3.p1
OG0000388	F32H5.1.p1
OG0000388	F36D3.9.p1
OG0000388	F44C4.3.p1
OG0000388	F57F5.1.p1
OG0000388	T10H4.12.p1
OG0000388	W07B8.1.p1
OG0000388	W07B8.4.p1
OG0000388	W07B8.5.p1
OG0000388	Y65B4A.2.p1
OG0000389	F28B3.9.p1
OG0000389	F55A11.5.p1
OG0000389	T05H4.1.p1
OG0000389	ZK40.1.p1
OG0000390	C33H5.14.p1
OG0000390	K08H10.4.p1
OG0000390	R07E4.4.p1
OG0000392	C07D10.5.p1
OG0000392	F31C3.2a.p1
OG0000392	F31C3.2b.p1
OG0000392	F43E2.1.p1
OG0000392	F43H9.3.p1
OG0000392	F59A3.9.p1
OG0000392	K05C4.4.p1
OG0000392	K10D2.2.p1
OG0000392	K10D2.3.p1
OG0000392	ZC308.1a.p1
OG0000392	ZC308.1b.p1
OG0000392	ZC308.1c.p1
OG0000392	ZC308.1d.p1
OG0000393	C02G6.1.p1
OG0000393	C02G6.2.p1
OG0000393	C28F5.4.p1
OG0000393	F44E7.4a.p1
OG0000393	F44E7.4b.p1
OG0000393	F44E7.4c.p1
OG0000393	F44E7.4d.p1
OG0000393	Y70C5C.1.p1
OG0000394	C05E11.4.p1
OG0000394	C05E11.5.p1
OG0000394	F49E11.3.p1
OG0000394	M195.3.p1
OG0000396	M04F3.4a.p1
OG0000396	M04F3.4b.p1
OG0000398	C13C4.7.p1
OG0000401	Y17G7B.15a.p1
OG0000401	Y17G7B.15b.p1
OG0000403	C17G1.7.p1
OG0000403	F54A3.4.p1
OG0000403	F59A7.7.p1
OG0000403	F59A7.9.p1
OG0000403	K10H10.2.p1
OG0000403	R08E5.2a.p1
OG0000403	R08E5.2b.p1
OG0000403	R08E5.2c.p1
OG0000403	ZC373.1.p1
OG0000406	T06A10.4.p1
OG0000406	Y51H1A.4.p1
OG0000407	DY3.7.p1
OG0000407	ZK154.7.p1
OG0000408	F31D4.1.p1
OG0000408	F37C12.13a.p1
OG0000408	F41G3.14.p1
OG0000409	D2085.1.p1
OG0000410	C44B7.8.p1
OG0000410	C44B7.9.p1
OG0000410	C54G10.3a.p1
OG0000410	C54G10.3b.p1
OG0000410	T02D1.5.p1
OG0000410	T10H9.5a.p1
OG0000410	T10H9.5b.p1
OG0000410	T10H9.5c.p1
OG0000411	F33D11.10.p1
OG0000411	F57B9.6a.p1
OG0000411	Y65B4A.6.p1
OG0000412	C30F12.7.p1
OG0000412	C37E2.1.p1
OG0000412	F35G12.2.p1
OG0000412	F43G9.1.p1
OG0000413	R11A5.4a.p1
OG0000413	R11A5.4b.p1
OG0000413	R11A5.4c.p1
OG0000413	R11A5.4d.p1
OG0000413	W05G11.6a.p1
OG0000413	W05G11.6b.p1
OG0000413	W05G11.6c.p1
OG0000413	W05G11.6d.p1
OG0000414	Y111B2A.22a.p1
OG0000414	Y111B2A.22b.p1
OG0000414	Y111B2A.22c.p1
OG0000414	Y111B2A.22d.p1
OG0000417	C09G4.1.p1
OG0000417	K02G10.6.p1
OG0000417	Y6B3B.10.p1
OG0000418	C45B2.6.p1
OG0000418	D1037.5.p1
OG0000418	F47A4.5.p1
OG0000418	H23L24.2.p1
OG0000418	T04B2.5.p1
OG0000418	W07A8.2a.p1
OG0000418	W07A8.2b.p1
OG0000418	W07A8.2c.p1
OG0000418	W07A8.2d.p1
OG0000418	Y73B6BL.4.p1
OG0000419	C03F11.3.p1
OG0000419	F07A5.3.p1
OG0000419	F11C1.3.p1
OG0000419	R07B1.3.p1
OG0000419	Y49E10.20.p1
OG0000419	Y76A2B.6.p1
OG0000421	K03D10.3.p1
OG0000421	VC5.4.p1
OG0000422	ZC328.3a.p1
OG0000422	ZC328.3b.p1
OG0000423	B0563.4.p1
OG0000423	F40F9.1a.p1
OG0000423	F40F9.1b.p1
OG0000423	F40F9.2.p1
OG0000423	Y42H9AR.2.p1
OG0000424	C04E12.7.p1
OG0000424	F11A6.2.p1
OG0000424	F46A8.10.p1
OG0000424	K08D10.7.p1
OG0000424	K08D10.8.p1
OG0000424	T22H2.5a.p1
OG0000424	T22H2.5b.p1
OG0000424	T22H2.5c.p1
OG0000424	Y50E8A.9.p1
OG0000424	ZK1053.5.p1
OG0000425	Y104H12BR.1.p1
OG0000427	F25H2.13.p1
OG0000427	F33H2.1.p1
OG0000427	M03C11.2.p1
OG0000427	Y54G2A.50.p1
OG0000428	C26E6.9a.p1
OG0000428	C26E6.9b.p1
OG0000428	C26E6.9c.p1
OG0000428	T12D8.1.p1
OG0000429	B0365.3.p1
OG0000429	C01G12.8.p1
OG0000429	C02E7.1.p1
OG0000429	C09H5.2a.p1
OG0000429	C09H5.2b.p1
OG0000430	F26B1.2a.p1
OG0000430	F26B1.2c.p1
OG0000430	Y119D3B.17.p1
OG0000431	T10C6.6a.p1
OG0000431	T10C6.6b.p1
OG0000431	T10C6.6c.p1
OG0000431	T10C6.6d.p1
OG0000431	T10C6.6e.p1
OG0000431	T10C6.6f.p1
OG0000431	T11G6.2a.p1
OG0000431	T11G6.2b.p1
OG0000431	T11G6.3.p1
OG0000431	T11G6.4.p1
OG0000434	F33H1.1a.p1
OG0000434	F33H1.1b.p1
OG0000434	F33H1.1c.p1
OG0000434	F33H1.1d.p1
OG0000435	F16F9.1.p1
OG0000435	F36G3.3.p1
OG0000435	Y87G2A.18.p1
OG0000435	Y87G2A.19.p1
OG0000436	C30D11.1a.p1
OG0000436	C30D11.1b.p1
OG0000436	C30D11.1c.p1
OG0000436	C30D11.1d.p1
OG0000436	C30D11.1e.p1
OG0000436	C30D11.1f.p1
OG0000436	C30D11.1g.p1
OG0000436	C30D11.1h.p1
OG0000436	F16B3.1.p1
OG0000442	R07E4.6a.p1
OG0000442	R07E4.6b.p1
OG0000442	R07E4.6c.p1
OG0000444	C09B8.7a.p1
OG0000444	C09B8.7b.p1
OG0000444	C09B8.7c.p1
OG0000444	C09B8.7e.p1
OG0000444	C45B11.1a.p1
OG0000444	C45B11.1b.p1
OG0000444	Y38F1A.10a.p1
OG0000444	Y38F1A.10b.p1
OG0000444	Y38F1A.10c.p1
OG0000444	Y38F1A.10d.p1
OG0000445	T28F12.2a.p1
OG0000445	T28F12.2b.p1
OG0000445	T28F12.2c.p1
OG0000445	T28F12.2d.p1
OG0000445	T28F12.2e.p1
OG0000445	T28F12.2f.p1
OG0000445	T28F12.2g.p1
OG0000449	Y113G7B.17.p1
OG0000450	F22G12.5a.p1
OG0000450	F22G12.5b.p1
OG0000450	F46H5.4.p1
OG0000451	T18D3.9.p1
OG0000451	ZK470.1.p1
OG0000452	C31E10.7.p1
OG0000452	D2023.1b.p1
OG0000452	W02D3.1.p1
OG0000452	Y52B11A.3a.p1
OG0000452	Y52B11A.3b.p1
OG0000453	Y46G5A.4.p1
OG0000453	Y54E2A.4.p1
OG0000454	Y6B3A.1a.p1
OG0000454	Y6B3A.1b.p1
OG0000454	Y6B3A.1c.p1
OG0000455	F01D4.4.p1
OG0000455	F59A3.1.p1
OG0000455	T27A8.1.p1
OG0000456	C06G8.3b.p1
OG0000456	C06G8.3c.p1
OG0000456	C18A3.2.p1
OG0000456	F30B5.7.p1
OG0000456	F31C3.4.p1
OG0000456	F55F8.9a.p1
OG0000456	F55F8.9b.p1
OG0000456	Y54G9A.4.p1
OG0000460	F55F10.1.p1
OG0000461	Y71G12B.11a.p1
OG0000461	Y71G12B.11b.p1
OG0000461	Y71G12B.11c.p1
OG0000463	C04G2.6.p1
OG0000463	F48E8.6.p1
OG0000464	F35C8.7a.p1
OG0000464	F35C8.7b.p1
OG0000464	F35C8.7c.p1
OG0000465	F01G12.6.p1
OG0000465	F35H12.2a.p1
OG0000465	F35H12.2b.p1
OG0000465	F35H12.2c.p1
OG0000465	T24D11.1.p1
OG0000466	C17D12.2.p1
OG0000466	T01D1.2a.p1
OG0000466	T01D1.2b.p1
OG0000466	T01D1.2c.p1
OG0000466	T01D1.2d.p1
OG0000466	T01D1.2e.p1
OG0000466	T01D1.2f.p1
OG0000466	T01D1.2g.p1
OG0000471	F20H11.1.p1
OG0000471	Y51H1A.2a.p1
OG0000471	Y51H1A.2b.p1
OG0000471	Y51H1A.2c.p1
OG0000471	Y51H1A.2d.p1
OG0000471	Y51H1A.2e.p1
OG0000472	B0252.2.p1
OG0000472	W03G1.7a.p1
OG0000472	W03G1.7b.p1
OG0000472	ZK455.4.p1
OG0000472	ZK856.5.p1
OG0000473	C06B3.4.p1
OG0000473	C06B3.5.p1
OG0000473	C56G2.6a.p1
OG0000473	C56G2.6b.p1
OG0000473	F11A5.12.p1
OG0000473	F25G6.5.p1
OG0000474	F02E8.3.p1
OG0000474	F29G9.3.p1
OG0000475	C01H6.7a.p1
OG0000475	C01H6.7b.p1
OG0000475	Y43H11AL.3.p1
OG0000476	H19N07.2a.p1
OG0000476	H19N07.2b.p1
OG0000476	H19N07.2c.p1
OG0000476	H19N07.2d.p1
OG0000476	H19N07.2e.p1
OG0000476	H19N07.2f.p1
OG0000476	H19N07.2g.p1
OG0000476	H19N07.2h.p1
OG0000476	T05H10.1.p1
OG0000477	F35C8.5.p1
OG0000477	F49E12.10.p1
OG0000477	F49E12.9a.p1
OG0000477	F49E12.9b.p1
OG0000478	F27D9.6.p1
OG0000478	T02E1.5a.p1
OG0000478	T02E1.5b.p1
OG0000478	T02E1.5c.p1
OG0000478	T05F1.10.p1
OG0000478	T11F9.11.p1
OG0000479	C01C4.3a.p1
OG0000479	C01C4.3b.p1
OG0000479	F23C8.8.p1
OG0000480	C47D12.1a.p1
OG0000480	C47D12.1b.p1
OG0000480	C47D12.1c.p1
OG0000484	C29F9.6.p1
OG0000484	C49F5.5.p1
OG0000484	F40F12.7.p1
OG0000484	K03H1.10.p1
OG0000484	R10E11.1a.p1
OG0000484	R10E11.1b.p1
OG0000484	R10E11.1c.p1
OG0000485	F42A10.1.p1
OG0000485	T27E9.7.p1
OG0000489	F40G9.11.p1
OG0000489	T20B12.6a.p1
OG0000489	T20B12.6b.p1
OG0000490	C17E4.3.p1
OG0000490	C53D5.2.p1
OG0000490	D2089.2.p1
OG0000490	F55A3.1.p1
OG0000490	F58E6.12.p1
OG0000490	Y57A10B.1.p1
OG0000491	F20D1.9.p1
OG0000491	F55G1.5.p1
OG0000491	K02F3.2.p1
OG0000494	W10D5.3a.p1
OG0000494	W10D5.3c.p1
OG0000494	W10D5.3d.p1
OG0000494	W10D5.3e.p1
OG0000494	W10D5.3f.p1
OG0000494	W10D5.3g.p1
OG0000495	F38A6.2a.p1
OG0000495	F38A6.2b.p1
OG0000496	T04D1.3a.p1
OG0000496	T04D1.3b.p1
OG0000496	T04D1.3c.p1
OG0000496	T04D1.3d.p1
OG0000497	W02D3.11a.p1
OG0000497	W02D3.11b.p1
OG0000497	Y73B6BL.33.p1
OG0000497	ZK1067.6.p1
OG0000498	W02B12.8a.p1
OG0000498	W02B12.8b.p1
OG0000499	B0361.7.p1
OG0000499	C05C10.1.p1
OG0000499	C05C10.4.p1
OG0000499	C27A2.12.p1
OG0000499	C27A2.4.p1
OG0000499	EGAP2.3.p1
OG0000499	F07H5.9a.p1
OG0000499	F13D11.1.p1
OG0000499	F14E5.3.p1
OG0000499	F14E5.4.p1
OG0000499	F14E5.6.p1
OG0000499	F26C11.1.p1
OG0000499	F52E1.8.p1
OG0000499	R13H4.3.p1
OG0000499	T13B5.3.p1
OG0000499	T16D1.2.p1
OG0000499	T21B6.2.p1
OG0000499	Y71H2AM.16.p1
OG0000499	ZK563.6.p1
OG0000500	C01B10.9.p1
OG0000500	C27A7.1a.p1
OG0000500	C27A7.1b.p1
OG0000500	C27A7.1c.p1
OG0000500	C27A7.1d.p1
OG0000500	C27A7.3a.p1
OG0000500	C27A7.3b.p1
OG0000500	C27A7.3c.p1
OG0000500	C27A7.3d.p1
OG0000500	F13H10.5.p1
OG0000500	T03G6.3.p1
OG0000502	K02G10.8a.p1
OG0000502	K02G10.8b.p1
OG0000502	T04A8.9.p1
OG0000503	K09C8.4.p1
OG0000509	C31H2.1a.p1
OG0000509	C31H2.1b.p1
OG0000509	F52E1.13a.p1
OG0000509	F52E1.13b.p1
OG0000509	F52E1.13c.p1
OG0000509	F52E1.13d.p1
OG0000511	B0495.8a.p1
OG0000511	C50D2.8.p1
OG0000511	Y119D3B.12a.p1
OG0000511	Y119D3B.12b.p1
OG0000512	F11C1.5a.p1
OG0000512	F11C1.5b.p1
OG0000512	F11C1.5c.p1
OG0000512	F11C1.5d.p1
OG0000513	E01G4.1.p1
OG0000513	F49E10.1.p1
OG0000513	Y48E1C.3.p1
OG0000514	T08G5.5a.p1
OG0000514	T08G5.5b.p1
OG0000514	T08G5.5c.p1
OG0000518	Y53C10A.12.p1
OG0000518	Y53C10A.3.p1
OG0000519	C44B7.6a.p1
OG0000519	C44B7.6b.p1
OG0000519	F59B2.2.p1
OG0000519	H32K16.1.p1
OG0000519	T27A1.5a.p1
OG0000519	T27A1.5b.p1
OG0000519	Y38H6C.17.p1
OG0000519	Y43F4B.7.p1
OG0000522	ZK370.5.p1
OG0000526	Y43F4A.1a.p1
OG0000528	C01G6.6a.p1
OG0000528	C01G6.6b.p1
OG0000528	K10D2.6.p1
OG0000529	C06G3.6.p1
OG0000529	T17A3.8.p1
OG0000529	T26H2.5.p1
OG0000529	Y32B12A.1.p1
OG0000529	Y32B12A.5.p1
OG0000529	Y40C5A.1.p1
OG0000532	H38K22.3.p1
OG0000532	K07E3.8a.p1
OG0000532	K07E3.8b.p1
OG0000533	K06H7.4.p1
OG0000533	M02B7.5.p1
OG0000538	F07C3.3.p1
OG0000538	F10C2.3.p1
OG0000538	F15H10.7.p1
OG0000538	M03F8.5.p1
OG0000538	Y41E3.1a.p1
OG0000543	C52B9.8.p1
OG0000543	F01G4.1.p1
OG0000545	F48C1.1.p1
OG0000545	F55D10.1.p1
OG0000547	F35C8.4.p1
OG0000547	F48F7.2.p1
OG0000547	F56A8.7a.p1
OG0000547	F56A8.7b.p1
OG0000547	T01B11.3.p1
OG0000549	T01G9.5a.p1
OG0000549	T01G9.5b.p1
OG0000549	Y34D9A.10.p1
OG0000550	C32D5.12.p1
OG0000550	Y6B3B.11.p1
OG0000550	ZC449.6.p1
OG0000550	ZC8.1.p1
OG0000551	F13D12.7a.p1
OG0000551	F13D12.7b.p1
OG0000551	F52A8.2.p1
OG0000552	C47E12.2.p1
OG0000552	F25B4.7.p1
OG0000552	K01H12.2.p1
OG0000552	R07E3.4.p1
OG0000552	T01B11.4.p1
OG0000552	T27E9.1a.p1
OG0000552	T27E9.1b.p1
OG0000552	T27E9.1c.p1
OG0000552	T27E9.1d.p1
OG0000552	W02D3.6.p1
OG0000553	Y73E7A.9.p1
OG0000554	C08B11.2.p1
OG0000554	C53A5.3.p1
OG0000554	R06C1.1.p1
OG0000555	B0348.6a.p1
OG0000555	B0348.6b.p1
OG0000555	B0348.6c.p1
OG0000555	C05D9.5.p1
OG0000555	F53A2.6a.p1
OG0000555	F53A2.6b.p1
OG0000555	R04A9.4.p1
OG0000555	Y57A10A.30.p1
OG0000556	F36F2.3a.p1
OG0000556	F36F2.3b.p1
OG0000557	F21D12.3.p1
OG0000557	R02F2.8.p1
OG0000557	Y18D10A.23.p1
OG0000557	Y32F6A.4.p1
OG0000557	Y4C6B.2a.p1
OG0000557	Y4C6B.2b.p1
OG0000557	Y59H11AR.4.p1
OG0000562	F26H9.8.p1
OG0000562	F48E3.3.p1
OG0000563	F08F1.7.p1
OG0000563	ZK858.6a.p1
OG0000563	ZK858.6b.p1
OG0000564	T27C10.6.p1
OG0000567	K01C8.1.p1
OG0000567	T01H8.2.p1
OG0000567	Y51H7C.9.p1
OG0000568	F25B5.4a.p1
OG0000568	F25B5.4c.p1
OG0000569	K11G12.3.p1
OG0000569	K11G12.4a.p1
OG0000569	K11G12.4b.p1
OG0000569	Y69A2AR.4.p1
OG0000570	C05A2.1.p1
OG0000570	F29F11.6a.p1
OG0000570	F29F11.6b.p1
OG0000570	F56C9.1.p1
OG0000571	F38H4.10.p1
OG0000571	T12B3.4.p1
OG0000573	F56B3.6.p1
OG0000573	T03F6.6.p1
OG0000573	T19C3.4.p1
OG0000573	Y71F9B.3.p1
OG0000575	Y48B6A.12.p1
OG0000578	Y38F2AR.7.p1
OG0000578	Y47G6A.10.p1
OG0000578	Y73B3A.21.p1
OG0000581	M03A1.6a.p1
OG0000581	M03A1.6b.p1
OG0000581	M03A1.6c.p1
OG0000581	M03A1.6d.p1
OG0000581	M03A1.6e.p1
OG0000583	Y116A8C.26a.p1
OG0000583	Y116A8C.26b.p1
OG0000583	Y116A8C.26c.p1
OG0000584	C13G3.3a.p1
OG0000584	C13G3.3b.p1
OG0000584	C13G3.3c.p1
OG0000584	W08G11.4.p1
OG0000585	F42G9.6a.p1
OG0000585	F42G9.6b.p1
OG0000585	F42G9.6c.p1
OG0000586	AH6.2.p1
OG0000586	C14F5.4.p1
OG0000586	C41C4.10.p1
OG0000586	C47D12.3a.p1
OG0000586	C47D12.3b.p1
OG0000586	F37H8.4.p1
OG0000586	T04F8.1.p1
OG0000586	Y6E2A.9a.p1
OG0000586	Y6E2A.9b.p1
OG0000587	R05C11.3.p1
OG0000587	W09C2.3a.p1
OG0000587	W09C2.3b.p1
OG0000587	W09C2.3c.p1
OG0000587	W09C2.3d.p1
OG0000587	Y67D8C.10a.p1
OG0000587	Y67D8C.10b.p1
OG0000587	Y67D8C.10c.p1
OG0000587	Y67D8C.10d.p1
OG0000589	C05C8.5.p1
OG0000589	F52C9.8a.p1
OG0000589	F52C9.8b.p1
OG0000589	F52C9.8c.p1
OG0000589	F52C9.8d.p1
OG0000589	F52C9.8e.p1
OG0000589	F52C9.8f.p1
OG0000589	F52C9.8g.p1
OG0000589	Y56A3A.33.p1
OG0000590	F18H3.3a.p1
OG0000590	F18H3.3b.p1
OG0000590	Y106G6H.2a.p1
OG0000590	Y106G6H.2b.p1
OG0000590	Y106G6H.2c.p1
OG0000591	C02F4.1.p1
OG0000593	Y39E4B.7.p1
OG0000593	Y47H9C.2.p1
OG0000595	B0564.1a.p1
OG0000595	C14A4.5.p1
OG0000595	Y6D11A.1.p1
OG0000596	Y39G8C.1.p1
OG0000596	Y48B6A.3.p1
OG0000597	C01G8.5a.p1
OG0000597	C01G8.5b.p1
OG0000597	F42A10.2a.p1
OG0000597	F42A10.2b.p1
OG0000597	F42A10.2c.p1
OG0000599	C18D11.4a.p1
OG0000599	C18D11.4b.p1
OG0000602	C04G6.3.p1
OG0000604	F22E10.5a.p1
OG0000604	F22E10.5b.p1
OG0000604	F54D7.2.p1
OG0000604	Y49A3A.1.p1
OG0000606	B0416.5a.p1
OG0000606	B0416.5b.p1
OG0000606	C05G5.1.p1
OG0000606	C09D4.1a.p1
OG0000606	C09D4.1b.p1
OG0000606	C13C4.6.p1
OG0000606	C42C1.8.p1
OG0000607	F32F2.1a.p1
OG0000607	F32F2.1b.p1
OG0000607	F32F2.1c.p1
OG0000607	F32F2.1d.p1
OG0000607	F32F2.1e.p1
OG0000607	F32F2.1f.p1
OG0000607	F32F2.1h.p1
OG0000608	C38C3.5a.p1
OG0000608	C38C3.5b.p1
OG0000608	C38C3.5c.p1
OG0000609	C47D12.6a.p1
OG0000609	C47D12.6b.p1
OG0000609	Y46H3A.7.p1
OG0000610	K07E3.7a.p1
OG0000610	K07E3.7b.p1
OG0000610	W08D2.5a.p1
OG0000610	W08D2.5b.p1
OG0000610	W08D2.5c.p1
OG0000610	Y59H11AR.2a.p1
OG0000610	Y59H11AR.2b.p1
OG0000610	Y59H11AR.2c.p1
OG0000610	Y59H11AR.2d.p1
OG0000611	C12D12.2a.p1
OG0000611	C12D12.2b.p1
OG0000611	K08F4.4.p1
OG0000611	R05G6.6.p1
OG0000611	T22E5.2.p1
OG0000611	W03G1.1.p1
OG0000611	Y53C12A.2.p1
OG0000612	C03D6.1.p1
OG0000612	C04F12.1.p1
OG0000612	F48F7.1a.p1
OG0000612	F48F7.1b.p1
OG0000612	K08H10.7.p1
OG0000612	R09A1.1.p1
OG0000612	T07D3.7a.p1
OG0000612	T07D3.7b.p1
OG0000612	T22B3.2a.p1
OG0000612	T22B3.2b.p1
OG0000612	T23D8.7.p1
OG0000612	ZK757.3a.p1
OG0000612	ZK757.3b.p1
OG0000613	F23F1.1.p1
OG0000613	Y53F4B.3.p1
OG0000620	F10G8.6.p1
OG0000622	F58B3.5c.p1
OG0000622	Y105E8A.19.p1
OG0000624	ZK177.8a.p1
OG0000624	ZK177.8b.p1
OG0000625	F25H5.3a.p1
OG0000625	F25H5.3b.p1
OG0000625	F25H5.3c.p1
OG0000625	F25H5.3d.p1
OG0000625	F25H5.3e.p1
OG0000625	ZK593.1a.p1
OG0000625	ZK593.1b.p1
OG0000625	ZK593.1c.p1
OG0000626	W03A3.2.p1
OG0000626	Y55B1AL.3a.p1
OG0000626	Y55B1AL.3b.p1
OG0000627	T22B11.5.p1
OG0000627	ZK836.2a.p1
OG0000627	ZK836.2b.p1
OG0000628	B0379.4a.p1
OG0000628	B0379.4b.p1
OG0000628	B0379.4c.p1
OG0000628	F45E12.1a.p1
OG0000628	F45E12.1b.p1
OG0000628	Y47D9A.2a.p1
OG0000628	Y47D9A.2b.p1
OG0000629	C29E4.8.p1
OG0000629	ZK673.2.p1
OG0000631	F13H10.4a.p1
OG0000631	F13H10.4b.p1
OG0000631	F13H10.4c.p1
OG0000633	C14F11.1a.p1
OG0000633	C44E4.3.p1
OG0000633	T01C8.5.p1
OG0000634	C41G7.2.p1
OG0000634	M01E11.6.p1
OG0000634	T09A5.2a.p1
OG0000634	W02B12.7.p1
OG0000636	Y48G1BL.2.p1
OG0000638	Y48C3A.14a.p1
OG0000638	Y48C3A.14b.p1
OG0000638	Y48C3A.14c.p1
OG0000638	Y48C3A.14d.p1
OG0000638	Y56A3A.27.p1
OG0000639	F29B9.4a.p1
OG0000639	F29B9.4b.p1
OG0000639	T07C4.11a.p1
OG0000640	EEED8.7a.p1
OG0000640	EEED8.7b.p1
OG0000641	C43G2.1.p1
OG0000641	Y32H12A.5.p1
OG0000641	Y67A10A.8.p1
OG0000642	F40A3.3a.p1
OG0000642	F40A3.3b.p1
OG0000642	Y34D9A.1.p1
OG0000642	Y69E1A.5.p1
OG0000643	C34C6.5a.p1
OG0000643	C34C6.5b.p1
OG0000643	C34C6.5c.p1
OG0000643	T10B11.2.p1
OG0000646	W02D3.9.p1
OG0000647	F49E12.6.p1
OG0000647	Y102A5C.18.p1
OG0000647	Y48C3A.17a.p1
OG0000647	Y48C3A.17b.p1
OG0000647	Y48C3A.17c.p1
OG0000647	Y48C3A.17d.p1
OG0000649	F34D6.4.p1
OG0000649	Y41D4B.12a.p1
OG0000649	Y41D4B.12b.p1
OG0000649	Y43F4B.3.p1
OG0000651	B0334.4.p1
OG0000651	F15D3.6.p1
OG0000652	C29H12.1.p1
OG0000652	F26F4.10a.p1
OG0000652	F26F4.10b.p1
OG0000652	F26F4.10c.p1
OG0000653	F41H10.2.p1
OG0000653	F54E12.2.p1
OG0000653	F59A7.8.p1
OG0000653	T23H2.3.p1
OG0000654	F37A4.8.p1
OG0000656	C52E4.6a.p1
OG0000656	F43D2.1.p1
OG0000657	Y47G6A.11.p1
OG0000658	B0403.4.p1
OG0000658	Y49E10.4.p1
OG0000659	F40H6.6.p1
OG0000659	K11H3.3.p1
OG0000659	R11.1.p1
OG0000659	Y37B11A.3.p1
OG0000660	C30G12.7.p1
OG0000660	W06B11.2.p1
OG0000661	C47E8.5.p1
OG0000661	T05E11.3a.p1
OG0000661	T05E11.3b.p1
OG0000662	T28F3.5a.p1
OG0000662	T28F3.5b.p1
OG0000662	W09B6.1a.p1
OG0000662	W09B6.1b.p1
OG0000662	W09B6.1c.p1
OG0000669	Y39A1A.22.p1
OG0000670	W06D4.5.p1
OG0000671	C44E4.1a.p1
OG0000671	C44E4.1b.p1
OG0000671	C44E4.1c.p1
OG0000671	C44E4.7.p1
OG0000672	K01G5.9.p1
OG0000673	C52E4.5a.p1
OG0000673	C52E4.5b.p1
OG0000673	D2030.1.p1
OG0000673	T03G11.4.p1
OG0000673	ZC410.3a.p1
OG0000673	ZC410.3b.p1
OG0000674	B0250.9.p1
OG0000675	Y54F10AR.1.p1
OG0000675	Y71G12B.17.p1
OG0000676	C26D10.2a.p1
OG0000676	C26D10.2b.p1
OG0000677	C03D6.3a.p1
OG0000677	C03D6.3b.p1
OG0000677	F54C8.4a.p1
OG0000677	F54C8.4b.p1
OG0000677	T23G7.5a.p1
OG0000678	D2089.1a.p1
OG0000678	D2089.1b.p1
OG0000680	K12D12.1.p1
OG0000680	R05D3.12a.p1
OG0000680	Y46H3C.4.p1
OG0000680	ZK1127.7.p1
OG0000681	C26H9A.1a.p1
OG0000681	C26H9A.1b.p1
OG0000681	F35H10.4.p1
OG0000681	VW02B12L.1.p1
OG0000681	ZK637.8a.p1
OG0000681	ZK637.8b.p1
OG0000681	ZK637.8c.p1
OG0000681	ZK637.8d.p1
OG0000681	ZK637.8e.p1
OG0000681	ZK637.8f.p1
OG0000682	F11A5.3.p1
OG0000682	F11A5.4.p1
OG0000682	K09A9.2.p1
OG0000683	B0285.10.p1
OG0000683	B0285.8.p1
OG0000683	B0285.9.p1
OG0000683	C28D4.2a.p1
OG0000683	C28D4.2b.p1
OG0000683	C52B9.1a.p1
OG0000683	C52B9.1b.p1
OG0000683	F22F7.5.p1
OG0000683	T27A10.3a.p1
OG0000683	T27A10.3b.p1
OG0000684	F55C10.1.p1
OG0000684	F59D6.7.p1
OG0000684	Y71H2AL.1.p1
OG0000684	ZK856.8.p1
OG0000685	F22D6.2.p1
