Orthogroup	SU_TRX
OG0001622	WHL22.144836.1.p1
OG0001623	WHL22.23833.0.p1
OG0001623	WHL22.554274.0.p1
OG0001623	WHL22.554274.1.p1
OG0001624	WHL22.683972.0.p1
OG0001624	WHL22.683972.1.p1
OG0001624	WHL22.684054.0.p1
OG0001624	WHL22.684054.1.p1
OG0001624	WHL22.697487.0.p1
OG0001625	WHL22.38070.0.p1
OG0001625	WHL22.38148.1.p1
OG0001625	WHL22.38263.0.p1
OG0001625	WHL22.38263.1.p1
OG0001626	WHL22.338986.0.p1
OG0001626	WHL22.338989.0.p1
OG0001626	WHL22.339147.0.p1
OG0001626	WHL22.339147.1.p1
OG0001626	WHL22.339147.2.p1
OG0001626	WHL22.586487.0.p1
OG0001626	WHL22.676000.0.p1
OG0001626	WHL22.88314.0.p1
OG0001626	WHL22.88314.1.p1
OG0001626	WHL22.88314.3.p1
OG0001626	WHL22.88333.0.p1
OG0001626	WHL22.88348.0.p1
OG0001628	WHL22.400422.0.p1
OG0001628	WHL22.614607.0.p1
OG0001629	WHL22.235342.0.p1
OG0001629	WHL22.235342.1.p1
OG0001629	WHL22.354482.0.p1
OG0001629	WHL22.727599.0.p1
OG0001630	WHL22.529005.0.p1
OG0001630	WHL22.529005.1.p1
OG0001630	WHL22.529005.3.p1
OG0001631	WHL22.375880.0.p1
OG0001631	WHL22.375880.1.p1
OG0001631	WHL22.375880.2.p1
OG0001631	WHL22.375880.3.p1
OG0001632	WHL22.524794.0.p1
OG0001632	WHL22.552393.0.p1
OG0001632	WHL22.594648.1.p1
OG0001632	WHL22.597849.0.p1
OG0001633	WHL22.120939.1.p1
OG0001633	WHL22.120939.2.p1
OG0001633	WHL22.692371.0.p1
OG0001635	WHL22.518302.0.p1
OG0001636	WHL22.387771.0.p1
OG0001636	WHL22.387771.1.p1
OG0001637	WHL22.117639.0.p1
OG0001637	WHL22.117655.0.p1
OG0001637	WHL22.235499.0.p1
OG0001638	WHL22.194086.0.p1
OG0001638	WHL22.237619.0.p1
OG0001638	WHL22.237619.1.p1
OG0001638	WHL22.237619.2.p1
OG0001638	WHL22.237619.3.p1
OG0001638	WHL22.237619.4.p1
OG0001638	WHL22.308367.0.p1
OG0001638	WHL22.426172.0.p1
OG0001638	WHL22.426172.1.p1
OG0001638	WHL22.511197.0.p1
OG0001639	WHL22.556891.0.p1
OG0001639	WHL22.632149.0.p1
OG0001639	WHL22.632149.1.p1
OG0001640	WHL22.491498.0.p1
OG0001640	WHL22.491498.1.p1
OG0001641	WHL22.195814.0.p1
OG0001641	WHL22.453063.0.p1
OG0001642	WHL22.524716.0.p1
OG0001642	WHL22.533636.0.p1
OG0001644	WHL22.63071.0.p1
OG0001645	WHL22.183394.0.p1
OG0001645	WHL22.242861.0.p1
OG0001645	WHL22.259275.0.p1
OG0001645	WHL22.259344.0.p1
OG0001645	WHL22.259344.1.p1
OG0001645	WHL22.259626.0.p1
OG0001645	WHL22.259626.1.p1
OG0001645	WHL22.259626.2.p1
OG0001645	WHL22.498555.0.p1
OG0001645	WHL22.683251.0.p1
OG0001645	WHL22.683251.1.p1
OG0001646	WHL22.696904.0.p1
OG0001646	WHL22.697143.0.p1
OG0001646	WHL22.697143.1.p1
OG0001647	WHL22.308005.0.p1
OG0001647	WHL22.308005.1.p1
OG0001647	WHL22.308005.2.p1
OG0001649	WHL22.295711.0.p1
OG0001649	WHL22.606847.0.p1
OG0001649	WHL22.606847.1.p1
OG0001649	WHL22.606847.2.p1
OG0001650	WHL22.33932.0.p1
OG0001650	WHL22.33932.1.p1
OG0001650	WHL22.33932.2.p1
OG0001650	WHL22.33932.3.p1
OG0001650	WHL22.33932.4.p1
OG0001650	WHL22.33935.0.p1
OG0001650	WHL22.33947.0.p1
OG0001650	WHL22.363542.1.p1
OG0001652	WHL22.223192.0.p1
OG0001652	WHL22.223201.0.p1
OG0001653	WHL22.279645.0.p1
OG0001653	WHL22.321899.0.p1
OG0001654	WHL22.302413.0.p1
OG0001654	WHL22.302413.1.p1
OG0001654	WHL22.623093.0.p1
OG0001654	WHL22.623210.0.p1
OG0001654	WHL22.636255.0.p1
OG0001655	WHL22.224637.1.p1
OG0001655	WHL22.224640.0.p1
OG0001657	WHL22.365701.3.p1
OG0001657	WHL22.365701.5.p1
OG0001657	WHL22.365701.6.p1
OG0001658	WHL22.483558.0.p1
OG0001658	WHL22.657672.0.p1
OG0001658	WHL22.657672.1.p1
OG0001658	WHL22.657675.0.p1
OG0001658	WHL22.657678.0.p1
OG0001659	WHL22.20935.1.p1
OG0001660	WHL22.147101.2.p1
OG0001660	WHL22.147101.3.p1
OG0001660	WHL22.147101.5.p1
OG0001660	WHL22.237297.0.p1
OG0001660	WHL22.237297.1.p1
OG0001660	WHL22.237297.3.p1
OG0001661	WHL22.577830.0.p1
OG0001661	WHL22.701700.0.p1
OG0001661	WHL22.701700.1.p1
OG0001661	WHL22.701709.0.p1
OG0001661	WHL22.701709.1.p1
OG0001661	WHL22.701709.2.p1
OG0001661	WHL22.701709.3.p1
OG0001662	WHL22.21780.0.p1
OG0001663	WHL22.298075.0.p1
OG0001664	WHL22.307920.0.p1
OG0001664	WHL22.46802.1.p1
OG0001665	WHL22.657345.2.p1
OG0001666	WHL22.476940.0.p1
OG0001666	WHL22.639727.0.p1
OG0001667	WHL22.270420.0.p1
OG0001667	WHL22.535639.0.p1
OG0001667	WHL22.535639.1.p1
OG0001678	WHL22.192028.0.p1
OG0001678	WHL22.192028.2.p1
OG0001679	WHL22.479681.1.p1
OG0001679	WHL22.479681.2.p1
OG0001679	WHL22.479681.3.p1
OG0001680	WHL22.136291.0.p1
OG0001680	WHL22.136291.1.p1
OG0001680	WHL22.527677.0.p1
OG0001681	WHL22.533658.0.p1
OG0001684	WHL22.647860.0.p1
OG0001684	WHL22.647860.1.p1
OG0001684	WHL22.647860.3.p1
OG0001686	WHL22.338391.0.p1
OG0001687	WHL22.516491.0.p1
OG0001687	WHL22.516491.1.p1
OG0001687	WHL22.516491.2.p1
OG0001687	WHL22.516838.0.p1
OG0001687	WHL22.516838.1.p1
OG0001687	WHL22.693786.0.p1
OG0001691	WHL22.184447.0.p1
OG0001691	WHL22.184447.1.p1
OG0001691	WHL22.763435.0.p1
OG0001692	WHL22.367199.0.p1
OG0001692	WHL22.367199.0.p2
OG0001692	WHL22.367199.1.p1
OG0001692	WHL22.367199.2.p1
OG0001692	WHL22.367199.3.p1
OG0001692	WHL22.367199.4.p1
OG0001692	WHL22.367199.5.p1
OG0001692	WHL22.367220.0.p1
OG0001694	WHL22.761455.0.p1
OG0001695	WHL22.128684.0.p1
OG0001696	WHL22.290042.0.p1
OG0001696	WHL22.290042.1.p1
OG0001696	WHL22.665658.3.p1
OG0001697	WHL22.365069.0.p1
OG0001697	WHL22.368634.2.p2
OG0001697	WHL22.529855.1.p1
OG0001697	WHL22.529861.0.p1
OG0001697	WHL22.642955.0.p1
OG0001698	WHL22.84204.0.p1
OG0001699	WHL22.28327.0.p1
OG0001700	WHL22.545382.0.p1
OG0001701	WHL22.693611.0.p1
OG0001702	WHL22.540828.0.p1
OG0001702	WHL22.540828.1.p1
OG0001703	WHL22.145128.0.p1
OG0001703	WHL22.145138.0.p1
OG0001703	WHL22.354008.0.p1
OG0001704	WHL22.581477.0.p1
OG0001704	WHL22.581477.1.p1
OG0001704	WHL22.581477.2.p1
OG0001705	WHL22.738066.1.p1
OG0001705	WHL22.738066.2.p1
OG0001705	WHL22.738066.3.p1
OG0001705	WHL22.738066.5.p1
OG0001706	WHL22.218616.0.p1
OG0001706	WHL22.218616.0.p2
OG0001707	WHL22.137331.0.p1
OG0001707	WHL22.137331.1.p1
OG0001707	WHL22.18680.0.p1
OG0001707	WHL22.18680.1.p1
OG0001707	WHL22.18680.5.p1
OG0001707	WHL22.18706.0.p1
OG0001708	WHL22.322012.0.p1
OG0001708	WHL22.322012.1.p1
OG0001709	WHL22.652157.1.p1
OG0001710	WHL22.478806.0.p1
OG0001710	WHL22.478806.1.p1
OG0001711	WHL22.26687.0.p1
OG0001711	WHL22.26720.0.p1
OG0001712	WHL22.529372.0.p1
OG0001712	WHL22.529372.1.p1
OG0001712	WHL22.724447.0.p1
OG0001712	WHL22.724447.1.p1
OG0001712	WHL22.724447.3.p1
OG0001713	WHL22.360379.0.p1
OG0001713	WHL22.624240.0.p1
OG0001715	WHL22.280488.0.p1
OG0001716	WHL22.680252.0.p1
OG0001716	WHL22.733065.0.p1
OG0001716	WHL22.733065.1.p1
OG0001716	WHL22.733065.2.p1
OG0001716	WHL22.733065.3.p1
OG0001716	WHL22.733065.4.p1
OG0001717	WHL22.107057.0.p1
OG0001717	WHL22.368800.1.p1
OG0001718	WHL22.269386.0.p1
OG0001718	WHL22.482001.0.p1
OG0001718	WHL22.482005.0.p1
OG0001718	WHL22.482005.1.p1
OG0001718	WHL22.482005.2.p1
OG0001718	WHL22.482005.3.p1
OG0001719	WHL22.421641.0.p1
OG0001720	WHL22.167034.0.p1
OG0001720	WHL22.167034.1.p1
OG0001720	WHL22.167034.2.p1
OG0001720	WHL22.167034.3.p1
OG0001720	WHL22.242321.0.p1
OG0001721	WHL22.67750.0.p1
OG0001721	WHL22.750185.0.p1
OG0001722	WHL22.580191.1.p2
OG0001723	WHL22.306383.0.p1
OG0001723	WHL22.306383.1.p1
OG0001723	WHL22.605193.1.p1
OG0001724	WHL22.589379.0.p1
OG0001725	WHL22.143536.0.p1
OG0001726	WHL22.270849.1.p1
OG0001726	WHL22.270861.2.p1
OG0001726	WHL22.717306.0.p1
OG0001727	WHL22.351128.0.p1
OG0001727	WHL22.351128.1.p1
OG0001727	WHL22.351128.2.p1
OG0001728	WHL22.75724.0.p1
OG0001728	WHL22.85361.0.p1
OG0001729	WHL22.545085.0.p1
OG0001729	WHL22.96450.4.p1
OG0001729	WHL22.96450.4.p2
OG0001729	WHL22.96450.4.p3
OG0001730	WHL22.669828.0.p1
OG0001730	WHL22.669828.1.p1
OG0001730	WHL22.669828.2.p1
OG0001730	WHL22.669828.3.p1
OG0001731	WHL22.691932.0.p1
OG0001731	WHL22.691935.0.p1
OG0001732	WHL22.357809.0.p1
OG0001734	WHL22.287181.0.p1
OG0001734	WHL22.421470.0.p1
OG0001735	WHL22.323248.1.p1
OG0001737	WHL22.191170.0.p1
OG0001737	WHL22.191170.1.p1
OG0001738	WHL22.283863.0.p1
OG0001738	WHL22.580158.0.p1
OG0001738	WHL22.580164.0.p1
OG0001739	WHL22.273592.0.p1
OG0001739	WHL22.711246.0.p1
OG0001740	WHL22.383682.0.p1
OG0001740	WHL22.383682.1.p1
OG0001740	WHL22.383682.2.p1
OG0001741	WHL22.118337.0.p1
OG0001741	WHL22.118337.0.p2
OG0001741	WHL22.118337.1.p1
OG0001741	WHL22.118337.1.p2
OG0001741	WHL22.118337.2.p1
OG0001741	WHL22.118337.2.p2
OG0001741	WHL22.608249.0.p1
OG0001742	WHL22.263711.0.p1
OG0001742	WHL22.263711.1.p1
OG0001744	WHL22.123976.0.p1
OG0001744	WHL22.721040.0.p1
OG0001745	WHL22.72474.0.p1
OG0001746	WHL22.724566.0.p1
OG0001746	WHL22.724566.1.p1
OG0001747	WHL22.277049.0.p1
OG0001747	WHL22.277049.1.p1
OG0001747	WHL22.277049.2.p1
OG0001747	WHL22.277049.3.p1
OG0001747	WHL22.371276.0.p1
OG0001747	WHL22.371276.1.p1
OG0001748	WHL22.676794.1.p1
OG0001748	WHL22.676794.3.p1
OG0001749	WHL22.29639.0.p1
OG0001749	WHL22.565521.0.p1
OG0001750	WHL22.282891.0.p1
OG0001750	WHL22.282891.1.p1
OG0001750	WHL22.282891.2.p1
OG0001750	WHL22.282891.3.p1
OG0001750	WHL22.282891.4.p1
OG0001751	WHL22.715116.0.p1
OG0001752	WHL22.696897.0.p1
OG0001752	WHL22.696897.1.p1
OG0001753	WHL22.367833.0.p1
OG0001753	WHL22.367873.0.p1
OG0001753	WHL22.476216.0.p1
OG0001753	WHL22.498949.0.p1
OG0001753	WHL22.498952.0.p1
OG0001754	WHL22.532167.0.p1
OG0001754	WHL22.532167.1.p1
OG0001754	WHL22.532167.2.p1
OG0001756	WHL22.38.0.p1
OG0001780	WHL22.625306.0.p1
OG0001780	WHL22.625306.1.p1
OG0001780	WHL22.625306.3.p1
OG0001781	WHL22.148304.0.p1
OG0001781	WHL22.148304.1.p1
OG0001781	WHL22.148385.0.p1
OG0001781	WHL22.148385.1.p1
OG0001781	WHL22.148385.2.p1
OG0001786	WHL22.574015.0.p1
OG0001786	WHL22.574015.1.p1
OG0001787	WHL22.699712.0.p1
OG0001787	WHL22.699742.0.p1
OG0001787	WHL22.699742.1.p1
OG0001787	WHL22.699742.2.p1
OG0001788	WHL22.181380.0.p1
OG0001788	WHL22.181380.1.p1
OG0001788	WHL22.181380.2.p1
OG0001788	WHL22.647708.0.p2
OG0001788	WHL22.647708.11.p1
OG0001788	WHL22.647708.12.p1
OG0001789	WHL22.400386.0.p1
OG0001789	WHL22.400410.0.p1
OG0001789	WHL22.400410.1.p1
OG0001789	WHL22.661250.0.p1
OG0001789	WHL22.661250.1.p1
OG0001789	WHL22.749037.0.p1
OG0001789	WHL22.749037.1.p1
OG0001790	WHL22.514883.0.p1
OG0001790	WHL22.514883.1.p1
OG0001790	WHL22.514883.2.p1
OG0001791	WHL22.348338.0.p1
OG0001791	WHL22.450065.0.p1
OG0001792	WHL22.397686.0.p1
OG0001793	WHL22.378950.0.p1
OG0001793	WHL22.378950.1.p1
OG0001793	WHL22.379088.1.p1
OG0001793	WHL22.379088.3.p1
OG0001795	WHL22.662735.0.p1
OG0001795	WHL22.662735.1.p1
OG0001796	WHL22.185055.0.p1
OG0001796	WHL22.513327.1.p1
OG0001798	WHL22.192596.0.p1
OG0001799	WHL22.187344.0.p1
OG0001799	WHL22.195913.0.p1
OG0001799	WHL22.631952.0.p1
OG0001800	WHL22.424912.0.p1
OG0001800	WHL22.424912.1.p1
OG0001801	WHL22.723523.0.p1
OG0001802	WHL22.58677.0.p1
OG0001802	WHL22.58677.1.p1
OG0001803	WHL22.114714.0.p1
OG0001803	WHL22.114714.2.p1
OG0001803	WHL22.315305.0.p1
OG0001804	WHL22.71676.0.p1
OG0001804	WHL22.71676.1.p1
OG0001804	WHL22.71676.2.p1
OG0001805	WHL22.29482.0.p1
OG0001806	WHL22.178838.0.p1
OG0001806	WHL22.178841.0.p1
OG0001806	WHL22.400086.0.p1
OG0001808	WHL22.707128.0.p1
OG0001808	WHL22.707187.0.p1
OG0001808	WHL22.707187.1.p1
OG0001808	WHL22.707187.2.p1
OG0001808	WHL22.707187.3.p1
OG0001809	WHL22.541767.0.p1
OG0001809	WHL22.541767.1.p1
OG0001809	WHL22.722710.0.p1
OG0001810	WHL22.394524.0.p1
OG0001811	WHL22.312269.1.p1
OG0001811	WHL22.312269.3.p1
OG0001811	WHL22.312269.4.p1
OG0001811	WHL22.312269.5.p1
OG0001812	WHL22.60674.0.p1
OG0001812	WHL22.60674.1.p1
OG0001813	WHL22.192617.0.p1
OG0001814	WHL22.49262.0.p1
OG0001815	WHL22.169282.0.p1
OG0001815	WHL22.169282.2.p1
OG0001815	WHL22.169282.2.p2
OG0001815	WHL22.249500.0.p1
OG0001815	WHL22.265228.2.p1
OG0001815	WHL22.265243.0.p1
OG0001815	WHL22.265285.1.p1
OG0001816	WHL22.482419.0.p2
OG0001816	WHL22.482419.1.p1
OG0001817	WHL22.243261.1.p1
OG0001818	WHL22.388135.0.p1
OG0001818	WHL22.388135.1.p1
OG0001819	WHL22.670259.0.p1
OG0001819	WHL22.670259.1.p1
OG0001819	WHL22.754914.0.p1
OG0001820	WHL22.230575.0.p1
OG0001820	WHL22.230575.1.p1
OG0001820	WHL22.278563.0.p1
OG0001820	WHL22.278569.0.p1
OG0001820	WHL22.497032.0.p1
OG0001820	WHL22.497032.1.p1
OG0001820	WHL22.497035.0.p1
OG0001821	WHL22.373316.0.p1
OG0001821	WHL22.661486.0.p1
OG0001821	WHL22.661486.1.p1
OG0001821	WHL22.661486.2.p1
OG0001822	WHL22.280849.0.p1
OG0001822	WHL22.447813.0.p1
OG0001822	WHL22.553934.0.p1
OG0001823	WHL22.289148.0.p1
OG0001823	WHL22.289148.1.p1
OG0001824	WHL22.55479.0.p1
OG0001824	WHL22.91724.0.p1
OG0001824	WHL22.91726.1.p2
OG0001824	WHL22.91727.0.p1
OG0001825	WHL22.11441.0.p1
OG0001825	WHL22.11441.1.p1
OG0001826	WHL22.700787.0.p1
OG0001826	WHL22.719693.0.p2
OG0001827	WHL22.678769.0.p1
OG0001828	WHL22.569733.0.p1
OG0001829	WHL22.63623.0.p1
OG0001829	WHL22.63623.1.p1
OG0001829	WHL22.63623.2.p1
OG0001829	WHL22.734678.0.p2
OG0001829	WHL22.734678.1.p2
OG0001830	WHL22.346803.0.p1
OG0001830	WHL22.346803.1.p1
OG0001830	WHL22.532482.0.p1
OG0001831	WHL22.154262.0.p1
OG0001831	WHL22.154262.0.p2
OG0001831	WHL22.154262.1.p1
OG0001831	WHL22.154262.2.p1
OG0001831	WHL22.222044.0.p1
OG0001832	WHL22.472263.1.p1
OG0001833	WHL22.583962.0.p1
OG0001833	WHL22.583962.1.p1
OG0001834	WHL22.262165.1.p1
OG0001834	WHL22.262165.2.p1
OG0001834	WHL22.262165.3.p1
OG0001834	WHL22.367548.0.p1
OG0001835	WHL22.139838.0.p1
OG0001835	WHL22.487688.0.p1
OG0001836	WHL22.490402.0.p1
OG0001836	WHL22.500778.0.p1
OG0001836	WHL22.500778.2.p1
OG0001836	WHL22.501010.0.p1
OG0001836	WHL22.501010.1.p1
OG0001836	WHL22.501010.2.p1
OG0001837	WHL22.323244.0.p1
OG0001837	WHL22.323428.0.p1
OG0001838	WHL22.609148.0.p1
OG0001838	WHL22.609197.0.p2
OG0001839	WHL22.535289.0.p1
OG0001839	WHL22.535322.0.p1
OG0001839	WHL22.535322.1.p1
OG0001840	WHL22.29290.0.p1
OG0001842	WHL22.167662.0.p1
OG0001842	WHL22.527816.0.p1
OG0001843	WHL22.36603.2.p1
OG0001843	WHL22.36603.3.p1
OG0001843	WHL22.36617.0.p1
OG0001843	WHL22.457879.0.p1
OG0001843	WHL22.476701.0.p1
OG0001843	WHL22.529871.0.p1
OG0001843	WHL22.529874.0.p1
OG0001843	WHL22.755046.0.p1
OG0001843	WHL22.755046.1.p1
OG0001843	WHL22.755052.0.p1
OG0001844	WHL22.340170.0.p1
OG0001844	WHL22.340173.0.p1
OG0001844	WHL22.549292.0.p1
OG0001844	WHL22.549292.1.p1
OG0001845	WHL22.506110.0.p1
OG0001845	WHL22.506125.0.p1
OG0001845	WHL22.506131.0.p1
OG0001845	WHL22.506134.0.p2
OG0001846	WHL22.606573.0.p1
OG0001846	WHL22.606573.1.p1
OG0001846	WHL22.705031.0.p1
OG0001846	WHL22.705031.1.p1
OG0001847	WHL22.313465.0.p1
OG0001847	WHL22.764927.0.p1
OG0001847	WHL22.764927.1.p1
OG0001848	WHL22.485048.0.p1
OG0001848	WHL22.667636.0.p1
OG0001848	WHL22.667684.0.p1
OG0001848	WHL22.667684.1.p1
OG0001849	WHL22.658045.0.p1
OG0001850	WHL22.565073.0.p1
OG0001850	WHL22.565073.1.p1
OG0001851	WHL22.603311.0.p1
OG0001852	WHL22.626932.0.p1
OG0001852	WHL22.626932.1.p1
OG0001853	WHL22.647247.0.p1
OG0001854	WHL22.384058.0.p1
OG0001854	WHL22.384061.0.p1
OG0001854	WHL22.621516.0.p1
OG0001854	WHL22.621677.0.p1
OG0001855	WHL22.21719.0.p1
OG0001855	WHL22.405828.0.p1
OG0001855	WHL22.527983.0.p2
OG0001855	WHL22.733411.0.p2
OG0001856	WHL22.483297.0.p1
OG0001856	WHL22.483297.3.p1
OG0001856	WHL22.483313.0.p1
OG0001857	WHL22.698400.0.p1
OG0001858	WHL22.313779.0.p1
OG0001858	WHL22.313779.1.p1
OG0001859	WHL22.742069.0.p1
OG0001860	WHL22.122930.0.p1
OG0001860	WHL22.122930.1.p1
OG0001860	WHL22.245655.0.p1
OG0001860	WHL22.344787.0.p1
OG0001860	WHL22.418830.0.p1
OG0001860	WHL22.521400.0.p1
OG0001860	WHL22.573757.0.p1
OG0001860	WHL22.586193.0.p1
OG0001860	WHL22.586592.0.p1
OG0001860	WHL22.638935.0.p1
OG0001861	WHL22.701826.0.p1
OG0001861	WHL22.701826.1.p1
OG0001862	WHL22.170212.0.p1
OG0001862	WHL22.197958.1.p1
OG0001862	WHL22.197965.0.p1
OG0001862	WHL22.34325.0.p1
OG0001863	WHL22.580667.0.p1
OG0001864	WHL22.482211.0.p1
OG0001864	WHL22.482211.1.p1
OG0001864	WHL22.482211.2.p1
OG0001864	WHL22.482211.3.p1
OG0001864	WHL22.482211.5.p1
OG0001865	WHL22.290632.0.p1
OG0001866	WHL22.473367.0.p1
OG0001867	WHL22.127525.0.p1
OG0001867	WHL22.127525.0.p2
OG0001867	WHL22.127558.0.p1
OG0001868	WHL22.228769.1.p1
OG0001868	WHL22.228769.2.p1
OG0001868	WHL22.229133.0.p1
OG0001869	WHL22.544983.0.p1
OG0001869	WHL22.669745.0.p1
OG0001869	WHL22.679524.0.p1
OG0001869	WHL22.719115.0.p1
OG0001869	WHL22.719115.1.p1
OG0001873	WHL22.274858.1.p1
OG0001873	WHL22.274973.0.p1
OG0001874	WHL22.147471.0.p1
OG0001874	WHL22.578195.0.p1
OG0001874	WHL22.578195.1.p1
OG0001874	WHL22.578195.2.p1
OG0001874	WHL22.578195.3.p1
OG0001874	WHL22.610371.0.p1
OG0001874	WHL22.751821.0.p1
OG0001874	WHL22.751875.0.p1
OG0001877	WHL22.128637.0.p1
OG0001877	WHL22.45518.0.p1
OG0001877	WHL22.45518.1.p1
OG0001877	WHL22.45518.2.p1
OG0001877	WHL22.45518.3.p1
OG0001877	WHL22.45518.4.p1
OG0001877	WHL22.45518.5.p1
OG0001891	WHL22.613705.0.p1
OG0001891	WHL22.613705.1.p1
OG0001891	WHL22.613705.2.p1
OG0001891	WHL22.613705.3.p1
OG0001891	WHL22.613705.4.p1
OG0001892	WHL22.327756.0.p1
OG0001892	WHL22.327756.1.p1
OG0001892	WHL22.458203.0.p1
OG0001893	WHL22.517354.0.p1
OG0001893	WHL22.517354.0.p2
OG0001893	WHL22.517354.1.p1
OG0001893	WHL22.517354.1.p2
OG0001893	WHL22.517354.2.p1
OG0001893	WHL22.517354.2.p2
OG0001895	WHL22.318407.0.p1
OG0001895	WHL22.318410.0.p1
OG0001895	WHL22.365413.0.p1
OG0001895	WHL22.365515.2.p1
OG0001895	WHL22.365515.2.p2
OG0001896	WHL22.38058.0.p1
OG0001896	WHL22.38058.1.p1
OG0001896	WHL22.740205.0.p1
OG0001896	WHL22.740205.1.p1
OG0001898	WHL22.479754.0.p1
OG0001900	WHL22.277918.0.p1
OG0001900	WHL22.277918.1.p1
OG0001900	WHL22.277921.0.p1
OG0001901	WHL22.686165.0.p1
OG0001901	WHL22.686165.1.p1
OG0001901	WHL22.686165.2.p1
OG0001902	WHL22.226556.0.p1
OG0001903	WHL22.436220.0.p1
OG0001903	WHL22.436220.1.p1
OG0001903	WHL22.565155.0.p1
OG0001904	WHL22.171890.0.p1
OG0001904	WHL22.171890.1.p1
OG0001904	WHL22.171890.2.p1
OG0001904	WHL22.171905.0.p1
OG0001904	WHL22.171905.1.p1
OG0001904	WHL22.171908.0.p1
OG0001906	WHL22.449372.0.p1
OG0001906	WHL22.609130.0.p1
OG0001908	WHL22.246863.0.p1
OG0001908	WHL22.246866.0.p1
OG0001908	WHL22.751640.0.p1
OG0001908	WHL22.751652.0.p1
OG0001908	WHL22.751655.0.p1
OG0001909	WHL22.765838.0.p1
OG0001909	WHL22.765838.1.p1
OG0001913	WHL22.367879.1.p1
OG0001913	WHL22.387668.1.p1
OG0001913	WHL22.387738.0.p1
OG0001914	WHL22.206240.0.p1
OG0001914	WHL22.551518.0.p1
OG0001915	WHL22.107922.0.p1
OG0001915	WHL22.107922.1.p1
OG0001916	WHL22.687558.0.p1
OG0001918	WHL22.544273.0.p1
OG0001918	WHL22.544363.0.p1
OG0001918	WHL22.544363.1.p1
OG0001920	WHL22.668850.0.p1
OG0001921	WHL22.493076.0.p1
OG0001922	WHL22.290627.0.p1
OG0001923	WHL22.428559.0.p1
OG0001923	WHL22.739947.0.p1
OG0001924	WHL22.2945.0.p1
OG0001924	WHL22.2945.2.p1
OG0001924	WHL22.2945.3.p1
OG0001924	WHL22.476823.0.p2
OG0001925	WHL22.505380.0.p1
OG0001925	WHL22.626489.0.p1
OG0001926	WHL22.6354.0.p1
OG0001926	WHL22.6354.1.p1
OG0001927	WHL22.425096.0.p1
OG0001927	WHL22.425395.0.p1
OG0001928	WHL22.591708.0.p1
OG0001928	WHL22.591708.1.p1
OG0001929	WHL22.77633.1.p3
OG0001930	WHL22.236770.0.p1
OG0001930	WHL22.647689.1.p1
OG0001930	WHL22.647689.2.p1
OG0001930	WHL22.647689.3.p1
OG0001931	WHL22.312201.0.p1
OG0001931	WHL22.416200.0.p1
OG0001931	WHL22.512379.0.p1
OG0001932	WHL22.398111.0.p1
OG0001932	WHL22.398111.1.p1
OG0001932	WHL22.398111.2.p1
OG0001932	WHL22.398259.2.p1
OG0001933	WHL22.555424.0.p1
OG0001933	WHL22.555424.1.p1
OG0001933	WHL22.555430.0.p1
OG0001933	WHL22.555430.1.p1
OG0001933	WHL22.556042.0.p1
OG0001934	WHL22.603242.0.p1
OG0001934	WHL22.603242.1.p1
OG0001934	WHL22.603242.2.p1
OG0001935	WHL22.418617.0.p1
OG0001935	WHL22.418617.1.p1
OG0001935	WHL22.418617.2.p1
OG0001935	WHL22.418617.3.p1
OG0001936	WHL22.742083.0.p1
OG0001936	WHL22.742083.1.p1
OG0001936	WHL22.742083.2.p1
OG0001937	WHL22.537999.0.p1
OG0001937	WHL22.538005.0.p1
OG0001938	WHL22.590000.0.p1
OG0001938	WHL22.704043.0.p1
OG0001939	WHL22.648371.0.p1
OG0001939	WHL22.720462.0.p1
OG0001940	WHL22.157821.0.p1
OG0001940	WHL22.157821.1.p1
OG0001941	WHL22.254030.0.p1
OG0001942	WHL22.440588.1.p1
OG0001942	WHL22.440588.2.p1
OG0001942	WHL22.440588.3.p1
OG0001943	WHL22.152294.0.p1
OG0001943	WHL22.152315.1.p1
OG0001943	WHL22.756341.0.p1
OG0001943	WHL22.756341.1.p1
OG0001943	WHL22.92256.0.p1
OG0001944	WHL22.194056.0.p1
OG0001944	WHL22.194062.0.p1
OG0001944	WHL22.194062.1.p1
OG0001944	WHL22.194062.2.p1
OG0001945	WHL22.223871.0.p1
OG0001945	WHL22.223871.1.p1
OG0001945	WHL22.223871.3.p1
OG0001947	WHL22.313858.0.p1
OG0001948	WHL22.446251.0.p1
OG0001948	WHL22.543280.0.p1
OG0001948	WHL22.770230.1.p1
OG0001948	WHL22.770230.2.p1
OG0001948	WHL22.770230.3.p1
OG0001948	WHL22.770230.4.p1
OG0001948	WHL22.770230.4.p2
OG0001948	WHL22.770230.5.p1
OG0001948	WHL22.770230.6.p1
OG0001948	WHL22.770233.0.p1
OG0001949	WHL22.114264.0.p1
OG0001949	WHL22.227200.0.p1
OG0001949	WHL22.356655.0.p1
OG0001949	WHL22.592635.1.p2
OG0001949	WHL22.695070.0.p1
OG0001950	WHL22.391233.0.p1
OG0001951	WHL22.413302.0.p1
OG0001951	WHL22.413308.0.p1
OG0001952	WHL22.248803.0.p1
OG0001952	WHL22.248803.1.p1
OG0001952	WHL22.248803.4.p1
OG0001954	WHL22.63621.0.p1
OG0001954	WHL22.63642.0.p1
OG0001954	WHL22.63642.1.p1
OG0001955	WHL22.453561.1.p1
