Orthogroup	PT_TRX
OG0000748	PT_v1_tr_04628.p1
OG0000748	PT_v1_tr_05737.p1
OG0000748	PT_v1_tr_05738.p1
OG0000758	PT_v1_tr_00135.p1
OG0000758	PT_v1_tr_03671.p1
OG0000758	PT_v1_tr_06967.p1
OG0000759	PT_v1_tr_06729.p1
OG0000759	PT_v1_tr_07625.p1
OG0000762	PT_v1_tr_00345.p1
OG0000762	PT_v1_tr_01430.p1
OG0000762	PT_v1_tr_01597.p2
OG0000762	PT_v1_tr_04231.p1
OG0000762	PT_v1_tr_04232.p1
OG0000762	PT_v1_tr_05042.p1
OG0000762	PT_v1_tr_08585.p1
OG0000762	PT_v1_tr_10213.p1
OG0000766	PT_v1_tr_00157.p1
OG0000766	PT_v1_tr_03913.p1
OG0000766	PT_v1_tr_08814.p1
OG0000766	PT_v1_tr_10103.p1
OG0000769	PT_v1_tr_03580.p1
OG0000769	PT_v1_tr_10245.p1
OG0000770	PT_v1_tr_09677.p1
OG0000773	PT_v1_tr_05033.p1
OG0000773	PT_v1_tr_06482.p1
OG0000776	PT_v1_tr_02918.p1
OG0000776	PT_v1_tr_07655.p1
OG0000777	PT_v1_tr_01411.p1
OG0000777	PT_v1_tr_02467.p1
OG0000777	PT_v1_tr_08865.p1
OG0000778	PT_v1_tr_04069.p1
OG0000779	PT_v1_tr_00684.p1
OG0000779	PT_v1_tr_04348.p1
OG0000779	PT_v1_tr_04943.p1
OG0000779	PT_v1_tr_08721.p1
OG0000783	PT_v1_tr_01854.p1
OG0000783	PT_v1_tr_07064.p1
OG0000783	PT_v1_tr_10516.p1
OG0000787	PT_v1_tr_00099.p1
OG0000787	PT_v1_tr_00100.p1
OG0000787	PT_v1_tr_01269.p1
OG0000787	PT_v1_tr_01269.p3
OG0000788	PT_v1_tr_05173.p1
OG0000788	PT_v1_tr_08864.p1
OG0000788	PT_v1_tr_09610.p1
OG0000790	PT_v1_tr_03358.p1
OG0000790	PT_v1_tr_06962.p1
OG0000790	PT_v1_tr_06963.p1
OG0000790	PT_v1_tr_06992.p1
OG0000790	PT_v1_tr_06996.p1
OG0000792	PT_v1_tr_04488.p1
OG0000792	PT_v1_tr_04489.p1
OG0000792	PT_v1_tr_05521.p1
OG0000792	PT_v1_tr_05934.p1
OG0000792	PT_v1_tr_08683.p1
OG0000794	PT_v1_tr_09810.p1
OG0000795	PT_v1_tr_02152.p1
OG0000795	PT_v1_tr_06480.p1
OG0000795	PT_v1_tr_07170.p1
OG0000797	PT_v1_tr_01549.p2
OG0000797	PT_v1_tr_09092.p1
OG0000799	PT_v1_tr_10286.p1
OG0000800	PT_v1_tr_03678.p1
OG0000800	PT_v1_tr_04766.p1
OG0000800	PT_v1_tr_05601.p1
OG0000800	PT_v1_tr_06187.p1
OG0000808	PT_v1_tr_10798.p1
OG0000808	PT_v1_tr_10799.p1
OG0000809	PT_v1_tr_07628.p1
OG0000810	PT_v1_tr_02092.p1
OG0000810	PT_v1_tr_06144.p1
OG0000810	PT_v1_tr_07136.p1
OG0000810	PT_v1_tr_07274.p1
OG0000810	PT_v1_tr_08396.p1
OG0000810	PT_v1_tr_09898.p1
OG0000811	PT_v1_tr_04331.p1
OG0000811	PT_v1_tr_06947.p1
OG0000811	PT_v1_tr_10051.p1
OG0000813	PT_v1_tr_02280.p1
OG0000814	PT_v1_tr_00274.p1
OG0000815	PT_v1_tr_03556.p1
OG0000817	PT_v1_tr_04442.p1
OG0000817	PT_v1_tr_06318.p1
OG0000818	PT_v1_tr_07661.p1
OG0000818	PT_v1_tr_08911.p1
OG0000819	PT_v1_tr_00326.p1
OG0000820	PT_v1_tr_07363.p1
OG0000820	PT_v1_tr_08334.p1
OG0000820	PT_v1_tr_09701.p1
OG0000821	PT_v1_tr_04671.p1
OG0000822	PT_v1_tr_05734.p1
OG0000822	PT_v1_tr_08147.p1
OG0000822	PT_v1_tr_10374.p1
OG0000822	PT_v1_tr_10407.p1
OG0000822	PT_v1_tr_10814.p1
OG0000823	PT_v1_tr_02764.p1
OG0000823	PT_v1_tr_08299.p1
OG0000824	PT_v1_tr_00257.p1
OG0000824	PT_v1_tr_06489.p1
OG0000826	PT_v1_tr_03848.p1
OG0000826	PT_v1_tr_05141.p1
OG0000833	PT_v1_tr_04029.p1
OG0000834	PT_v1_tr_01386.p1
OG0000834	PT_v1_tr_04509.p1
OG0000834	PT_v1_tr_09493.p1
OG0000836	PT_v1_tr_07323.p1
OG0000837	PT_v1_tr_02656.p1
OG0000838	PT_v1_tr_05978.p1
OG0000838	PT_v1_tr_07480.p1
OG0000838	PT_v1_tr_09966.p1
OG0000839	PT_v1_tr_02890.p1
OG0000839	PT_v1_tr_10761.p1
OG0000843	PT_v1_tr_00813.p1
OG0000843	PT_v1_tr_00814.p1
OG0000843	PT_v1_tr_05030.p1
OG0000844	PT_v1_tr_01073.p1
OG0000844	PT_v1_tr_02150.p1
OG0000845	PT_v1_tr_00726.p1
OG0000845	PT_v1_tr_06782.p1
OG0000846	PT_v1_tr_08071.p1
OG0000848	PT_v1_tr_05071.p1
OG0000848	PT_v1_tr_05460.p1
OG0000848	PT_v1_tr_07360.p1
OG0000848	PT_v1_tr_09795.p1
OG0000849	PT_v1_tr_06791.p1
OG0000849	PT_v1_tr_06920.p1
OG0000849	PT_v1_tr_07384.p1
OG0000849	PT_v1_tr_09380.p1
OG0000850	PT_v1_tr_00047.p1
OG0000850	PT_v1_tr_01518.p1
OG0000851	PT_v1_tr_00855.p1
OG0000851	PT_v1_tr_07090.p1
OG0000851	PT_v1_tr_10122.p1
OG0000853	PT_v1_tr_06957.p1
OG0000855	PT_v1_tr_00054.p2
OG0000855	PT_v1_tr_05264.p1
OG0000855	PT_v1_tr_09721.p1
OG0000857	PT_v1_tr_08709.p1
OG0000861	PT_v1_tr_05355.p1
OG0000861	PT_v1_tr_06164.p1
OG0000861	PT_v1_tr_08490.p1
OG0000861	PT_v1_tr_10741.p1
OG0000862	PT_v1_tr_03437.p1
OG0000864	PT_v1_tr_02203.p1
OG0000864	PT_v1_tr_03446.p1
OG0000865	PT_v1_tr_06525.p1
OG0000866	PT_v1_tr_06633.p1
OG0000866	PT_v1_tr_10502.p1
OG0000867	PT_v1_tr_09761.p1
OG0000867	PT_v1_tr_09762.p1
OG0000868	PT_v1_tr_08849.p1
OG0000869	PT_v1_tr_07148.p1
OG0000876	PT_v1_tr_06288.p1
OG0000876	PT_v1_tr_06510.p1
OG0000880	PT_v1_tr_03142.p1
OG0000880	PT_v1_tr_07935.p1
OG0000881	PT_v1_tr_03281.p1
OG0000881	PT_v1_tr_05287.p1
OG0000881	PT_v1_tr_05288.p1
OG0000881	PT_v1_tr_06917.p1
OG0000882	PT_v1_tr_09623.p1
OG0000884	PT_v1_tr_03533.p1
OG0000886	PT_v1_tr_00400.p1
OG0000887	PT_v1_tr_05515.p1
OG0000888	PT_v1_tr_02041.p1
OG0000890	PT_v1_tr_01607.p1
OG0000891	PT_v1_tr_07610.p1
OG0000893	PT_v1_tr_00111.p1
OG0000894	PT_v1_tr_07511.p1
OG0000895	PT_v1_tr_04493.p1
OG0000895	PT_v1_tr_06573.p1
OG0000896	PT_v1_tr_03366.p1
OG0000896	PT_v1_tr_07147.p1
OG0000899	PT_v1_tr_03221.p1
OG0000899	PT_v1_tr_03222.p1
OG0000901	PT_v1_tr_07196.p1
OG0000902	PT_v1_tr_04436.p1
OG0000902	PT_v1_tr_04437.p1
OG0000903	PT_v1_tr_01167.p1
OG0000903	PT_v1_tr_09203.p1
OG0000914	PT_v1_tr_02117.p1
OG0000915	PT_v1_tr_00920.p1
OG0000916	PT_v1_tr_02959.p1
OG0000918	PT_v1_tr_01791.p1
OG0000918	PT_v1_tr_04092.p1
OG0000919	PT_v1_tr_04681.p1
OG0000920	PT_v1_tr_01373.p1
OG0000920	PT_v1_tr_01374.p1
OG0000920	PT_v1_tr_09284.p1
OG0000921	PT_v1_tr_03029.p1
OG0000922	PT_v1_tr_07417.p1
OG0000922	PT_v1_tr_09866.p1
OG0000922	PT_v1_tr_10368.p1
OG0000923	PT_v1_tr_10519.p1
OG0000924	PT_v1_tr_10472.p1
OG0000925	PT_v1_tr_01242.p1
OG0000925	PT_v1_tr_02847.p1
OG0000925	PT_v1_tr_02860.p2
OG0000925	PT_v1_tr_04779.p1
OG0000925	PT_v1_tr_08723.p1
OG0000925	PT_v1_tr_10743.p1
OG0000927	PT_v1_tr_01612.p1
OG0000927	PT_v1_tr_02288.p1
OG0000927	PT_v1_tr_04860.p1
OG0000927	PT_v1_tr_08103.p1
OG0000927	PT_v1_tr_09491.p1
OG0000927	PT_v1_tr_09646.p1
OG0000927	PT_v1_tr_09647.p1
OG0000928	PT_v1_tr_06360.p1
OG0000929	PT_v1_tr_02326.p1
OG0000929	PT_v1_tr_08417.p1
OG0000930	PT_v1_tr_05820.p1
OG0000930	PT_v1_tr_09744.p2
OG0000930	PT_v1_tr_10109.p1
OG0000931	PT_v1_tr_00913.p1
OG0000931	PT_v1_tr_03272.p1
OG0000931	PT_v1_tr_04169.p1
OG0000931	PT_v1_tr_06760.p1
OG0000932	PT_v1_tr_08667.p1
OG0000932	PT_v1_tr_08668.p1
OG0000933	PT_v1_tr_01636.p1
OG0000933	PT_v1_tr_05225.p1
OG0000934	PT_v1_tr_06527.p1
OG0000934	PT_v1_tr_06915.p1
OG0000935	PT_v1_tr_03454.p1
OG0000937	PT_v1_tr_04448.p1
OG0000937	PT_v1_tr_07549.p1
OG0000939	PT_v1_tr_05015.p1
OG0000939	PT_v1_tr_10174.p1
OG0000940	PT_v1_tr_06821.p1
OG0000941	PT_v1_tr_01954.p1
OG0000941	PT_v1_tr_04261.p1
OG0000943	PT_v1_tr_02308.p1
OG0000944	PT_v1_tr_03654.p1
OG0000944	PT_v1_tr_05014.p1
OG0000944	PT_v1_tr_09135.p1
OG0000945	PT_v1_tr_04392.p1
OG0000946	PT_v1_tr_03190.p1
OG0000946	PT_v1_tr_03868.p1
OG0000948	PT_v1_tr_06711.p1
OG0000948	PT_v1_tr_09051.p1
OG0000948	PT_v1_tr_09052.p1
OG0000949	PT_v1_tr_06334.p1
OG0000950	PT_v1_tr_01965.p1
OG0000951	PT_v1_tr_03077.p1
OG0000952	PT_v1_tr_04858.p1
OG0000952	PT_v1_tr_07145.p1
OG0000952	PT_v1_tr_07146.p1
OG0000954	PT_v1_tr_03870.p1
OG0000958	PT_v1_tr_07767.p1
OG0000958	PT_v1_tr_08019.p1
OG0000958	PT_v1_tr_10412.p1
OG0000963	PT_v1_tr_09458.p1
OG0000964	PT_v1_tr_03316.p1
OG0000965	PT_v1_tr_05259.p1
OG0000970	PT_v1_tr_00553.p1
OG0000973	PT_v1_tr_08353.p1
OG0000973	PT_v1_tr_08522.p1
OG0000974	PT_v1_tr_08056.p1
OG0000974	PT_v1_tr_10007.p1
OG0000975	PT_v1_tr_00185.p1
OG0000975	PT_v1_tr_03585.p1
OG0000975	PT_v1_tr_03586.p1
OG0000975	PT_v1_tr_06938.p1
OG0000977	PT_v1_tr_09612.p1
OG0000978	PT_v1_tr_07430.p1
OG0000978	PT_v1_tr_07432.p1
OG0000979	PT_v1_tr_03212.p1
OG0000981	PT_v1_tr_02217.p1
OG0000982	PT_v1_tr_01381.p1
OG0000982	PT_v1_tr_03331.p1
OG0000982	PT_v1_tr_06908.p1
OG0000982	PT_v1_tr_07494.p1
OG0000983	PT_v1_tr_03202.p1
OG0000984	PT_v1_tr_09287.p1
OG0000985	PT_v1_tr_06570.p1
OG0000985	PT_v1_tr_08040.p1
OG0000985	PT_v1_tr_08041.p1
OG0000986	PT_v1_tr_01222.p1
OG0000986	PT_v1_tr_01224.p1
OG0000986	PT_v1_tr_09437.p1
OG0000987	PT_v1_tr_05504.p1
OG0000987	PT_v1_tr_08538.p1
OG0000988	PT_v1_tr_06531.p1
OG0000990	PT_v1_tr_02372.p1
OG0000990	PT_v1_tr_07489.p1
OG0000990	PT_v1_tr_07956.p1
OG0000990	PT_v1_tr_08018.p1
OG0000991	PT_v1_tr_05900.p1
OG0000991	PT_v1_tr_05901.p1
OG0000991	PT_v1_tr_05905.p1
OG0000993	PT_v1_tr_09131.p1
OG0000994	PT_v1_tr_09595.p1
OG0000994	PT_v1_tr_09596.p1
OG0000995	PT_v1_tr_09930.p1
OG0000995	PT_v1_tr_10260.p1
OG0000996	PT_v1_tr_01191.p1
OG0000996	PT_v1_tr_07357.p1
OG0000997	PT_v1_tr_02397.p1
OG0000997	PT_v1_tr_09467.p1
OG0000998	PT_v1_tr_05866.p1
OG0000998	PT_v1_tr_09011.p1
OG0000999	PT_v1_tr_00912.p1
OG0000999	PT_v1_tr_04292.p1
OG0001004	PT_v1_tr_00556.p1
OG0001004	PT_v1_tr_02614.p1
OG0001016	PT_v1_tr_00312.p1
OG0001016	PT_v1_tr_00313.p1
OG0001016	PT_v1_tr_01774.p1
OG0001016	PT_v1_tr_05165.p1
OG0001018	PT_v1_tr_00869.p1
OG0001019	PT_v1_tr_03073.p1
OG0001020	PT_v1_tr_01339.p1
OG0001020	PT_v1_tr_02301.p1
OG0001020	PT_v1_tr_02833.p1
OG0001020	PT_v1_tr_10017.p1
OG0001021	PT_v1_tr_01338.p1
OG0001021	PT_v1_tr_02110.p1
OG0001022	PT_v1_tr_03311.p1
OG0001023	PT_v1_tr_00199.p1
OG0001023	PT_v1_tr_00200.p1
OG0001023	PT_v1_tr_03643.p1
OG0001024	PT_v1_tr_03706.p1
OG0001024	PT_v1_tr_10608.p1
OG0001025	PT_v1_tr_03374.p1
OG0001025	PT_v1_tr_08406.p1
OG0001026	PT_v1_tr_06863.p1
OG0001028	PT_v1_tr_06425.p1
OG0001028	PT_v1_tr_07600.p1
OG0001028	PT_v1_tr_10639.p1
OG0001029	PT_v1_tr_03922.p1
OG0001030	PT_v1_tr_03261.p1
OG0001032	PT_v1_tr_02708.p1
OG0001032	PT_v1_tr_09504.p1
OG0001032	PT_v1_tr_09505.p1
OG0001034	PT_v1_tr_06856.p1
OG0001036	PT_v1_tr_09594.p1
OG0001037	PT_v1_tr_00409.p1
OG0001037	PT_v1_tr_07716.p1
OG0001038	PT_v1_tr_05406.p1
OG0001039	PT_v1_tr_00900.p1
OG0001039	PT_v1_tr_04740.p1
OG0001041	PT_v1_tr_04017.p1
OG0001042	PT_v1_tr_00692.p1
OG0001042	PT_v1_tr_04534.p1
OG0001042	PT_v1_tr_06503.p1
OG0001042	PT_v1_tr_07614.p1
OG0001042	PT_v1_tr_07615.p1
OG0001042	PT_v1_tr_07616.p1
OG0001042	PT_v1_tr_10238.p1
OG0001044	PT_v1_tr_02076.p1
OG0001044	PT_v1_tr_10636.p1
OG0001047	PT_v1_tr_00424.p1
OG0001048	PT_v1_tr_09036.p1
OG0001049	PT_v1_tr_01162.p1
OG0001049	PT_v1_tr_02239.p1
OG0001049	PT_v1_tr_02590.p2
OG0001049	PT_v1_tr_05035.p1
OG0001054	PT_v1_tr_01055.p1
OG0001054	PT_v1_tr_05922.p1
OG0001055	PT_v1_tr_04025.p1
OG0001055	PT_v1_tr_04026.p1
OG0001055	PT_v1_tr_09057.p1
OG0001056	PT_v1_tr_08497.p1
OG0001061	PT_v1_tr_01099.p1
OG0001061	PT_v1_tr_01788.p1
OG0001061	PT_v1_tr_02001.p1
OG0001063	PT_v1_tr_04584.p1
OG0001068	PT_v1_tr_00885.p1
OG0001068	PT_v1_tr_08863.p1
OG0001068	PT_v1_tr_09791.p1
OG0001069	PT_v1_tr_07422.p1
OG0001069	PT_v1_tr_07632.p1
OG0001070	PT_v1_tr_05832.p1
OG0001070	PT_v1_tr_05833.p1
OG0001070	PT_v1_tr_05834.p1
OG0001070	PT_v1_tr_05835.p1
OG0001070	PT_v1_tr_05836.p1
OG0001070	PT_v1_tr_05837.p1
OG0001070	PT_v1_tr_05839.p1
OG0001070	PT_v1_tr_09814.p1
OG0001071	PT_v1_tr_05824.p1
OG0001071	PT_v1_tr_09118.p1
OG0001072	PT_v1_tr_01753.p1
OG0001072	PT_v1_tr_01754.p1
OG0001072	PT_v1_tr_01755.p1
OG0001072	PT_v1_tr_08315.p1
OG0001072	PT_v1_tr_08316.p1
OG0001072	PT_v1_tr_10004.p1
OG0001073	PT_v1_tr_02776.p1
OG0001073	PT_v1_tr_05388.p1
OG0001073	PT_v1_tr_05389.p1
OG0001073	PT_v1_tr_06347.p1
OG0001074	PT_v1_tr_00453.p1
OG0001075	PT_v1_tr_02023.p1
OG0001075	PT_v1_tr_08314.p1
OG0001076	PT_v1_tr_02525.p1
OG0001076	PT_v1_tr_08206.p1
OG0001076	PT_v1_tr_08207.p1
OG0001077	PT_v1_tr_04783.p1
OG0001080	PT_v1_tr_00137.p1
OG0001081	PT_v1_tr_09024.p1
OG0001081	PT_v1_tr_09928.p1
OG0001082	PT_v1_tr_01031.p1
OG0001082	PT_v1_tr_02455.p1
OG0001082	PT_v1_tr_05996.p1
OG0001082	PT_v1_tr_09486.p1
OG0001082	PT_v1_tr_09558.p1
OG0001084	PT_v1_tr_02169.p1
OG0001084	PT_v1_tr_02170.p1
OG0001085	PT_v1_tr_00187.p1
OG0001085	PT_v1_tr_00561.p1
OG0001085	PT_v1_tr_01171.p1
OG0001085	PT_v1_tr_05799.p1
OG0001092	PT_v1_tr_01348.p1
OG0001094	PT_v1_tr_05133.p1
OG0001094	PT_v1_tr_10263.p1
OG0001096	PT_v1_tr_06359.p1
OG0001096	PT_v1_tr_07809.p1
OG0001097	PT_v1_tr_04193.p1
OG0001097	PT_v1_tr_07677.p1
OG0001097	PT_v1_tr_07678.p1
OG0001098	PT_v1_tr_01311.p1
OG0001098	PT_v1_tr_02324.p1
OG0001098	PT_v1_tr_06698.p1
OG0001098	PT_v1_tr_08139.p1
OG0001099	PT_v1_tr_00350.p1
OG0001099	PT_v1_tr_04657.p1
OG0001100	PT_v1_tr_02857.p1
OG0001101	PT_v1_tr_03770.p1
OG0001103	PT_v1_tr_10076.p1
OG0001105	PT_v1_tr_06439.p1
OG0001106	PT_v1_tr_02428.p1
OG0001108	PT_v1_tr_02357.p1
OG0001108	PT_v1_tr_02504.p1
OG0001108	PT_v1_tr_05853.p1
OG0001108	PT_v1_tr_09924.p1
OG0001111	PT_v1_tr_03832.p1
OG0001111	PT_v1_tr_07088.p1
OG0001112	PT_v1_tr_01218.p1
OG0001112	PT_v1_tr_03716.p1
OG0001113	PT_v1_tr_06135.p1
OG0001113	PT_v1_tr_09592.p1
OG0001114	PT_v1_tr_00588.p1
OG0001115	PT_v1_tr_00203.p1
OG0001115	PT_v1_tr_00204.p1
OG0001115	PT_v1_tr_00654.p1
OG0001115	PT_v1_tr_07224.p1
OG0001115	PT_v1_tr_07225.p1
OG0001116	PT_v1_tr_04635.p1
OG0001116	PT_v1_tr_06685.p1
OG0001117	PT_v1_tr_00787.p1
OG0001118	PT_v1_tr_06148.p1
OG0001118	PT_v1_tr_06342.p1
OG0001119	PT_v1_tr_03766.p1
OG0001121	PT_v1_tr_00520.p1
OG0001121	PT_v1_tr_00910.p1
OG0001121	PT_v1_tr_02307.p1
OG0001121	PT_v1_tr_06269.p1
OG0001121	PT_v1_tr_07163.p1
OG0001121	PT_v1_tr_09522.p1
OG0001122	PT_v1_tr_05692.p1
OG0001122	PT_v1_tr_10513.p1
OG0001123	PT_v1_tr_00807.p1
OG0001124	PT_v1_tr_07537.p1
OG0001125	PT_v1_tr_06605.p1
OG0001129	PT_v1_tr_00852.p1
OG0001129	PT_v1_tr_03368.p1
OG0001135	PT_v1_tr_00764.p1
OG0001137	PT_v1_tr_05088.p1
OG0001137	PT_v1_tr_10521.p1
OG0001137	PT_v1_tr_10522.p1
OG0001140	PT_v1_tr_08869.p1
OG0001141	PT_v1_tr_00450.p1
OG0001141	PT_v1_tr_00451.p1
OG0001142	PT_v1_tr_07885.p1
OG0001144	PT_v1_tr_05354.p1
OG0001144	PT_v1_tr_09343.p1
OG0001147	PT_v1_tr_04445.p1
OG0001148	PT_v1_tr_00845.p1
OG0001148	PT_v1_tr_04688.p1
OG0001150	PT_v1_tr_02338.p1
OG0001151	PT_v1_tr_02715.p1
OG0001151	PT_v1_tr_06805.p1
OG0001151	PT_v1_tr_08312.p1
OG0001156	PT_v1_tr_07748.p1
OG0001156	PT_v1_tr_09258.p1
OG0001157	PT_v1_tr_06171.p1
OG0001157	PT_v1_tr_10073.p1
OG0001158	PT_v1_tr_03429.p1
OG0001158	PT_v1_tr_08156.p1
OG0001158	PT_v1_tr_09619.p1
OG0001159	PT_v1_tr_07106.p1
OG0001159	PT_v1_tr_07107.p1
OG0001159	PT_v1_tr_10270.p1
OG0001160	PT_v1_tr_08991.p1
OG0001161	PT_v1_tr_00773.p1
OG0001161	PT_v1_tr_04794.p1
OG0001162	PT_v1_tr_00636.p2
OG0001162	PT_v1_tr_08049.p1
OG0001165	PT_v1_tr_02164.p1
OG0001166	PT_v1_tr_01733.p1
OG0001177	PT_v1_tr_01536.p1
OG0001181	PT_v1_tr_04999.p1
OG0001184	PT_v1_tr_00992.p1
OG0001184	PT_v1_tr_06610.p1
OG0001184	PT_v1_tr_06612.p1
OG0001184	PT_v1_tr_06613.p1
OG0001185	PT_v1_tr_03691.p1
OG0001188	PT_v1_tr_04714.p1
OG0001188	PT_v1_tr_07001.p1
OG0001189	PT_v1_tr_01318.p1
OG0001192	PT_v1_tr_04966.p1
OG0001192	PT_v1_tr_07014.p1
OG0001193	PT_v1_tr_02940.p1
OG0001193	PT_v1_tr_09298.p1
OG0001194	PT_v1_tr_07547.p1
OG0001195	PT_v1_tr_10044.p1
OG0001196	PT_v1_tr_03223.p1
OG0001196	PT_v1_tr_09984.p1
OG0001201	PT_v1_tr_02329.p1
OG0001202	PT_v1_tr_00716.p1
OG0001202	PT_v1_tr_03789.p1
OG0001202	PT_v1_tr_06211.p1
OG0001203	PT_v1_tr_03445.p1
OG0001203	PT_v1_tr_05178.p1
OG0001205	PT_v1_tr_04059.p2
OG0001205	PT_v1_tr_06284.p1
OG0001206	PT_v1_tr_00701.p1
OG0001206	PT_v1_tr_07691.p1
OG0001207	PT_v1_tr_03938.p1
OG0001207	PT_v1_tr_08449.p1
OG0001208	PT_v1_tr_01554.p1
OG0001209	PT_v1_tr_00311.p1
OG0001210	PT_v1_tr_06692.p1
OG0001211	PT_v1_tr_05048.p1
OG0001211	PT_v1_tr_06960.p1
OG0001212	PT_v1_tr_07903.p1
OG0001213	PT_v1_tr_00958.p1
OG0001213	PT_v1_tr_03714.p1
OG0001214	PT_v1_tr_00747.p1
OG0001214	PT_v1_tr_03489.p1
OG0001214	PT_v1_tr_06779.p1
OG0001214	PT_v1_tr_10403.p1
OG0001216	PT_v1_tr_01722.p1
OG0001216	PT_v1_tr_08996.p1
OG0001218	PT_v1_tr_00843.p1
OG0001218	PT_v1_tr_02326.p3
OG0001218	PT_v1_tr_08417.p3
OG0001219	PT_v1_tr_07190.p1
OG0001219	PT_v1_tr_07324.p1
OG0001220	PT_v1_tr_00454.p2
OG0001220	PT_v1_tr_07109.p1
OG0001221	PT_v1_tr_01072.p1
OG0001222	PT_v1_tr_05359.p1
OG0001224	PT_v1_tr_07157.p1
OG0001225	PT_v1_tr_08945.p1
OG0001226	PT_v1_tr_07916.p1
OG0001230	PT_v1_tr_00543.p1
OG0001230	PT_v1_tr_01884.p1
OG0001238	PT_v1_tr_06788.p1
OG0001242	PT_v1_tr_05303.p1
OG0001242	PT_v1_tr_05502.p1
OG0001244	PT_v1_tr_01895.p1
OG0001244	PT_v1_tr_07613.p1
OG0001245	PT_v1_tr_01729.p1
OG0001245	PT_v1_tr_04062.p1
OG0001245	PT_v1_tr_04370.p1
OG0001247	PT_v1_tr_04708.p1
OG0001247	PT_v1_tr_09769.p1
OG0001248	PT_v1_tr_05416.p1
OG0001248	PT_v1_tr_05680.p1
OG0001248	PT_v1_tr_06949.p1
OG0001249	PT_v1_tr_01829.p1
OG0001249	PT_v1_tr_01830.p1
OG0001249	PT_v1_tr_01832.p1
OG0001249	PT_v1_tr_06109.p1
OG0001250	PT_v1_tr_06773.p1
OG0001255	PT_v1_tr_01007.p1
OG0001255	PT_v1_tr_04425.p1
OG0001256	PT_v1_tr_00957.p1
OG0001256	PT_v1_tr_04532.p1
OG0001259	PT_v1_tr_05907.p1
OG0001262	PT_v1_tr_05600.p1
OG0001262	PT_v1_tr_06500.p1
OG0001262	PT_v1_tr_08061.p1
OG0001263	PT_v1_tr_02592.p1
OG0001264	PT_v1_tr_00796.p1
OG0001266	PT_v1_tr_06616.p1
OG0001266	PT_v1_tr_09229.p1
OG0001266	PT_v1_tr_09641.p1
OG0001267	PT_v1_tr_08880.p1
OG0001267	PT_v1_tr_08881.p1
OG0001269	PT_v1_tr_00206.p1
OG0001270	PT_v1_tr_03097.p1
OG0001271	PT_v1_tr_10700.p1
OG0001272	PT_v1_tr_03878.p1
OG0001273	PT_v1_tr_10808.p1
OG0001275	PT_v1_tr_00494.p2
OG0001275	PT_v1_tr_06998.p2
OG0001275	PT_v1_tr_08001.p1
OG0001276	PT_v1_tr_05532.p1
OG0001277	PT_v1_tr_05220.p1
OG0001278	PT_v1_tr_08543.p1
OG0001281	PT_v1_tr_00972.p1
OG0001281	PT_v1_tr_00973.p1
OG0001281	PT_v1_tr_02243.p1
OG0001281	PT_v1_tr_02244.p1
OG0001281	PT_v1_tr_05168.p1
OG0001282	PT_v1_tr_10132.p1
OG0001282	PT_v1_tr_10837.p1
OG0001283	PT_v1_tr_01282.p1
OG0001285	PT_v1_tr_03356.p1
OG0001285	PT_v1_tr_09492.p1
OG0001286	PT_v1_tr_10350.p1
OG0001287	PT_v1_tr_07786.p1
OG0001289	PT_v1_tr_02468.p1
OG0001302	PT_v1_tr_06882.p1
OG0001304	PT_v1_tr_02219.p1
OG0001304	PT_v1_tr_02220.p1
OG0001304	PT_v1_tr_03944.p1
OG0001304	PT_v1_tr_05342.p1
OG0001309	PT_v1_tr_04621.p1
OG0001309	PT_v1_tr_04693.p1
OG0001310	PT_v1_tr_03522.p1
OG0001314	PT_v1_tr_10392.p1
OG0001314	PT_v1_tr_10790.p1
OG0001315	PT_v1_tr_00391.p1
OG0001315	PT_v1_tr_06873.p1
OG0001318	PT_v1_tr_04723.p1
OG0001318	PT_v1_tr_06387.p1
OG0001320	PT_v1_tr_06314.p1
OG0001321	PT_v1_tr_00959.p1
OG0001324	PT_v1_tr_00102.p1
OG0001324	PT_v1_tr_00687.p1
OG0001326	PT_v1_tr_04269.p1
OG0001326	PT_v1_tr_05053.p1
OG0001327	PT_v1_tr_01314.p1
OG0001328	PT_v1_tr_10726.p1
OG0001329	PT_v1_tr_04589.p1
OG0001329	PT_v1_tr_08587.p1
OG0001329	PT_v1_tr_09825.p1
OG0001331	PT_v1_tr_01070.p1
OG0001331	PT_v1_tr_05589.p1
OG0001332	PT_v1_tr_00919.p1
OG0001332	PT_v1_tr_05299.p1
OG0001333	PT_v1_tr_01267.p1
OG0001333	PT_v1_tr_01268.p1
OG0001334	PT_v1_tr_05000.p1
OG0001334	PT_v1_tr_08947.p1
OG0001334	PT_v1_tr_10242.p1
OG0001335	PT_v1_tr_03465.p1
OG0001335	PT_v1_tr_07995.p1
OG0001335	PT_v1_tr_08194.p2
OG0001336	PT_v1_tr_02730.p1
OG0001337	PT_v1_tr_07493.p1
OG0001337	PT_v1_tr_09427.p1
OG0001339	PT_v1_tr_07468.p1
OG0001340	PT_v1_tr_09883.p1
OG0001341	PT_v1_tr_01699.p1
OG0001341	PT_v1_tr_02567.p1
OG0001349	PT_v1_tr_02057.p1
OG0001360	PT_v1_tr_00273.p1
OG0001360	PT_v1_tr_07466.p1
OG0001365	PT_v1_tr_01509.p1
OG0001369	PT_v1_tr_06264.p1
