Orthogroup	DD_TRX
OG0001238	XP_635645.1
OG0001242	XP_629932.1
OG0001243	XP_635486.1
OG0001245	XP_629641.1
OG0001247	XP_639052.1
OG0001249	XP_637997.1
OG0001249	XP_638388.2
OG0001249	XP_642762.1
OG0001249	XP_647399.1
OG0001250	XP_642483.1
OG0001251	XP_635803.1
OG0001252	XP_636764.1
OG0001253	XP_640973.1
OG0001255	XP_637884.1
OG0001256	XP_647600.1
OG0001259	XP_640823.1
OG0001262	XP_642886.1
OG0001262	XP_646665.1
OG0001263	XP_643954.2
OG0001264	XP_640809.1
OG0001266	XP_643472.1
OG0001267	XP_646221.2
OG0001269	XP_629565.1
OG0001270	XP_001134468.1
OG0001270	XP_637635.1
OG0001270	XP_637636.1
OG0001270	XP_638036.1
OG0001270	XP_640820.1
OG0001270	XP_642558.1
OG0001270	XP_643902.1
OG0001270	XP_644027.1
OG0001270	XP_644158.1
OG0001270	XP_646892.1
OG0001271	XP_642815.1
OG0001274	XP_640187.1
OG0001275	XP_644913.1
OG0001276	XP_636528.1
OG0001276	XP_644535.1
OG0001276	XP_644715.1
OG0001277	XP_639978.1
OG0001278	XP_001134537.1
OG0001281	XP_641959.1
OG0001282	XP_644424.1
OG0001282	XP_644826.1
OG0001282	XP_646453.1
OG0001284	XP_635996.1
OG0001285	XP_639002.1
OG0001286	XP_637577.1
OG0001287	XP_640385.1
OG0001287	XP_642811.1
OG0001302	XP_629396.1
OG0001302	XP_638108.1
OG0001304	XP_644295.1
OG0001308	XP_636614.1
OG0001308	XP_645947.1
OG0001309	XP_640663.1
OG0001309	XP_643745.1
OG0001310	XP_645962.1
OG0001310	XP_645963.2
OG0001311	XP_635137.1
OG0001311	XP_636444.1
OG0001312	XP_638428.1
OG0001313	XP_640484.1
OG0001313	XP_640838.2
OG0001313	XP_641332.1
OG0001313	XP_646856.1
OG0001314	XP_636252.1
OG0001314	XP_642964.1
OG0001315	XP_641608.1
OG0001316	XP_628889.1
OG0001317	XP_636542.1
OG0001317	XP_637093.1
OG0001317	XP_637898.1
OG0001317	XP_647661.1
OG0001318	XP_629619.1
OG0001319	XP_637896.2
OG0001320	XP_641630.1
OG0001321	XP_640139.1
OG0001325	XP_635867.1
OG0001325	XP_637844.1
OG0001325	XP_640901.1
OG0001325	XP_641681.1
OG0001326	XP_637568.1
OG0001327	XP_635182.1
OG0001328	XP_629872.1
OG0001329	XP_638726.1
OG0001330	XP_644162.1
OG0001331	XP_641964.1
OG0001332	XP_645283.1
OG0001332	XP_645284.1
OG0001333	XP_628899.1
OG0001334	XP_637163.1
OG0001334	XP_640785.1
OG0001334	XP_641675.1
OG0001335	XP_641650.1
OG0001336	XP_636813.1
OG0001336	XP_637035.1
OG0001339	XP_635213.1
OG0001340	XP_645705.1
OG0001341	XP_636725.1
OG0001342	XP_001732992.1
OG0001342	XP_636762.1
OG0001342	XP_640024.1
OG0001342	XP_645895.1
OG0001342	XP_646653.1
OG0001342	XP_647019.1
OG0001360	XP_637730.1
OG0001363	XP_638483.1
OG0001365	XP_640405.1
OG0001366	XP_647531.1
OG0001368	XP_641573.1
OG0001369	XP_641825.2
OG0001370	XP_001134522.1
OG0001370	XP_647186.1
OG0001371	XP_629167.2
OG0001371	XP_647076.1
OG0001374	XP_643553.1
OG0001374	XP_644397.1
OG0001374	XP_645016.1
OG0001374	XP_645956.1
OG0001374	XP_647462.2
OG0001375	XP_002649088.2
OG0001376	XP_647188.1
OG0001377	XP_645553.1
OG0001378	XP_629684.1
OG0001379	XP_629905.1
OG0001379	XP_635823.1
OG0001379	XP_636830.2
OG0001379	XP_636981.1
OG0001379	XP_646194.1
OG0001380	XP_637795.1
OG0001380	XP_640337.1
OG0001384	XP_638844.1
OG0001385	XP_635127.1
OG0001385	XP_635501.1
OG0001385	XP_638941.1
OG0001386	XP_641898.1
OG0001387	XP_636334.1
OG0001389	XP_635568.1
OG0001390	XP_636020.1
OG0001392	XP_636501.2
OG0001392	XP_642469.1
OG0001393	XP_639331.1
OG0001394	XP_636560.1
OG0001394	XP_640679.1
OG0001395	XP_642118.1
OG0001396	XP_638382.1
OG0001398	XP_639119.1
OG0001400	XP_637815.1
OG0001402	XP_638671.1
OG0001403	XP_001732975.1
OG0001403	XP_635699.1
OG0001403	XP_643053.1
OG0001403	XP_643086.1
OG0001404	XP_638925.1
OG0001406	XP_637993.1
OG0001407	XP_641953.1
OG0001408	XP_002649166.1
OG0001409	XP_641417.1
OG0001409	XP_644519.1
OG0001409	XP_644731.1
OG0001410	XP_638845.1
OG0001411	XP_641035.1
OG0001413	XP_643567.1
OG0001414	XP_628967.1
OG0001417	XP_636797.1
OG0001418	XP_643404.1
OG0001419	XP_636760.1
OG0001419	XP_646081.1
OG0001434	XP_644376.2
OG0001434	XP_645037.2
OG0001437	XP_629955.1
OG0001437	XP_639212.1
OG0001437	XP_641766.1
OG0001437	XP_643487.1
OG0001437	XP_645181.1
OG0001438	XP_002649151.1
OG0001442	XP_644058.1
OG0001443	XP_638029.1
OG0001446	XP_640708.2
OG0001447	XP_642105.1
OG0001448	XP_635356.1
OG0001448	XP_645883.1
OG0001449	XP_645972.1
OG0001450	XP_643510.1
OG0001452	XP_646801.1
OG0001454	XP_635805.1
OG0001455	XP_641319.1
OG0001456	XP_629947.1
OG0001457	XP_643371.1
OG0001457	XP_643399.1
OG0001458	XP_644319.1
OG0001460	XP_638687.1
OG0001461	XP_636518.1
OG0001461	XP_642011.1
OG0001462	XP_647464.1
OG0001463	XP_640824.1
OG0001464	XP_636588.1
OG0001464	XP_645475.1
OG0001465	XP_638298.1
OG0001467	XP_642791.1
OG0001471	XP_640742.1
OG0001473	XP_640113.1
OG0001473	XP_640114.1
OG0001473	XP_640196.1
OG0001475	XP_636416.1
OG0001476	XP_629568.1
OG0001477	XP_643542.1
OG0001479	XP_635721.1
OG0001480	XP_641550.1
OG0001480	XP_646436.1
OG0001481	XP_642694.1
OG0001482	XP_640382.1
OG0001482	XP_641169.1
OG0001483	XP_638598.1
OG0001484	XP_643918.1
OG0001486	XP_646606.1
OG0001487	XP_641197.1
OG0001488	XP_645165.1
OG0001490	XP_640654.1
OG0001491	XP_001134596.1
OG0001501	XP_643624.1
OG0001503	XP_635444.1
OG0001504	XP_635110.1
OG0001506	XP_646857.1
OG0001507	XP_629472.1
OG0001509	XP_646546.1
OG0001510	XP_002649098.1
OG0001510	XP_635234.1
OG0001510	XP_636404.1
OG0001510	XP_638886.1
OG0001510	XP_640550.1
OG0001510	XP_640827.1
OG0001510	XP_640831.1
OG0001510	XP_640832.1
OG0001510	XP_641148.1
OG0001511	XP_647667.1
OG0001513	XP_645684.1
OG0001514	XP_629630.1
OG0001514	XP_647275.1
OG0001515	XP_628979.1
OG0001515	XP_629096.1
OG0001515	XP_645443.1
OG0001516	XP_628873.1
OG0001516	XP_629656.1
OG0001516	XP_635754.1
OG0001516	XP_637618.1
OG0001516	XP_637947.1
OG0001516	XP_639995.2
OG0001516	XP_640316.1
OG0001516	XP_642200.1
OG0001516	XP_642880.1
OG0001516	XP_643130.1
OG0001517	XP_636189.2
OG0001517	XP_636191.1
OG0001517	XP_637020.1
OG0001517	XP_637509.1
OG0001518	XP_635735.2
OG0001519	XP_645325.1
OG0001520	XP_641501.1
OG0001521	XP_641258.1
OG0001521	XP_641624.1
OG0001524	XP_637246.1
OG0001526	XP_639035.1
OG0001527	XP_636243.1
OG0001527	XP_636246.1
OG0001528	XP_629313.1
OG0001529	XP_629863.1
OG0001532	XP_643492.1
OG0001534	XP_641285.1
OG0001535	XP_629898.1
OG0001537	XP_644479.1
OG0001537	XP_644771.1
OG0001540	XP_002649139.1
OG0001540	XP_637234.1
OG0001541	XP_002649213.1
OG0001541	XP_640939.1
OG0001541	XP_642356.1
OG0001542	XP_629703.1
OG0001543	XP_647210.1
OG0001544	XP_638973.1
OG0001546	XP_636928.1
OG0001546	XP_642424.1
OG0001548	XP_645342.1
OG0001549	XP_642385.1
OG0001551	XP_001134542.1
OG0001552	XP_001134490.1
OG0001553	XP_643120.1
OG0001554	XP_642751.1
OG0001555	XP_642448.1
OG0001557	XP_001134578.1
OG0001558	XP_637739.1
OG0001559	XP_636430.1
OG0001560	XP_636646.1
OG0001561	XP_641577.1
OG0001561	XP_646488.1
OG0001564	XP_643888.1
OG0001565	XP_643914.1
OG0001566	XP_629599.1
OG0001567	XP_641984.1
OG0001569	XP_641014.1
OG0001570	XP_646766.1
OG0001572	XP_642201.2
OG0001572	XP_643057.1
OG0001573	XP_636754.1
OG0001573	XP_643701.1
OG0001574	XP_644124.1
OG0001576	XP_637302.1
OG0001577	XP_646565.1
OG0001578	XP_637002.1
OG0001578	XP_645381.1
OG0001583	XP_640445.1
OG0001606	XP_647452.1
OG0001607	XP_636577.1
OG0001608	XP_643183.1
OG0001610	XP_641267.1
OG0001611	XP_628996.1
OG0001613	NP_050078.1
OG0001614	XP_636493.1
OG0001614	XP_646106.1
OG0001615	XP_643926.1
OG0001616	XP_636840.1
OG0001617	XP_640915.1
OG0001619	XP_636778.1
OG0001620	XP_641787.1
OG0001621	XP_636934.1
OG0001622	XP_636445.5
OG0001623	XP_641537.1
OG0001624	XP_642382.1
OG0001625	XP_646056.1
OG0001626	XP_640943.1
OG0001628	XP_638376.1
OG0001629	XP_639136.1
OG0001631	XP_646121.1
OG0001633	XP_646424.1
OG0001635	XP_636927.1
OG0001636	XP_629603.2
OG0001637	XP_636709.1
OG0001638	XP_636677.1
OG0001638	XP_639306.1
OG0001638	XP_644354.1
OG0001638	XP_644355.1
OG0001638	XP_645059.1
OG0001638	XP_645060.1
OG0001639	XP_639950.1
OG0001639	XP_642704.1
OG0001640	XP_636526.1
OG0001641	XP_638105.1
OG0001644	XP_645636.1
OG0001646	XP_635282.1
OG0001647	XP_637725.1
OG0001650	XP_639109.1
OG0001652	XP_639113.1
OG0001653	XP_629539.1
OG0001653	XP_638870.2
OG0001654	XP_640466.1
OG0001654	XP_641782.1
OG0001655	XP_638710.1
OG0001655	XP_643164.1
OG0001655	XP_645941.1
OG0001658	XP_641788.1
OG0001659	XP_629009.1
OG0001660	XP_643023.1
OG0001662	XP_642025.1
OG0001663	XP_638523.1
OG0001663	XP_638782.1
OG0001663	XP_640699.1
OG0001664	XP_644350.2
OG0001664	XP_645064.1
OG0001665	XP_644360.1
OG0001665	XP_645054.1
OG0001666	XP_641768.1
OG0001678	XP_643274.1
OG0001679	XP_647819.1
OG0001680	XP_641986.1
OG0001681	XP_638300.1
OG0001681	XP_638394.1
OG0001684	XP_636339.1
OG0001686	XP_639276.1
OG0001691	XP_646455.1
OG0001692	XP_640578.4
OG0001694	XP_636078.1
OG0001694	XP_640754.1
OG0001694	XP_640869.1
OG0001694	XP_642165.1
OG0001695	XP_635207.1
OG0001696	XP_639044.1
OG0001696	XP_643912.1
OG0001698	XP_001134549.1
OG0001699	XP_641191.1
OG0001700	XP_638666.1
OG0001701	XP_636951.1
OG0001702	XP_629516.1
OG0001702	XP_635832.1
OG0001702	XP_641333.1
OG0001703	XP_644422.1
OG0001703	XP_644828.1
OG0001704	XP_647313.1
OG0001706	XP_636989.1
OG0001707	XP_637919.2
OG0001708	XP_639104.1
OG0001708	XP_646833.1
OG0001709	XP_644959.1
OG0001711	XP_636512.1
OG0001712	XP_637368.1
OG0001713	XP_002649113.1
OG0001713	XP_629073.2
OG0001715	XP_642568.1
OG0001716	XP_639947.1
OG0001717	XP_643514.1
OG0001718	XP_629637.1
OG0001719	XP_646863.1
OG0001720	XP_644034.1
OG0001721	XP_629890.2
OG0001721	XP_629891.1
OG0001721	XP_635228.1
OG0001721	XP_643450.1
OG0001722	XP_635999.1
OG0001723	XP_636095.1
OG0001723	XP_636355.1
OG0001727	XP_635198.2
OG0001728	XP_629613.1
OG0001729	XP_645468.1
OG0001730	XP_641922.1
OG0001731	XP_646581.1
OG0001732	XP_629938.1
OG0001734	XP_629459.1
OG0001734	XP_639040.1
OG0001735	XP_642310.1
OG0001737	XP_636574.1
OG0001738	XP_646764.1
OG0001740	XP_639163.1
OG0001740	XP_641846.1
OG0001741	XP_629351.1
OG0001742	XP_644368.1
OG0001742	XP_645046.1
OG0001745	XP_644047.2
OG0001746	XP_645104.1
OG0001747	XP_637594.1
OG0001748	XP_635846.1
OG0001749	XP_636180.1
OG0001750	XP_638686.1
OG0001751	XP_629994.1
OG0001751	XP_629995.1
OG0001751	XP_638794.1
OG0001752	XP_629963.1
OG0001753	XP_640539.1
OG0001754	XP_635209.1
OG0001756	XP_641432.2
OG0001780	XP_641655.1
OG0001781	XP_629008.1
OG0001786	XP_637352.1
OG0001787	XP_643772.1
OG0001789	XP_644619.1
OG0001789	XP_644631.2
OG0001790	XP_643178.1
OG0001791	XP_643885.1
OG0001793	XP_637195.1
OG0001795	XP_640668.1
OG0001796	XP_644091.1
OG0001798	XP_636839.1
OG0001799	XP_629626.1
OG0001800	XP_636438.1
OG0001800	XP_636521.1
OG0001800	XP_636522.1
OG0001801	XP_647138.1
OG0001802	XP_635841.1
OG0001803	XP_646894.2
OG0001804	XP_635193.1
OG0001806	XP_640798.1
OG0001808	XP_640632.1
OG0001809	XP_629950.1
OG0001810	XP_646613.1
OG0001811	XP_646352.1
OG0001815	XP_645841.1
OG0001819	XP_638014.1
OG0001820	XP_628749.1
OG0001824	XP_642223.1
OG0001825	XP_638954.1
OG0001826	XP_635774.1
OG0001827	XP_646222.1
OG0001828	XP_639985.1
OG0001829	XP_640047.1
OG0001830	XP_643363.1
OG0001831	XP_642321.1
OG0001832	XP_645666.1
OG0001833	XP_001134518.1
OG0001833	XP_636509.1
OG0001835	XP_643161.1
OG0001836	XP_646396.1
OG0001837	XP_639372.1
OG0001838	XP_635369.1
OG0001838	XP_640695.1
OG0001839	XP_637632.1
OG0001839	XP_643212.1
OG0001840	XP_641786.1
OG0001842	XP_637979.1
OG0001844	XP_645948.1
OG0001845	XP_644297.1
OG0001847	XP_638491.1
OG0001848	XP_646206.1
OG0001849	XP_637689.1
OG0001850	XP_640302.1
OG0001851	XP_637185.1
OG0001852	XP_645332.1
OG0001853	XP_646272.1
OG0001855	XP_643225.1
OG0001856	XP_638211.1
OG0001857	XP_638995.1
OG0001858	XP_637688.1
OG0001858	XP_640677.1
OG0001859	XP_647818.2
OG0001860	XP_641520.1
OG0001861	XP_637287.1
OG0001861	XP_640106.1
OG0001861	XP_646130.2
OG0001862	XP_640540.1
OG0001863	XP_637186.1
OG0001863	XP_645911.1
OG0001864	XP_641687.1
OG0001865	XP_640392.2
OG0001866	XP_629876.1
OG0001867	XP_641278.1
OG0001868	XP_647069.1
OG0001869	XP_637920.1
OG0001869	XP_643613.1
OG0001872	XP_646616.1
OG0001873	XP_636703.1
OG0001873	XP_640645.1
OG0001877	XP_637674.2
OG0001891	XP_642044.1
OG0001892	XP_629349.1
OG0001895	XP_638254.1
OG0001898	XP_637144.1
OG0001900	XP_639966.1
OG0001902	XP_635997.1
OG0001902	XP_643642.1
OG0001906	XP_643661.1
OG0001909	XP_637330.1
OG0001913	XP_644861.1
OG0001914	XP_641823.1
OG0001915	XP_629677.1
OG0001918	XP_639378.1
OG0001918	XP_641290.1
OG0001920	XP_643640.1
OG0001921	XP_629365.1
OG0001921	XP_640797.1
OG0001922	XP_629675.1
OG0001923	XP_642524.1
OG0001924	XP_638541.1
OG0001925	XP_646259.1
OG0001926	XP_629151.1
OG0001928	XP_629601.1
OG0001929	XP_646752.1
OG0001932	XP_638060.1
OG0001933	XP_635208.1
OG0001934	XP_001134631.1
OG0001934	XP_628937.1
OG0001935	XP_641693.1
OG0001936	XP_641366.1
OG0001937	XP_647338.1
OG0001938	XP_637835.1
OG0001938	XP_638153.1
OG0001938	XP_646567.1
OG0001939	XP_642567.1
OG0001940	XP_647630.1
OG0001941	XP_641563.1
OG0001942	XP_642299.1
OG0001942	XP_642492.1
OG0001943	XP_647291.2
OG0001945	XP_639274.1
OG0001945	XP_640972.1
OG0001945	XP_641287.1
OG0001945	XP_642091.1
OG0001946	XP_629224.1
OG0001947	XP_637928.1
OG0001948	XP_644240.1
OG0001949	XP_636817.1
OG0001950	XP_629711.1
OG0001952	XP_641307.1
OG0001954	XP_635927.1
OG0001955	XP_644518.1
OG0001955	XP_644732.1
OG0001956	XP_640582.1
OG0001957	XP_641140.1
OG0001959	XP_639926.1
OG0001960	XP_636350.1
OG0001961	XP_638528.1
OG0001962	XP_636723.1
OG0001963	XP_628902.1
OG0001964	XP_637691.1
OG0001966	XP_635437.1
OG0001967	XP_645169.1
OG0001968	XP_635608.1
OG0001970	XP_645921.1
OG0001971	XP_636432.1
OG0001971	XP_638602.1
OG0001972	XP_629332.1
OG0001972	XP_647448.1
OG0001973	XP_638067.1
OG0001974	XP_001134561.1
OG0001974	XP_641207.1
OG0001976	XP_002649102.1
OG0001976	XP_644037.1
OG0001977	XP_646660.3
OG0001978	XP_637122.1
OG0001979	XP_636172.1
OG0001980	XP_642183.1
OG0001982	XP_641887.1
OG0001985	XP_646474.1
OG0001986	XP_639086.1
OG0001986	XP_641023.1
OG0001987	XP_647511.1
OG0001988	XP_642112.1
OG0001988	XP_642447.1
OG0001989	XP_638880.1
OG0001990	XP_635277.1
OG0001991	XP_647506.1
OG0001992	XP_646687.1
OG0001993	XP_644917.1
OG0001994	XP_639023.2
OG0001995	XP_641729.1
OG0001996	XP_629239.1
OG0001997	XP_642885.1
OG0001998	XP_640149.1
OG0001999	XP_639192.1
OG0002002	XP_638126.1
OG0002004	XP_640882.1
OG0002018	XP_646718.1
OG0002020	XP_647340.2
OG0002023	XP_640671.1
OG0002025	XP_636668.1
OG0002026	XP_640042.1
OG0002027	XP_638262.1
OG0002028	XP_643310.1
OG0002030	XP_636150.1
OG0002031	XP_643166.1
OG0002031	XP_644915.1
OG0002033	XP_642830.1
OG0002037	XP_647441.1
OG0002038	XP_636672.1
OG0002040	XP_637176.1
OG0002041	XP_001134603.1
OG0002043	XP_640928.1
OG0002045	XP_645907.1
OG0002046	XP_640160.1
OG0002047	XP_637763.1
OG0002047	XP_638023.1
OG0002048	XP_638232.1
OG0002050	XP_637634.1
OG0002051	XP_643894.1
OG0002051	XP_646153.1
OG0002052	XP_642122.1
OG0002053	XP_629936.1
OG0002053	XP_643448.1
OG0002054	XP_638562.1
OG0002058	XP_641790.1
OG0002060	XP_640898.1
OG0002061	XP_644980.1
OG0002063	XP_640605.1
OG0002064	XP_642419.1
OG0002065	XP_636877.1
OG0002065	XP_642063.1
OG0002065	XP_643389.1
OG0002065	XP_646309.1
OG0002066	XP_629782.1
OG0002067	XP_637859.1
OG0002068	XP_629334.1
OG0002068	XP_641628.1
OG0002069	XP_645574.2
OG0002072	XP_637351.1
OG0002073	XP_002649090.1
OG0002076	XP_636853.1
OG0002078	XP_001134622.1
OG0002079	XP_629588.1
OG0002079	XP_646116.5
OG0002080	XP_638640.1
OG0002081	XP_635365.1
OG0002082	XP_641391.1
OG0002083	XP_629099.1
OG0002084	XP_635447.1
OG0002085	XP_640587.1
OG0002087	XP_641229.1
OG0002088	XP_639991.1
OG0002089	XP_629732.1
OG0002089	XP_639047.1
OG0002090	XP_646323.1
OG0002091	XP_639132.1
OG0002092	XP_645435.1
OG0002094	XP_629951.1
OG0002095	XP_635278.1
OG0002095	XP_644367.1
OG0002095	XP_645047.1
OG0002096	XP_645351.1
OG0002098	XP_643385.1
OG0002100	XP_628922.1
OG0002102	XP_640807.1
OG0002103	XP_001134544.1
OG0002105	XP_645489.1
OG0002105	XP_645491.1
OG0002106	XP_644100.3
OG0002108	XP_636291.1
OG0002110	XP_645305.1
OG0002110	XP_645306.1
OG0002112	XP_629748.1
OG0002114	XP_643475.1
OG0002115	XP_642393.1
OG0002116	XP_640136.1
OG0002116	XP_640996.2
OG0002116	XP_646386.1
OG0002117	XP_640489.1
OG0002118	XP_642170.1
OG0002119	XP_002649144.2
OG0002120	XP_637117.1
OG0002121	XP_638302.1
OG0002121	XP_638651.1
OG0002122	XP_636497.1
OG0002123	XP_642031.1
OG0002124	XP_646584.1
OG0002125	XP_642126.1
OG0002126	XP_629017.1
OG0002127	XP_001134630.2
OG0002127	XP_641774.1
OG0002129	XP_639195.1
OG0002129	XP_639919.1
OG0002129	XP_639921.1
OG0002135	XP_635845.1
OG0002136	XP_638297.2
OG0002137	XP_646451.1
OG0002138	XP_638278.1
OG0002158	XP_638788.1
OG0002158	XP_640569.1
OG0002159	XP_629846.1
OG0002160	XP_001134546.1
OG0002160	XP_643007.1
OG0002161	XP_629458.1
OG0002164	XP_641826.1
OG0002166	XP_001733057.1
OG0002170	XP_646728.1
OG0002170	XP_646730.1
OG0002173	XP_644255.1
OG0002177	XP_640562.1
OG0002177	XP_647407.1
OG0002178	XP_001134524.1
OG0002178	XP_641509.1
OG0002179	XP_638500.1
OG0002180	XP_629168.1
OG0002182	XP_629377.1
OG0002183	XP_629106.1
OG0002184	XP_636571.1
OG0002185	XP_641699.5
OG0002188	XP_636899.2
OG0002189	XP_629100.1
OG0002189	XP_645671.1
OG0002191	XP_642603.2
OG0002192	XP_643834.1
OG0002193	XP_635797.1
OG0002194	XP_642022.1
OG0002194	XP_642046.1
OG0002194	XP_643117.1
OG0002195	XP_629584.1
OG0002196	XP_635998.1
OG0002198	XP_636122.1
OG0002199	XP_629535.1
OG0002200	XP_635911.1
OG0002200	XP_636907.1
OG0002202	XP_001733038.1
OG0002202	XP_635825.1
OG0002202	XP_645570.1
OG0002202	XP_646542.2
OG0002202	XP_646544.1
OG0002204	XP_646023.1
OG0002205	XP_637402.1
OG0002206	XP_001134626.1
OG0002207	XP_643818.1
OG0002207	XP_643973.1
OG0002208	XP_638823.1
OG0002210	XP_637337.1
OG0002212	XP_642502.1
OG0002212	XP_643794.1
OG0002213	XP_646314.1
OG0002214	XP_645473.2
OG0002215	XP_629232.1
OG0002216	XP_629842.1
OG0002218	XP_635345.1
OG0002220	XP_647302.1
OG0002221	XP_638953.1
OG0002223	XP_635100.1
OG0002223	XP_641167.1
OG0002223	XP_646266.1
OG0002224	XP_643436.1
OG0002225	XP_635227.1
OG0002226	XP_641870.1
OG0002227	XP_645814.1
OG0002228	XP_643460.2
OG0002229	XP_001733018.1
OG0002230	XP_643537.1
OG0002231	XP_635133.2
OG0002232	XP_637661.1
OG0002233	XP_646623.2
OG0002234	XP_002649174.1
OG0002234	XP_629479.1
OG0002235	XP_642746.2
OG0002236	XP_638816.1
OG0002237	XP_638277.1
OG0002239	XP_636818.2
OG0002241	XP_641443.1
OG0002242	XP_637129.1
OG0002243	XP_637982.2
OG0002244	XP_647443.1
OG0002245	XP_641773.1
OG0002246	XP_642029.2
OG0002247	XP_647510.1
OG0002248	XP_641715.1
OG0002248	XP_646078.1
OG0002251	XP_640277.1
OG0002252	XP_645168.1
OG0002253	XP_645159.1
OG0002254	XP_636972.1
OG0002255	XP_638199.1
OG0002255	XP_639967.1
OG0002256	XP_645994.1
OG0002266	XP_636912.1
OG0002266	XP_641223.1
OG0002282	XP_629708.1
OG0002284	XP_637042.1
OG0002292	XP_645579.1
OG0002293	XP_641837.1
OG0002294	XP_640406.2
OG0002295	XP_642906.1
OG0002297	XP_643608.1
OG0002300	XP_638753.1
OG0002300	XP_643681.1
OG0002300	XP_643682.1
OG0002301	XP_642237.1
OG0002303	XP_629513.1
OG0002304	XP_641749.1
OG0002305	XP_645141.1
OG0002308	XP_637633.1
OG0002310	XP_640178.1
OG0002311	XP_629423.1
OG0002312	XP_643620.2
OG0002313	XP_639160.2
OG0002315	XP_635930.1
OG0002317	XP_643498.1
OG0002318	XP_644923.1
OG0002320	XP_629012.1
OG0002320	XP_635661.1
OG0002320	XP_638350.1
OG0002323	XP_641724.1
OG0002324	XP_629294.1
OG0002325	XP_645274.1
OG0002327	XP_641337.1
OG0002328	XP_637434.1
OG0002329	XP_002649112.1
OG0002330	XP_646237.1
OG0002332	XP_636618.1
OG0002333	XP_641354.1
OG0002336	XP_642353.1
OG0002338	XP_638554.1
OG0002339	XP_647027.1
OG0002340	XP_641583.1
OG0002341	XP_638236.1
OG0002342	XP_001134577.1
OG0002343	XP_640976.1
OG0002344	XP_643417.1
OG0002345	XP_646797.2
OG0002347	XP_645156.1
OG0002348	XP_646874.1
OG0002349	XP_641020.1
OG0002350	XP_629591.1
OG0002351	XP_643659.1
OG0002352	XP_638649.1
OG0002352	XP_646413.1
OG0002353	XP_002649173.1
OG0002354	XP_640452.1
OG0002355	XP_629402.1
OG0002357	XP_629874.1
OG0002358	XP_638252.1
OG0002359	XP_643903.1
OG0002361	XP_629693.1
OG0002361	XP_635158.1
OG0002362	XP_635624.2
OG0002363	XP_636148.2
OG0002364	XP_641452.2
OG0002367	XP_638071.1
OG0002368	XP_640825.1
OG0002370	XP_636767.1
OG0002371	XP_643633.1
OG0002372	XP_628707.1
OG0002372	XP_637685.1
OG0002373	XP_643787.1
OG0002374	XP_647091.1
OG0002375	XP_647541.1
OG0002376	XP_636848.2
OG0002380	XP_641940.1
OG0002382	XP_643881.1
OG0002383	XP_644195.1
OG0002384	XP_643119.1
OG0002386	XP_644486.1
OG0002386	XP_644764.1
OG0002387	XP_643982.1
OG0002388	XP_644258.1
OG0002390	XP_638354.1
OG0002391	XP_644911.2
OG0002392	XP_645658.1
OG0002394	XP_629545.1
OG0002394	XP_636442.1
OG0002394	XP_638692.1
OG0002394	XP_645416.1
OG0002395	XP_629635.1
OG0002396	XP_638746.1
OG0002397	XP_638731.1
OG0002400	XP_641853.2
OG0002421	XP_635751.1
OG0002424	XP_635919.1
OG0002428	XP_638511.1
OG0002430	XP_640280.2
OG0002430	XP_645633.2
OG0002435	XP_629130.2
OG0002436	XP_636585.1
OG0002439	XP_629567.1
OG0002440	XP_647112.1
OG0002443	XP_635108.1
OG0002444	XP_637192.1
OG0002446	XP_001733041.1
OG0002447	XP_002649149.1
OG0002447	XP_002649150.1
OG0002448	XP_638095.1
OG0002449	XP_638512.1
OG0002450	XP_643157.1
OG0002450	XP_643158.1
OG0002450	XP_643159.1
OG0002451	XP_642058.1
OG0002452	XP_636356.1
OG0002453	XP_635599.1
OG0002456	XP_647009.1
OG0002457	XP_641621.1
OG0002459	XP_629794.1
OG0002462	XP_636527.1
OG0002463	XP_642361.1
OG0002464	XP_642326.1
OG0002465	XP_636963.1
OG0002467	XP_638869.1
OG0002467	XP_642354.1
OG0002468	XP_645815.1
OG0002469	XP_637914.2
OG0002470	XP_646828.1
OG0002471	XP_645463.1
OG0002472	XP_640613.1
OG0002473	XP_629097.1
OG0002475	XP_642003.1
OG0002476	XP_640424.1
OG0002479	XP_637722.1
OG0002480	XP_646234.2
OG0002482	XP_638213.1
OG0002483	XP_641761.2
OG0002485	XP_637449.1
OG0002485	XP_638245.1
OG0002488	XP_647434.1
OG0002489	XP_641992.1
OG0002491	XP_646371.1
OG0002492	XP_638499.2
OG0002493	XP_646299.1
OG0002494	XP_643942.1
OG0002495	XP_636942.1
OG0002495	XP_646556.1
OG0002496	XP_636489.1
OG0002497	XP_642158.1
OG0002499	XP_629514.1
OG0002500	XP_644192.1
OG0002502	XP_640864.1
OG0002503	XP_642295.1
OG0002505	XP_640145.1
OG0002506	XP_635990.1
OG0002507	XP_629312.1
OG0002507	XP_636204.1
OG0002508	XP_639333.1
OG0002509	XP_637582.1
OG0002509	XP_637583.1
OG0002509	XP_641803.1
OG0002510	XP_642788.1
OG0002511	XP_643477.1
OG0002512	XP_641828.1
OG0002513	XP_638652.1
OG0002513	XP_641330.1
OG0002514	XP_645929.1
OG0002515	XP_647549.1
OG0002518	XP_637660.1
OG0002519	XP_640793.1
OG0002520	XP_637994.1
OG0002522	XP_637376.1
OG0002522	XP_640427.1
OG0002523	XP_628968.1
OG0002525	XP_635240.1
OG0002526	XP_644233.1
