Orthogroup	SC_TRX
OG0002733	NP_010645.1
OG0002733	NP_011976.1
OG0002734	NP_014937.1
OG0002738	NP_013576.1
OG0002739	NP_013663.1
OG0002740	NP_013555.1
OG0002740	NP_013636.1
OG0002742	NP_014472.1
OG0002743	NP_011102.3
OG0002743	NP_012079.1
OG0002748	NP_011421.1
OG0002750	NP_010110.1
OG0002772	NP_015391.1
OG0002773	NP_010329.1
OG0002774	NP_015489.1
OG0002784	NP_014151.1
OG0002786	NP_010969.1
OG0002787	NP_014565.2
OG0002788	NP_013128.1
OG0002788	NP_013839.1
OG0002790	NP_010183.1
OG0002791	NP_014011.1
OG0002793	NP_011354.3
OG0002794	NP_011670.3
OG0002794	NP_013002.3
OG0002794	NP_013977.1
OG0002796	NP_011005.1
OG0002798	NP_010474.3
OG0002799	NP_012273.1
OG0002801	NP_013486.3
OG0002805	NP_010253.2
OG0002806	NP_009849.1
OG0002807	NP_011090.3
OG0002809	NP_013963.1
OG0002811	NP_009965.2
OG0002813	NP_014579.1
OG0002814	NP_009636.3
OG0002815	NP_012402.1
OG0002815	NP_012978.1
OG0002817	NP_009580.1
OG0002817	NP_009593.1
OG0002818	NP_015461.1
OG0002819	NP_012420.1
OG0002820	NP_013007.1
OG0002822	NP_014404.3
OG0002823	NP_116617.1
OG0002824	NP_012202.1
OG0002825	NP_013217.1
OG0002829	NP_010181.2
OG0002830	NP_009405.1
OG0002831	NP_010281.1
OG0002832	NP_014554.1
OG0002833	NP_013108.1
OG0002833	NP_014071.1
OG0002835	NP_013850.1
OG0002836	NP_012199.3
OG0002837	NP_010244.1
OG0002839	NP_014338.3
OG0002841	NP_012728.1
OG0002843	NP_012078.3
OG0002843	NP_012682.1
OG0002846	NP_010805.1
OG0002847	NP_013451.1
OG0002848	NP_011634.1
OG0002852	NP_012434.1
OG0002854	NP_014045.1
OG0002855	NP_015057.1
OG0002856	NP_012618.3
OG0002857	NP_010653.1
OG0002858	NP_014760.3
OG0002860	NP_012551.2
OG0002861	NP_011679.3
OG0002865	NP_010946.3
OG0002866	NP_010578.3
OG0002868	NP_012259.3
OG0002869	NP_010554.1
OG0002871	NP_011089.4
OG0002872	NP_010598.3
OG0002872	NP_011933.1
OG0002873	NP_010269.1
OG0002874	NP_010597.3
OG0002877	NP_009355.3
OG0002879	NP_014797.1
OG0002880	NP_011471.1
OG0002883	NP_012267.1
OG0002885	NP_012911.3
OG0002887	NP_010692.3
OG0002888	NP_011432.1
OG0002889	NP_011691.1
OG0002890	NP_014590.1
OG0002893	NP_010715.3
OG0002897	NP_011078.3
OG0002898	NP_009795.3
OG0002899	NP_010413.3
OG0002900	NP_013750.1
OG0002901	NP_011524.1
OG0002901	NP_013432.1
OG0002904	NP_011415.1
OG0002905	NP_012401.1
OG0002905	NP_012979.3
OG0002907	NP_010134.1
OG0002909	NP_010334.1
OG0002910	NP_013697.1
OG0002911	NP_011761.3
OG0002912	NP_010241.1
OG0002916	NP_010921.1
OG0002918	NP_012906.3
OG0002919	NP_013392.1
OG0002921	NP_116623.1
OG0002922	NP_014977.3
OG0002925	NP_012725.1
OG0002926	NP_014433.1
OG0002928	NP_014417.3
OG0002929	NP_013580.1
OG0002930	NP_012950.3
OG0002931	NP_010219.1
OG0002932	NP_013482.1
OG0002933	NP_011273.1
OG0002935	NP_011796.1
OG0002937	NP_013297.1
OG0002938	NP_013377.1
OG0002945	NP_013682.1
OG0002947	NP_014784.1
OG0002949	NP_013191.1
OG0002950	NP_014149.1
OG0002953	NP_012297.3
OG0002953	NP_014282.1
OG0002957	NP_009771.3
OG0002957	NP_011954.1
OG0002987	NP_015303.1
OG0003004	NP_015247.1
OG0003008	NP_012277.1
OG0003009	NP_012730.1
OG0003012	NP_015007.1
OG0003013	NP_014289.1
OG0003015	NP_014544.1
OG0003017	NP_015437.1
OG0003018	NP_013505.4
OG0003019	NP_010178.1
OG0003021	NP_013945.1
OG0003023	NP_011037.3
OG0003026	NP_012773.1
OG0003028	NP_014964.1
OG0003029	NP_010335.1
OG0003030	NP_011876.1
OG0003031	NP_009926.1
OG0003031	NP_014397.1
OG0003032	NP_014800.3
OG0003033	NP_010925.1
OG0003035	NP_010918.1
OG0003036	NP_013753.1
OG0003037	NP_010756.3
OG0003038	NP_013513.3
OG0003039	NP_011388.1
OG0003043	NP_011360.1
OG0003044	NP_010332.3
OG0003047	NP_013126.1
OG0003048	NP_013987.1
OG0003051	NP_013396.1
OG0003051	NP_014828.1
OG0003052	NP_014373.3
OG0003053	NP_012891.4
OG0003054	NP_010372.3
OG0003057	NP_012431.1
OG0003060	NP_009825.4
OG0003060	NP_013491.1
OG0003062	NP_013427.1
OG0003063	NP_012604.1
OG0003064	NP_012355.1
OG0003067	NP_012903.1
OG0003069	NP_010893.3
OG0003072	NP_010852.4
OG0003073	NP_015176.1
OG0003074	NP_010905.1
OG0003075	NP_011378.1
OG0003077	NP_011918.1
OG0003078	NP_015506.1
OG0003079	NP_015081.1
OG0003081	NP_010735.3
OG0003081	NP_013688.1
OG0003082	NP_010818.1
OG0003086	NP_015435.1
OG0003087	NP_011396.1
OG0003089	NP_010873.1
OG0003089	NP_012583.1
OG0003089	NP_015136.1
OG0003090	NP_014766.1
OG0003091	NP_009975.1
OG0003092	NP_012823.2
OG0003094	NP_012994.1
OG0003097	NP_013332.1
OG0003098	NP_015345.1
OG0003099	NP_012841.1
OG0003100	NP_010208.1
OG0003100	NP_013510.3
OG0003101	NP_013521.3
OG0003104	NP_013276.1
OG0003105	NP_013888.1
OG0003106	NP_011747.2
OG0003109	NP_011309.1
OG0003111	NP_009832.1
OG0003111	NP_012487.1
OG0003113	NP_009455.3
OG0003114	NP_014875.3
OG0003115	NP_013370.1
OG0003116	NP_015365.1
OG0003117	NP_012726.2
OG0003118	NP_013618.1
OG0003119	NP_012242.1
OG0003120	NP_013764.1
OG0003122	NP_009370.1
OG0003123	NP_013102.1
OG0003125	NP_012243.3
OG0003127	NP_116708.1
OG0003128	NP_010326.1
OG0003129	NP_015109.1
OG0003130	NP_011328.1
OG0003131	NP_013944.1
OG0003132	NP_011258.2
OG0003133	NP_011433.3
OG0003133	NP_015133.1
OG0003134	NP_009755.1
OG0003135	NP_012163.1
OG0003136	NP_012058.1
OG0003137	NP_015174.1
OG0003138	NP_015438.1
OG0003139	NP_009976.1
OG0003140	NP_009514.1
OG0003140	NP_012637.4
OG0003142	NP_014848.1
OG0003143	NP_116710.1
OG0003146	NP_011862.1
OG0003146	NP_012920.1
OG0003148	NP_009585.1
OG0003150	NP_013219.1
OG0003151	NP_011902.1
OG0003152	NP_014159.1
OG0003154	NP_010002.3
OG0003156	NP_009938.2
OG0003157	NP_011840.1
OG0003159	NP_014915.3
OG0003162	NP_010306.1
OG0003168	NP_011607.3
OG0003169	NP_009745.2
OG0003170	NP_012494.3
OG0003172	NP_010623.3
OG0003174	NP_009897.1
OG0003179	NP_009705.1
OG0003179	NP_010639.1
OG0003179	NP_014549.1
OG0003180	NP_116628.1
OG0003182	NP_015240.1
OG0003183	NP_014029.1
OG0003185	NP_010987.3
OG0003185	NP_015331.1
OG0003186	NP_014122.1
OG0003188	NP_013715.1
OG0003189	NP_011359.1
OG0003190	NP_012524.3
OG0003224	NP_010919.1
OG0003224	NP_013808.1
OG0003226	NP_010088.1
OG0003229	NP_012715.3
OG0003233	NP_011688.3
OG0003235	NP_014543.1
OG0003238	NP_012201.1
OG0003239	NP_010553.3
OG0003240	NP_015494.1
OG0003241	NP_013938.1
OG0003245	NP_013640.1
OG0003246	NP_014867.1
OG0003249	NP_011541.1
OG0003249	NP_013437.1
OG0003252	NP_014710.1
OG0003254	NP_014148.1
OG0003255	NP_013657.1
OG0003256	NP_011627.1
OG0003258	NP_011070.3
OG0003264	NP_011498.1
OG0003268	NP_012203.1
OG0003269	NP_015398.1
OG0003272	NP_010500.3
OG0003272	NP_014118.1
OG0003274	NP_009659.3
OG0003274	NP_014611.1
OG0003277	NP_015088.1
OG0003279	NP_012410.1
OG0003284	NP_009746.1
OG0003286	NP_014942.4
OG0003288	NP_014859.3
OG0003290	NP_011736.1
OG0003291	NP_011052.1
OG0003293	NP_010185.1
OG0003298	NP_014155.1
OG0003302	NP_010685.1
OG0003304	NP_014138.1
OG0003305	NP_014499.2
OG0003307	NP_013740.1
OG0003308	NP_013376.1
OG0003309	NP_116629.1
OG0003313	NP_013544.1
OG0003314	NP_011703.3
OG0003315	NP_015495.2
OG0003317	NP_010884.1
OG0003317	NP_012579.1
OG0003324	NP_009986.1
OG0003325	NP_011557.1
OG0003325	NP_013458.1
OG0003326	NP_015466.1
OG0003328	NP_011561.3
OG0003330	NP_011906.1
OG0003332	NP_012368.1
OG0003336	NP_012606.3
OG0003337	NP_010498.1
OG0003338	NP_012548.1
OG0003339	NP_011344.1
OG0003340	NP_010376.3
OG0003341	NP_014754.3
OG0003342	NP_010863.1
OG0003343	NP_014412.1
OG0003344	NP_014376.3
OG0003346	NP_014717.2
OG0003347	NP_015199.1
OG0003351	NP_009997.2
OG0003352	NP_009810.3
OG0003354	NP_012883.1
OG0003355	NP_013756.1
OG0003355	NP_013757.1
OG0003356	NP_013316.1
OG0003358	NP_009595.1
OG0003359	NP_014232.1
OG0003362	NP_009982.1
OG0003364	NP_010138.1
OG0003365	NP_013093.1
OG0003366	NP_011447.1
OG0003370	NP_011547.3
OG0003371	NP_013161.1
OG0003373	NP_014720.1
OG0003374	NP_013204.1
OG0003376	NP_014547.1
OG0003378	NP_010718.1
OG0003380	NP_011282.1
OG0003381	NP_011449.1
OG0003382	NP_010698.1
OG0003383	NP_012918.1
OG0003387	NP_014788.1
OG0003388	NP_010171.1
OG0003390	NP_014604.1
OG0003391	NP_012997.3
OG0003392	NP_011519.3
OG0003395	NP_012955.1
OG0003399	NP_012424.1
OG0003401	NP_011020.3
OG0003402	NP_010113.1
OG0003403	NP_010186.1
OG0003404	NP_015323.1
OG0003406	NP_010912.1
OG0003407	NP_011605.1
OG0003409	NP_014392.3
OG0003410	NP_011429.3
OG0003411	NP_011966.1
OG0003412	NP_013090.1
OG0003424	NP_116583.2
OG0003428	NP_010289.3
OG0003431	NP_012900.1
OG0003436	NP_011905.1
OG0003485	NP_014516.1
OG0003487	NP_013077.1
OG0003487	NP_013165.1
OG0003488	NP_015262.1
OG0003489	NP_014127.1
OG0003490	NP_010938.1
OG0003493	NP_014767.3
OG0003495	NP_013815.1
OG0003497	NP_015501.2
OG0003503	NP_011875.1
OG0003507	NP_014932.1
OG0003508	NP_013737.1
OG0003509	NP_012040.1
OG0003511	NP_012707.1
OG0003512	NP_009998.2
OG0003512	NP_014428.1
OG0003514	NP_009305.1
OG0003514	NP_009306.1
OG0003514	NP_009307.2
OG0003514	NP_009308.2
OG0003514	NP_009309.1
OG0003514	NP_009310.1
OG0003514	NP_009326.1
OG0003516	NP_013152.1
OG0003517	NP_012706.1
OG0003522	NP_015001.1
OG0003523	NP_015428.1
OG0003525	NP_013741.1
OG0003527	NP_015274.1
OG0003534	NP_009787.3
OG0003536	NP_014358.3
OG0003539	NP_011534.1
OG0003540	NP_012183.2
OG0003541	NP_014643.1
OG0003543	NP_015343.1
OG0003544	NP_012879.1
OG0003545	NP_012904.3
OG0003546	NP_014644.1
OG0003547	NP_011956.1
OG0003550	NP_009806.3
OG0003551	NP_015376.1
OG0003552	NP_013710.1
OG0003553	NP_013282.1
OG0003554	NP_014512.1
OG0003555	NP_012749.1
OG0003556	NP_014217.1
OG0003557	NP_015111.1
OG0003558	NP_013179.1
OG0003559	NP_015513.1
OG0003560	NP_009704.1
OG0003561	NP_012636.1
OG0003564	NP_116655.1
OG0003566	NP_012598.1
OG0003567	NP_009872.1
OG0003569	NP_009962.2
OG0003570	NP_014633.1
OG0003571	NP_009923.2
OG0003572	NP_116665.1
OG0003574	NP_012821.2
OG0003575	NP_015350.1
OG0003577	NP_013302.1
OG0003579	NP_009713.1
OG0003580	NP_011068.1
OG0003582	NP_012781.1
OG0003582	NP_013836.1
OG0003583	NP_011724.1
OG0003584	NP_010664.3
OG0003586	NP_013961.1
OG0003588	NP_013611.1
OG0003591	NP_015296.1
OG0003593	NP_013752.1
OG0003594	NP_012916.1
OG0003595	NP_010686.1
OG0003596	NP_013890.1
OG0003598	NP_010585.3
OG0003599	NP_014444.1
OG0003600	NP_014663.1
OG0003601	NP_009679.2
OG0003601	NP_015406.1
OG0003602	NP_010287.1
OG0003604	NP_010339.1
OG0003608	NP_010549.3
OG0003608	NP_014676.1
OG0003610	NP_013790.1
OG0003611	NP_012884.3
OG0003612	NP_010617.1
OG0003613	NP_013422.2
OG0003614	NP_014819.3
OG0003617	NP_010092.2
OG0003618	NP_010524.3
OG0003619	NP_014646.1
OG0003621	NP_013918.1
OG0003622	NP_010896.3
OG0003623	NP_012621.1
OG0003625	NP_116659.1
OG0003626	NP_012503.2
OG0003628	NP_010961.3
OG0003629	NP_013552.3
OG0003630	NP_014570.1
OG0003631	NP_015203.1
OG0003633	NP_011957.1
OG0003634	NP_013851.1
OG0003636	NP_116652.1
OG0003639	NP_014545.2
OG0003640	NP_010652.3
OG0003641	NP_013474.3
OG0003642	NP_010228.1
OG0003643	NP_013116.1
OG0003645	NP_014785.3
OG0003649	NP_010648.3
OG0003650	NP_012381.1
OG0003651	NP_014441.1
OG0003652	NP_013014.3
OG0003657	NP_014178.1
OG0003660	NP_012026.1
OG0003664	NP_014167.1
OG0003668	NP_015147.1
OG0003672	NP_014025.1
OG0003675	NP_009811.3
OG0003676	NP_014252.2
OG0003677	NP_011919.1
OG0003677	NP_012986.1
OG0003678	NP_010737.1
OG0003681	NP_010678.3
OG0003684	NP_015344.1
OG0003685	NP_012809.1
OG0003686	NP_013189.1
OG0003687	NP_011348.1
OG0003693	NP_010584.1
OG0003694	NP_012018.1
OG0003697	NP_010004.1
OG0003699	NP_010003.2
OG0003702	NP_010231.1
OG0003709	NP_013273.1
OG0003742	NP_014517.1
OG0003746	NP_014172.1
OG0003749	NP_011845.1
OG0003752	NP_011468.1
OG0003755	NP_010313.3
OG0003756	NP_011665.1
OG0003759	NP_010043.1
OG0003760	NP_011612.3
OG0003762	NP_011010.1
OG0003763	NP_011979.1
OG0003768	NP_010693.3
OG0003777	NP_011841.1
OG0003783	NP_011617.1
OG0003784	NP_015089.1
OG0003785	NP_010251.1
OG0003790	NP_011280.1
OG0003792	NP_011448.3
OG0003793	NP_009471.1
OG0003794	NP_010107.1
OG0003801	NP_014275.3
OG0003802	NP_011568.3
OG0003804	NP_015443.1
OG0003809	NP_015260.1
OG0003810	NP_011588.3
OG0003814	NP_014132.1
OG0003815	NP_012897.3
OG0003817	NP_009489.1
OG0003818	NP_010125.1
OG0003819	NP_010064.1
OG0003820	NP_011577.3
OG0003821	NP_013814.1
OG0003821	NP_014066.1
OG0003821	NP_116596.1
OG0003824	NP_012175.1
OG0003827	NP_012566.1
OG0003828	NP_009925.1
OG0003829	NP_011710.3
OG0003832	NP_009828.2
OG0003834	NP_015432.1
OG0003836	NP_014787.3
OG0003837	NP_013794.1
OG0003838	NP_010255.1
OG0003841	NP_010917.3
OG0003842	NP_014924.3
OG0003845	NP_010475.1
OG0003850	NP_009701.3
OG0003852	NP_001335753.1
OG0003852	NP_015404.1
OG0003857	NP_014324.3
OG0003858	NP_012499.1
OG0003858	NP_015387.1
OG0003860	NP_010913.2
OG0003864	NP_009899.1
OG0003865	NP_011769.1
OG0003866	NP_009691.1
OG0003867	NP_011942.1
OG0003869	NP_010345.3
OG0003871	NP_012036.1
OG0003872	NP_015150.2
OG0003873	NP_009616.1
OG0003874	NP_011861.1
OG0003875	NP_012768.1
OG0003876	NP_015256.1
OG0003877	NP_010175.1
OG0003880	NP_011783.1
OG0003881	NP_010055.1
OG0003881	NP_014195.1
OG0003882	NP_014336.1
OG0003883	NP_010622.1
OG0003884	NP_010748.3
OG0003886	NP_014231.1
OG0003888	NP_012463.1
OG0003890	NP_009985.1
OG0003890	NP_010104.1
OG0003892	NP_013783.1
OG0003894	NP_010522.1
OG0003895	NP_010277.1
OG0003897	NP_015142.1
OG0003899	NP_012716.1
OG0003900	NP_013597.1
OG0003901	NP_011832.1
OG0003903	NP_011341.3
OG0003905	NP_013378.1
OG0003906	NP_010856.1
OG0003907	NP_010482.3
OG0003910	NP_009816.1
OG0003911	NP_116660.1
OG0003913	NP_010624.3
OG0003915	NP_012988.1
OG0003918	NP_010451.3
OG0003922	NP_012801.1
OG0003922	NP_013820.1
OG0003924	NP_015234.1
OG0003925	NP_009586.1
OG0003925	NP_010543.1
OG0003926	NP_011520.2
OG0003929	NP_009984.1
OG0003930	NP_014807.3
OG0003931	NP_009663.1
OG0003931	NP_011580.3
OG0003933	NP_011420.3
OG0003938	NP_015200.1
OG0003939	NP_013109.1
OG0003940	NP_011317.2
OG0003942	NP_012996.1
OG0003950	NP_010164.1
OG0003998	NP_009913.2
OG0004018	NP_011475.1
OG0004021	NP_013723.1
OG0004022	NP_013440.1
OG0004023	NP_014414.3
OG0004024	NP_014786.1
OG0004026	NP_012539.1
OG0004028	NP_009802.3
OG0004030	NP_014609.1
OG0004031	NP_015239.1
OG0004034	NP_010179.1
OG0004038	NP_014307.1
OG0004042	NP_009732.1
OG0004044	NP_013735.1
OG0004047	NP_014563.1
OG0004050	NP_009377.2
OG0004051	NP_009609.1
OG0004052	NP_012909.3
OG0004054	NP_011859.1
OG0004056	NP_015221.1
OG0004061	NP_015341.1
OG0004062	NP_015193.1
OG0004063	NP_012584.3
OG0004065	NP_013117.1
OG0004066	NP_015278.1
OG0004070	NP_009990.1
OG0004074	NP_011981.1
OG0004074	NP_012819.1
OG0004077	NP_014214.1
OG0004078	NP_011799.3
OG0004078	NP_014041.1
OG0004080	NP_012578.3
OG0004082	NP_011937.1
OG0004083	NP_013301.1
OG0004088	NP_015312.1
OG0004089	NP_011915.1
OG0004089	NP_013949.1
OG0004089	NP_014923.1
OG0004090	NP_014527.1
OG0004091	NP_014192.1
OG0004092	NP_009824.2
OG0004095	NP_014337.3
OG0004096	NP_011552.1
OG0004096	NP_013454.1
OG0004098	NP_014418.3
OG0004099	NP_011294.1
OG0004102	NP_015097.1
OG0004103	NP_009763.2
OG0004104	NP_010626.1
OG0004106	NP_014258.1
OG0004109	NP_015228.1
OG0004111	NP_013616.1
OG0004114	NP_014199.1
OG0004118	NP_011361.1
OG0004123	NP_010267.3
OG0004125	NP_011936.1
OG0004127	NP_010368.5
OG0004129	NP_010424.3
OG0004131	NP_012558.3
OG0004132	NP_012964.2
OG0004133	NP_015372.2
OG0004134	NP_011661.2
OG0004140	NP_012526.1
OG0004143	NP_013543.3
OG0004144	NP_011929.1
OG0004145	NP_013614.1
OG0004146	NP_013287.1
OG0004147	NP_014904.3
OG0004148	NP_014495.2
OG0004149	NP_014286.1
OG0004150	NP_014700.1
OG0004152	NP_014400.1
OG0004153	NP_010777.3
OG0004154	NP_011391.2
OG0004157	NP_009983.1
OG0004158	NP_012116.1
OG0004159	NP_010904.2
OG0004163	NP_012778.1
OG0004164	NP_012668.3
OG0004167	NP_011067.3
OG0004169	NP_012356.2
OG0004170	NP_014827.3
OG0004171	NP_011877.1
OG0004173	NP_011989.1
OG0004186	NP_012631.3
OG0004186	NP_660100.1
OG0004193	NP_014363.1
OG0004194	NP_012504.3
OG0004200	NP_014084.1
OG0004201	NP_013602.1
OG0004238	NP_013709.1
OG0004247	NP_013013.2
OG0004249	NP_010594.3
OG0004251	NP_011451.1
OG0004253	NP_012489.2
OG0004257	NP_010115.1
OG0004258	NP_014768.2
OG0004267	NP_878049.2
OG0004273	NP_011043.1
OG0004274	NP_013849.1
OG0004281	NP_010074.1
OG0004283	NP_014908.1
OG0004284	NP_013811.1
OG0004285	NP_009574.1
OG0004287	NP_013624.1
OG0004291	NP_014718.1
OG0004293	NP_012812.1
OG0004298	NP_014506.1
OG0004303	NP_013073.1
OG0004307	NP_015488.1
OG0004312	NP_013206.1
OG0004317	NP_009841.1
OG0004323	NP_014991.1
OG0004328	NP_012154.1
OG0004329	NP_012395.1
OG0004331	NP_009479.1
OG0004337	NP_011110.1
OG0004340	NP_012438.1
OG0004345	NP_013215.1
OG0004349	NP_012170.1
OG0004350	NP_013951.1
OG0004353	NP_010161.1
OG0004353	NP_015253.1
OG0004355	NP_011404.1
OG0004362	NP_011445.1
OG0004363	NP_009776.1
OG0004364	NP_014008.1
OG0004367	NP_010530.1
OG0004367	NP_013731.1
OG0004368	NP_010541.3
OG0004369	NP_013928.1
OG0004373	NP_015470.1
OG0004374	NP_010135.1
OG0004375	NP_012414.1
OG0004376	NP_010799.3
OG0004379	NP_011274.2
OG0004380	NP_014648.1
OG0004381	NP_014793.1
OG0004386	NP_013372.1
OG0004386	NP_014816.2
OG0004387	NP_009576.1
OG0004387	NP_010292.1
OG0004388	NP_014350.1
OG0004390	NP_014738.1
OG0004391	NP_013420.2
OG0004392	NP_010348.1
OG0004393	NP_009953.1
OG0004394	NP_014115.1
OG0004396	NP_010935.1
OG0004397	NP_010062.1
OG0004400	NP_014147.1
OG0004402	NP_011716.3
OG0004406	NP_010551.1
OG0004408	NP_015153.1
OG0004409	NP_009805.1
OG0004412	NP_009813.1
OG0004414	NP_014984.3
OG0004421	NP_010402.3
OG0004422	NP_009369.1
OG0004423	NP_013818.1
OG0004428	NP_010445.1
OG0004429	NP_013507.1
OG0004431	NP_010256.2
OG0004433	NP_015351.1
OG0004434	NP_014222.2
OG0004443	NP_013167.1
OG0004454	NP_015214.1
OG0004498	NP_014921.1
OG0004505	NP_116610.1
OG0004506	NP_013939.1
OG0004509	NP_012603.1
OG0004516	NP_013763.1
OG0004521	NP_013160.1
OG0004528	NP_013736.1
OG0004529	NP_011903.1
OG0004534	NP_013244.1
OG0004535	NP_014844.3
OG0004536	NP_009626.1
OG0004538	NP_011435.1
OG0004540	NP_010081.2
OG0004541	NP_013175.1
OG0004549	NP_010591.1
OG0004551	NP_014610.1
OG0004553	NP_010532.3
OG0004554	NP_009473.2
OG0004558	NP_011949.1
OG0004560	NP_013651.1
OG0004564	NP_011373.1
OG0004565	NP_116637.1
OG0004568	NP_015266.1
OG0004571	NP_009801.1
OG0004571	NP_011414.1
OG0004574	NP_015295.1
OG0004575	NP_012656.1
OG0004578	NP_011100.1
OG0004581	NP_010618.1
OG0004583	NP_014930.1
OG0004585	NP_011925.1
OG0004587	NP_012382.2
OG0004590	NP_009917.1
OG0004595	NP_010490.1
OG0004596	NP_012647.1
OG0004598	NP_013832.1
OG0004607	NP_015516.1
OG0004608	NP_013929.1
OG0004609	NP_116683.1
OG0004612	NP_015381.1
OG0004613	NP_013813.1
OG0004613	NP_014065.1
OG0004613	NP_116595.1
OG0004615	NP_013201.1
OG0004616	NP_011743.2
OG0004617	NP_010330.1
OG0004619	NP_013166.1
OG0004622	NP_014339.1
OG0004625	NP_013401.1
OG0004633	NP_010722.3
OG0004644	NP_011086.3
OG0004656	NP_011615.1
OG0004657	NP_009530.1
OG0004663	NP_014268.1
OG0004664	NP_011613.3
OG0004665	NP_012071.1
OG0004668	NP_012510.3
OG0004671	NP_014180.1
OG0004672	NP_014436.1
OG0004673	NP_012156.1
OG0004674	NP_013313.1
OG0004676	NP_014895.2
OG0004677	NP_009517.1
OG0004683	NP_010220.1
OG0004685	NP_013996.2
OG0004686	NP_012949.1
OG0004691	NP_010224.1
OG0004691	NP_013680.2
OG0004696	NP_011575.1
OG0004705	NP_015473.1
OG0004706	NP_010057.1
OG0004706	NP_014202.1
OG0004749	NP_013726.1
OG0004766	NP_014572.1
OG0004768	NP_014426.3
OG0004772	NP_012559.1
OG0004778	NP_010757.3
OG0004782	NP_014985.1
OG0004785	NP_015392.1
OG0004789	NP_015425.1
OG0004791	NP_011639.3
OG0004794	NP_012951.1
OG0004797	NP_010930.1
OG0004798	NP_012057.3
OG0004800	NP_013613.1
OG0004804	NP_011687.1
OG0004805	NP_015113.1
OG0004808	NP_001018030.1
OG0004813	NP_014280.3
OG0004815	NP_009827.3
OG0004817	NP_011497.1
OG0004819	NP_009681.3
OG0004826	NP_011535.1
OG0004833	NP_014905.1
OG0004836	NP_012472.1
OG0004837	NP_015117.1
OG0004839	NP_013722.1
OG0004844	NP_015208.1
OG0004847	NP_015419.1
OG0004858	NP_015249.1
OG0004859	NP_012215.1
OG0004860	NP_009533.1
OG0004864	NP_009385.2
OG0004864	NP_014597.1
OG0004871	NP_010131.1
OG0004872	NP_010014.1
OG0004875	NP_013198.1
OG0004876	NP_010616.3
OG0004879	NP_011643.1
OG0004884	NP_013340.1
OG0004887	NP_010139.1
OG0004889	NP_011953.1
OG0004893	NP_012051.3
OG0004895	NP_013875.1
OG0004896	NP_011871.1
OG0004901	NP_014359.3
OG0004904	NP_013960.1
OG0004904	NP_014938.3
OG0004912	NP_010351.1
OG0004912	NP_011066.3
OG0004915	NP_012597.1
OG0004936	NP_013441.1
OG0005004	NP_015342.1
OG0005006	NP_009448.1
OG0005023	NP_015161.1
OG0005024	NP_012523.2
OG0005025	NP_011543.4
OG0005025	NP_015362.1
OG0005030	NP_014722.1
OG0005035	NP_012589.1
OG0005037	NP_013105.1
OG0005041	NP_011732.1
OG0005042	NP_013706.1
OG0005067	NP_013466.1
OG0005072	NP_014534.1
OG0005089	NP_010080.1
OG0005118	NP_014427.1
OG0005127	NP_013038.1
OG0005127	NP_014054.3
OG0005127	NP_015050.1
OG0005129	NP_011748.3
OG0005136	NP_013817.1
OG0005141	NP_014792.4
OG0005149	NP_010423.4
OG0005159	NP_011882.1
OG0005162	NP_012122.3
OG0005246	NP_011465.3
OG0005252	NP_011278.2
OG0005272	NP_014583.2
OG0005273	NP_012447.1
OG0005274	NP_009668.3
OG0005275	NP_011560.3
OG0005280	NP_012989.3
OG0005282	NP_012991.3
OG0005285	NP_015216.3
OG0005293	NP_010394.3
OG0005293	NP_014150.1
OG0005294	NP_013622.1
OG0005299	NP_014327.1
OG0005318	NP_013186.1
OG0005321	NP_013107.1
OG0005337	NP_010041.2
OG0005342	NP_010517.1
OG0005353	NP_009929.1
OG0005355	NP_010713.1
OG0005356	NP_012193.3
OG0005365	NP_014761.1
OG0005372	NP_010068.1
OG0005373	NP_010588.1
OG0005390	NP_011939.2
OG0005392	NP_013266.1
OG0005428	NP_012676.3
OG0005442	NP_009540.2
OG0005461	NP_014769.3
OG0005535	NP_012547.2
OG0005556	NP_009693.3
OG0005557	NP_014001.1
OG0005560	NP_010534.1
OG0005570	NP_013739.1
OG0005578	NP_011947.2
OG0005581	NP_013727.1
OG0005584	NP_076910.1
OG0005606	NP_013178.1
OG0005617	NP_014774.1
OG0005622	NP_009716.1
OG0005632	NP_013671.1
OG0005636	NP_076891.4
OG0005639	NP_015224.1
OG0005640	NP_010781.1
OG0005647	NP_014393.1
OG0005651	NP_012061.3
OG0005653	NP_010870.1
OG0005656	NP_009992.1
OG0005658	NP_012628.3
OG0005658	NP_015368.1
OG0005667	NP_012363.1
OG0005689	NP_011697.3
OG0005712	NP_014568.1
OG0005788	NP_011263.2
OG0005808	NP_010127.1
OG0005810	NP_012059.3
OG0005833	NP_013343.1
OG0005841	NP_011304.2
OG0005865	NP_009669.1
OG0005868	NP_012877.1
OG0005878	NP_013151.1
OG0005902	NP_011343.1
OG0005910	NP_013676.2
OG0005922	NP_010901.1
OG0005947	NP_009943.2
OG0005981	NP_012295.1
OG0005983	NP_012834.1
OG0006054	NP_011899.1
OG0006085	NP_012683.4
OG0006100	NP_010586.3
OG0006100	NP_011898.1
OG0006110	NP_014270.1
OG0006137	NP_011332.2
OG0006144	NP_012060.1
OG0006150	NP_012675.1
OG0006152	NP_014737.1
OG0006159	NP_009558.2
OG0006160	NP_009527.1
OG0006189	NP_013516.1
OG0006193	NP_014360.2
