Orthogroup	DM_TRX
OG0000513	FBgn0032249.p1
OG0000513	FBgn0034009.p1
OG0000514	FBgn0038593.p1
OG0000518	FBgn0001222.p4
OG0000519	FBgn0030816.p1
OG0000519	FBgn0030817.p3
OG0000519	FBgn0032036.p4
OG0000519	FBgn0033572.p1
OG0000519	FBgn0033760.p1
OG0000519	FBgn0035300.p1
OG0000519	FBgn0036007.p5
OG0000519	FBgn0036115.p1
OG0000519	FBgn0036116.p2
OG0000519	FBgn0052079.p1
OG0000519	FBgn0052081.p1
OG0000522	FBgn0017558.p1
OG0000526	FBgn0086359.p1
OG0000528	FBgn0015623.p1
OG0000528	FBgn0038429.p1
OG0000529	FBgn0003231.p1
OG0000532	FBgn0030099.p1
OG0000532	FBgn0030703.p1
OG0000532	FBgn0032519.p1
OG0000532	FBgn0051858.p1
OG0000533	FBgn0026179.p1
OG0000533	FBgn0086779.p2
OG0000538	FBgn0031465.p1
OG0000538	FBgn0032080.p1
OG0000538	FBgn0032082.p1
OG0000538	FBgn0032338.p1
OG0000538	FBgn0032843.p1
OG0000538	FBgn0032964.p1
OG0000538	FBgn0032967.p1
OG0000538	FBgn0035216.p1
OG0000538	FBgn0035888.p1
OG0000538	FBgn0037964.p1
OG0000538	FBgn0038318.p4
OG0000538	FBgn0038832.p1
OG0000538	FBgn0039591.p1
OG0000538	FBgn0051933.p1
OG0000538	FBgn0052984.p1
OG0000538	FBgn0052985.p1
OG0000543	FBgn0000212.p7
OG0000545	FBgn0027611.p1
OG0000545	FBgn0032066.p1
OG0000545	FBgn0032067.p1
OG0000545	FBgn0032068.p1
OG0000545	FBgn0032069.p1
OG0000545	FBgn0032253.p1
OG0000547	FBgn0013343.p1
OG0000547	FBgn0024980.p1
OG0000549	FBgn0027605.p1
OG0000549	FBgn0029656.p1
OG0000549	FBgn0037375.p5
OG0000549	FBgn0040208.p1
OG0000550	FBgn0036698.p1
OG0000551	FBgn0001105.p1
OG0000551	FBgn0004623.p1
OG0000551	FBgn0030011.p1
OG0000552	FBgn0003360.p3
OG0000552	FBgn0025111.p1
OG0000553	FBgn0000057.p1
OG0000553	FBgn0035268.p1
OG0000554	FBgn0015805.p1
OG0000554	FBgn0025825.p1
OG0000555	FBgn0015218.p13
OG0000555	FBgn0035709.p1
OG0000555	FBgn0035823.p1
OG0000555	FBgn0035860.p1
OG0000555	FBgn0039622.p1
OG0000555	FBgn0040368.p1
OG0000555	FBgn0053100.p1
OG0000556	FBgn0086129.p1
OG0000557	FBgn0039255.p1
OG0000562	FBgn0014075.p1
OG0000563	FBgn0028541.p1
OG0000563	FBgn0032880.p1
OG0000564	FBgn0038816.p1
OG0000567	FBgn0037684.p1
OG0000568	FBgn0003943.p4
OG0000568	FBgn0029856.p2
OG0000568	FBgn0086558.p1
OG0000569	FBgn0011672.p3
OG0000570	FBgn0000711.p1
OG0000570	FBgn0003132.p1
OG0000570	FBgn0003134.p1
OG0000570	FBgn0003140.p1
OG0000570	FBgn0004103.p1
OG0000570	FBgn0005778.p1
OG0000570	FBgn0025573.p1
OG0000570	FBgn0046698.p1
OG0000571	FBgn0032203.p1
OG0000571	FBgn0036172.p6
OG0000571	FBgn0038965.p1
OG0000573	FBgn0030313.p1
OG0000573	FBgn0033906.p1
OG0000573	FBgn0034907.p1
OG0000573	FBgn0039371.p1
OG0000573	FBgn0050193.p14
OG0000575	FBgn0002719.p1
OG0000575	FBgn0029153.p1
OG0000575	FBgn0029154.p7
OG0000575	FBgn0029155.p1
OG0000575	FBgn0034127.p1
OG0000578	FBgn0024992.p4
OG0000578	FBgn0036702.p1
OG0000580	FBgn0010488.p9
OG0000580	FBgn0023213.p7
OG0000581	FBgn0031990.p1
OG0000583	FBgn0029976.p1
OG0000584	FBgn0027492.p1
OG0000584	FBgn0042693.p12
OG0000585	FBgn0053174.p3
OG0000586	FBgn0036843.p1
OG0000586	FBgn0037239.p9
OG0000587	FBgn0025704.p4
OG0000589	FBgn0024988.p1
OG0000589	FBgn0035707.p2
OG0000589	FBgn0039544.p5
OG0000590	FBgn0003031.p36
OG0000591	FBgn0015513.p1
OG0000591	FBgn0051048.p1
OG0000593	FBgn0036268.p4
OG0000593	FBgn0085478.p9
OG0000595	FBgn0032487.p1
OG0000595	FBgn0036916.p1
OG0000595	FBgn0037815.p1
OG0000596	FBgn0020261.p1
OG0000596	FBgn0031868.p1
OG0000597	FBgn0011661.p41
OG0000597	FBgn0086384.p1
OG0000599	FBgn0003742.p5
OG0000600	FBgn0001203.p8
OG0000602	FBgn0033075.p26
OG0000604	FBgn0031948.p1
OG0000604	FBgn0033844.p1
OG0000604	FBgn0053116.p1
OG0000604	FBgn0085537.p1
OG0000606	FBgn0033196.p4
OG0000607	FBgn0035128.p1
OG0000607	FBgn0050115.p4
OG0000608	FBgn0011726.p1
OG0000608	FBgn0030951.p1
OG0000609	FBgn0027081.p4
OG0000609	FBgn0036462.p1
OG0000610	FBgn0052000.p8
OG0000611	FBgn0026438.p1
OG0000611	FBgn0026439.p1
OG0000612	FBgn0026611.p1
OG0000612	FBgn0046812.p1
OG0000613	FBgn0029905.p1
OG0000613	FBgn0034726.p1
OG0000613	FBgn0043001.p2
OG0000620	FBgn0032597.p1
OG0000620	FBgn0037011.p1
OG0000622	FBgn0027080.p1
OG0000622	FBgn0033351.p1
OG0000624	FBgn0028380.p1
OG0000625	FBgn0003178.p4
OG0000625	FBgn0031462.p1
OG0000626	FBgn0002899.p1
OG0000626	FBgn0002905.p1
OG0000627	FBgn0010352.p34
OG0000627	FBgn0035239.p9
OG0000627	FBgn0035240.p1
OG0000627	FBgn0035240.p10
OG0000627	FBgn0039827.p1
OG0000628	FBgn0029067.p1
OG0000628	FBgn0033322.p1
OG0000628	FBgn0035426.p1
OG0000628	FBgn0036556.p1
OG0000629	FBgn0022708.p1
OG0000629	FBgn0042094.p1
OG0000631	FBgn0030289.p1
OG0000633	FBgn0001124.p1
OG0000633	FBgn0001125.p7
OG0000634	FBgn0002924.p1
OG0000636	FBgn0004367.p1
OG0000636	FBgn0045035.p1
OG0000637	FBgn0001612.p1
OG0000637	FBgn0026430.p1
OG0000637	FBgn0028901.p1
OG0000637	FBgn0035800.p1
OG0000638	FBgn0026015.p1
OG0000638	FBgn0040268.p1
OG0000638	FBgn0052745.p1
OG0000639	FBgn0032671.p1
OG0000639	FBgn0038948.p1
OG0000640	FBgn0040286.p3
OG0000641	FBgn0038984.p1
OG0000642	FBgn0011294.p1
OG0000642	FBgn0030552.p1
OG0000642	FBgn0032453.p1
OG0000642	FBgn0037431.p1
OG0000642	FBgn0037432.p1
OG0000642	FBgn0037433.p1
OG0000642	FBgn0038972.p1
OG0000642	FBgn0038973.p2
OG0000642	FBgn0050060.p1
OG0000643	FBgn0030300.p2
OG0000643	FBgn0037315.p4
OG0000643	FBgn0052484.p1
OG0000646	FBgn0001139.p3
OG0000647	FBgn0011766.p1
OG0000647	FBgn0024371.p1
OG0000649	FBgn0003600.p7
OG0000649	FBgn0037841.p1
OG0000649	FBgn0037842.p2
OG0000649	FBgn0040372.p1
OG0000651	FBgn0029161.p1
OG0000651	FBgn0029161.p3
OG0000651	FBgn0033413.p2
OG0000652	FBgn0027093.p1
OG0000652	FBgn0037526.p1
OG0000653	FBgn0002542.p1
OG0000653	FBgn0037531.p1
OG0000654	FBgn0011604.p5
OG0000656	FBgn0025674.p1
OG0000656	FBgn0040394.p1
OG0000657	FBgn0036486.p1
OG0000658	FBgn0025678.p1
OG0000658	FBgn0030329.p1
OG0000659	FBgn0032090.p1
OG0000659	FBgn0040383.p1
OG0000660	FBgn0003165.p23
OG0000661	FBgn0001233.p1
OG0000661	FBgn0039562.p1
OG0000662	FBgn0033246.p1
OG0000669	FBgn0029679.p1
OG0000669	FBgn0030890.p3
OG0000669	FBgn0032827.p1
OG0000669	FBgn0035649.p1
OG0000670	FBgn0038065.p1
OG0000671	FBgn0011230.p1
OG0000672	FBgn0030653.p1
OG0000672	FBgn0036564.p1
OG0000673	FBgn0010338.p7
OG0000673	FBgn0039634.p1
OG0000673	FBgn0051202.p1
OG0000674	FBgn0034657.p1
OG0000675	FBgn0026158.p1
OG0000675	FBgn0027872.p1
OG0000676	FBgn0014189.p6
OG0000677	FBgn0030556.p1
OG0000677	FBgn0062449.p1
OG0000678	FBgn0024285.p1
OG0000680	FBgn0003732.p1
OG0000681	FBgn0028669.p1
OG0000681	FBgn0028670.p4
OG0000681	FBgn0028671.p8
OG0000681	FBgn0032373.p1
OG0000681	FBgn0038613.p1
OG0000682	FBgn0016701.p1
OG0000683	FBgn0000536.p1
OG0000683	FBgn0032955.p6
OG0000684	FBgn0010014.p2
OG0000684	FBgn0015614.p1
OG0000684	FBgn0037358.p1
OG0000685	FBgn0030104.p1
OG0000685	FBgn0053936.p13
OG0000687	FBgn0016031.p9
OG0000688	FBgn0033140.p1
OG0000688	FBgn0033243.p2
OG0000688	FBgn0036499.p3
OG0000688	FBgn0037773.p1
OG0000695	FBgn0035995.p1
OG0000697	FBgn0035244.p1
OG0000697	FBgn0038376.p1
OG0000698	FBgn0013756.p1
OG0000699	FBgn0029706.p1
OG0000699	FBgn0034276.p1
OG0000700	FBgn0026086.p1
OG0000700	FBgn0028658.p1
OG0000701	FBgn0000667.p8
OG0000703	FBgn0002121.p9
OG0000703	FBgn0030412.p6
OG0000706	FBgn0017418.p7
OG0000706	FBgn0025186.p1
OG0000706	FBgn0036082.p4
OG0000707	FBgn0020910.p6
OG0000708	FBgn0000527.p1
OG0000709	FBgn0030026.p1
OG0000710	FBgn0027580.p19
OG0000714	FBgn0030087.p7
OG0000714	FBgn0031995.p1
OG0000714	FBgn0031995.p4
OG0000716	FBgn0010548.p7
OG0000718	FBgn0003276.p1
OG0000718	FBgn0004463.p1
OG0000719	FBgn0026630.p2
OG0000719	FBgn0033476.p1
OG0000720	FBgn0000171.p1
OG0000720	FBgn0003970.p1
OG0000721	FBgn0035166.p1
OG0000721	FBgn0036366.p1
OG0000722	FBgn0004396.p1
OG0000723	FBgn0037659.p1
OG0000724	FBgn0015772.p1
OG0000724	FBgn0037218.p1
OG0000725	FBgn0033473.p4
OG0000725	FBgn0033474.p2
OG0000725	FBgn0034202.p1
OG0000726	FBgn0030086.p5
OG0000727	FBgn0033214.p1
OG0000727	FBgn0033215.p1
OG0000727	FBgn0033216.p1
OG0000732	FBgn0033349.p1
OG0000734	FBgn0030809.p1
OG0000735	FBgn0000146.p3
OG0000735	FBgn0004872.p1
OG0000735	FBgn0086780.p3
OG0000737	FBgn0035589.p1
OG0000737	FBgn0039402.p1
OG0000738	FBgn0022709.p1
OG0000738	FBgn0028833.p1
OG0000738	FBgn0032083.p1
OG0000739	FBgn0034087.p1
OG0000741	FBgn0014870.p6
OG0000742	FBgn0033382.p1
OG0000744	FBgn0052732.p1
OG0000744	FBgn0053230.p1
OG0000745	FBgn0035156.p1
OG0000746	FBgn0024983.p5
OG0000746	FBgn0036489.p1
OG0000748	FBgn0037277.p1
OG0000758	FBgn0036448.p1
OG0000758	FBgn0086346.p1
OG0000759	FBgn0015477.p1
OG0000761	FBgn0001986.p1
OG0000761	FBgn0039117.p1
OG0000762	FBgn0028902.p1
OG0000762	FBgn0034816.p1
OG0000762	FBgn0035638.p1
OG0000762	FBgn0040028.p5
OG0000762	FBgn0052819.p5
OG0000762	FBgn0052820.p1
OG0000765	FBgn0024236.p1
OG0000765	FBgn0036461.p1
OG0000766	FBgn0038145.p5
OG0000768	FBgn0036157.p1
OG0000769	FBgn0029823.p1
OG0000770	FBgn0016984.p1
OG0000770	FBgn0034789.p3
OG0000773	FBgn0033783.p1
OG0000773	FBgn0035483.p1
OG0000774	FBgn0011643.p1
OG0000774	FBgn0014863.p4
OG0000774	FBgn0050174.p1
OG0000774	FBgn0050179.p2
OG0000776	FBgn0004363.p5
OG0000776	FBgn0069354.p1
OG0000777	FBgn0051367.p1
OG0000777	FBgn0053097.p1
OG0000778	FBgn0036030.p4
OG0000779	FBgn0034658.p1
OG0000783	FBgn0041195.p1
OG0000787	FBgn0031893.p1
OG0000787	FBgn0038735.p3
OG0000787	FBgn0039029.p1
OG0000788	FBgn0039182.p1
OG0000792	FBgn0031390.p1
OG0000793	FBgn0015905.p1
OG0000794	FBgn0038471.p1
OG0000794	FBgn0038737.p1
OG0000794	FBgn0038861.p1
OG0000795	FBgn0001186.p1
OG0000795	FBgn0001187.p1
OG0000795	FBgn0042710.p1
OG0000795	FBgn0042711.p1
OG0000796	FBgn0039877.p3
OG0000797	FBgn0030871.p1
OG0000797	FBgn0032244.p1
OG0000798	FBgn0023083.p4
OG0000799	FBgn0031238.p1
OG0000799	FBgn0032750.p1
OG0000800	FBgn0002773.p4
OG0000800	FBgn0003514.p1
OG0000808	FBgn0020756.p1
OG0000809	FBgn0031298.p1
OG0000809	FBgn0038325.p1
OG0000810	FBgn0003659.p16
OG0000810	FBgn0010263.p1
OG0000810	FBgn0024987.p6
OG0000810	FBgn0029933.p1
OG0000810	FBgn0035016.p1
OG0000810	FBgn0038345.p1
OG0000810	FBgn0086675.p1
OG0000811	FBgn0051126.p1
OG0000812	FBgn0034603.p3
OG0000813	FBgn0027066.p1
OG0000813	FBgn0030191.p1
OG0000813	FBgn0031585.p1
OG0000813	FBgn0034403.p1
OG0000813	FBgn0051907.p1
OG0000813	FBgn0052371.p1
OG0000813	FBgn0058354.p1
OG0000814	FBgn0034491.p1
OG0000816	FBgn0034988.p1
OG0000817	FBgn0011737.p1
OG0000817	FBgn0040298.p1
OG0000819	FBgn0027948.p1
OG0000820	FBgn0085451.p1
OG0000821	FBgn0002878.p1
OG0000822	FBgn0028474.p1
OG0000823	FBgn0032486.p1
OG0000823	FBgn0050100.p1
OG0000824	FBgn0033109.p5
OG0000826	FBgn0002914.p5
OG0000826	FBgn0037540.p1
OG0000831	FBgn0024994.p1
OG0000833	FBgn0032192.p1
OG0000833	FBgn0034117.p4
OG0000836	FBgn0031078.p1
OG0000837	FBgn0031267.p1
OG0000837	FBgn0034644.p1
OG0000838	FBgn0035202.p1
OG0000839	FBgn0027086.p1
OG0000839	FBgn0036569.p1
OG0000840	FBgn0034618.p7
OG0000841	FBgn0027341.p7
OG0000841	FBgn0039580.p1
OG0000843	FBgn0032889.p13
OG0000843	FBgn0037370.p1
OG0000843	FBgn0051673.p1
OG0000843	FBgn0051674.p1
OG0000844	FBgn0038603.p23
OG0000845	FBgn0011705.p1
OG0000845	FBgn0032084.p1
OG0000845	FBgn0032085.p1
OG0000845	FBgn0032086.p1
OG0000845	FBgn0032502.p1
OG0000845	FBgn0032504.p1
OG0000845	FBgn0032553.p1
OG0000846	FBgn0030620.p1
OG0000846	FBgn0036920.p1
OG0000846	FBgn0037710.p1
OG0000848	FBgn0029755.p1
OG0000848	FBgn0031736.p1
OG0000849	FBgn0039875.p1
OG0000850	FBgn0010339.p1
OG0000850	FBgn0038723.p2
OG0000851	FBgn0040283.p1
OG0000852	FBgn0058084.p2
OG0000853	FBgn0040056.p3
OG0000855	FBgn0015393.p1
OG0000855	FBgn0029148.p1
OG0000857	FBgn0039227.p1
OG0000859	FBgn0027615.p5
OG0000859	FBgn0035960.p1
OG0000860	FBgn0051116.p15
OG0000861	FBgn0030449.p1
OG0000862	FBgn0022787.p1
OG0000864	FBgn0031566.p1
OG0000864	FBgn0034588.p1
OG0000864	FBgn0036836.p1
OG0000864	FBgn0036837.p3
OG0000864	FBgn0038008.p1
OG0000865	FBgn0011270.p1
OG0000865	FBgn0014869.p9
OG0000865	FBgn0038957.p1
OG0000867	FBgn0030510.p1
OG0000867	FBgn0030511.p1
OG0000867	FBgn0032436.p1
OG0000869	FBgn0039252.p1
OG0000876	FBgn0036959.p1
OG0000880	FBgn0029176.p1
OG0000881	FBgn0010173.p1
OG0000881	FBgn0037560.p1
OG0000882	FBgn0033784.p3
OG0000882	FBgn0036510.p1
OG0000882	FBgn0036967.p2
OG0000883	FBgn0028699.p1
OG0000884	FBgn0032873.p1
OG0000885	FBgn0035726.p1
OG0000885	FBgn0038700.p1
OG0000885	FBgn0038701.p1
OG0000885	FBgn0038702.p1
OG0000885	FBgn0038705.p1
OG0000885	FBgn0085314.p1
OG0000886	FBgn0028847.p1
OG0000886	FBgn0036546.p1
OG0000887	FBgn0000566.p1
OG0000888	FBgn0067895.p1
OG0000889	FBgn0021953.p1
OG0000889	FBgn0034999.p1
OG0000889	FBgn0050194.p4
OG0000890	FBgn0031537.p1
OG0000891	FBgn0015790.p2
OG0000892	FBgn0034706.p1
OG0000892	FBgn0086364.p13
OG0000893	FBgn0022772.p1
OG0000893	FBgn0035918.p1
OG0000894	FBgn0003415.p9
OG0000895	FBgn0012034.p3
OG0000896	FBgn0031912.p1
OG0000898	FBgn0036648.p1
OG0000899	FBgn0037098.p1
OG0000901	FBgn0036381.p1
OG0000901	FBgn0037186.p3
OG0000902	FBgn0030752.p1
OG0000913	FBgn0002997.p1
OG0000913	FBgn0030810.p5
OG0000913	FBgn0031741.p1
OG0000913	FBgn0031835.p1
OG0000913	FBgn0040017.p1
OG0000914	FBgn0000337.p1
OG0000915	FBgn0035317.p1
OG0000916	FBgn0001624.p45
OG0000917	FBgn0030343.p1
OG0000918	FBgn0041629.p1
OG0000918	FBgn0041630.p5
OG0000918	FBgn0045063.p1
OG0000919	FBgn0031540.p1
OG0000920	FBgn0025140.p1
OG0000920	FBgn0030855.p1
OG0000921	FBgn0001086.p1
OG0000921	FBgn0003200.p3
OG0000921	FBgn0034937.p1
OG0000922	FBgn0027835.p1
OG0000923	FBgn0052423.p1
OG0000924	FBgn0022359.p1
OG0000924	FBgn0024289.p1
OG0000924	FBgn0038762.p13
OG0000924	FBgn0051210.p1
OG0000925	FBgn0028997.p1
OG0000925	FBgn0030573.p1
OG0000926	FBgn0040321.p1
OG0000926	FBgn0040322.p1
OG0000926	FBgn0040323.p1
OG0000926	FBgn0085283.p1
OG0000927	FBgn0038826.p11
OG0000928	FBgn0020620.p3
OG0000928	FBgn0037917.p4
OG0000929	FBgn0023216.p1
OG0000930	FBgn0040010.p1
OG0000930	FBgn0050378.p1
OG0000930	FBgn0051802.p1
OG0000931	FBgn0030151.p1
OG0000932	FBgn0027091.p1
OG0000932	FBgn0033900.p1
OG0000933	FBgn0030486.p1
OG0000933	FBgn0039559.p1
OG0000934	FBgn0036555.p1
OG0000935	FBgn0005593.p1
OG0000937	FBgn0053553.p13
OG0000939	FBgn0000442.p1
OG0000939	FBgn0000721.p14
OG0000939	FBgn0032187.p6
OG0000940	FBgn0003261.p7
OG0000940	FBgn0029979.p1
OG0000940	FBgn0037549.p1
OG0000941	FBgn0036017.p1
OG0000942	FBgn0023511.p9
OG0000942	FBgn0032480.p1
OG0000943	FBgn0030607.p1
OG0000943	FBgn0036449.p1
OG0000944	FBgn0000100.p1
OG0000945	FBgn0044452.p1
OG0000946	FBgn0025457.p1
OG0000946	FBgn0034646.p1
OG0000946	FBgn0034838.p1
OG0000947	FBgn0033714.p4
OG0000948	FBgn0029969.p1
OG0000948	FBgn0035203.p1
OG0000949	FBgn0001098.p5
OG0000949	FBgn0039071.p1
OG0000950	FBgn0016081.p1
OG0000952	FBgn0000579.p19
OG0000958	FBgn0013764.p2
OG0000963	FBgn0003691.p4
OG0000963	FBgn0015247.p3
OG0000963	FBgn0038489.p1
OG0000964	FBgn0037663.p1
OG0000965	FBgn0004924.p7
OG0000966	FBgn0052154.p1
OG0000966	FBgn0052155.p1
OG0000968	FBgn0033755.p1
OG0000970	FBgn0038736.p1
OG0000973	FBgn0040108.p17
OG0000974	FBgn0029897.p4
OG0000975	FBgn0011288.p1
OG0000975	FBgn0028401.p2
OG0000975	FBgn0034913.p1
OG0000978	FBgn0033765.p7
OG0000981	FBgn0039528.p1
OG0000982	FBgn0030456.p1
OG0000982	FBgn0031590.p1
OG0000983	FBgn0031519.p1
OG0000983	FBgn0039141.p4
OG0000984	FBgn0031376.p1
OG0000984	FBgn0038438.p1
OG0000985	FBgn0010100.p1
OG0000985	FBgn0037862.p1
OG0000986	FBgn0032816.p1
OG0000986	FBgn0043002.p1
OG0000987	FBgn0026150.p1
OG0000987	FBgn0038072.p1
OG0000988	FBgn0030995.p1
OG0000988	FBgn0036211.p1
OG0000990	FBgn0036490.p1
OG0000990	FBgn0038519.p1
OG0000990	FBgn0040308.p2
OG0000990	FBgn0040309.p3
OG0000991	FBgn0022764.p1
OG0000993	FBgn0036824.p1
OG0000993	FBgn0037999.p1
OG0000993	FBgn0038742.p1
OG0000994	FBgn0003124.p1
OG0000994	FBgn0026371.p1
OG0000995	FBgn0020616.p1
OG0000995	FBgn0043865.p1
OG0000996	FBgn0033029.p1
OG0000997	FBgn0025638.p1
OG0000997	FBgn0035136.p3
OG0000997	FBgn0040291.p1
OG0000997	FBgn0044020.p1
OG0000998	FBgn0036550.p1
OG0000998	FBgn0036551.p1
OG0000998	FBgn0036552.p1
OG0000998	FBgn0036553.p1
OG0000998	FBgn0037063.p3
OG0000998	FBgn0037064.p1
OG0000999	FBgn0028399.p1
OG0001012	FBgn0036988.p1
OG0001016	FBgn0031292.p1
OG0001018	FBgn0038326.p5
OG0001019	FBgn0033564.p2
OG0001019	FBgn0061356.p1
OG0001020	FBgn0005639.p1
OG0001020	FBgn0011638.p1
OG0001021	FBgn0034734.p1
OG0001022	FBgn0010355.p7
OG0001023	FBgn0031643.p1
OG0001023	FBgn0036187.p3
OG0001024	FBgn0036686.p1
OG0001025	FBgn0036341.p1
OG0001025	FBgn0086377.p1
OG0001026	FBgn0020385.p5
OG0001028	FBgn0004584.p1
OG0001029	FBgn0037955.p3
OG0001030	FBgn0001128.p1
OG0001030	FBgn0034825.p1
OG0001030	FBgn0051169.p1
OG0001032	FBgn0003462.p1
OG0001032	FBgn0033631.p8
OG0001034	FBgn0034415.p1
OG0001034	FBgn0035438.p5
OG0001036	FBgn0035039.p1
OG0001036	FBgn0036142.p1
OG0001037	FBgn0001091.p3
OG0001037	FBgn0001092.p3
OG0001037	FBgn0034173.p1
OG0001038	FBgn0024945.p1
OG0001038	FBgn0037687.p1
OG0001039	FBgn0031759.p4
OG0001040	FBgn0052133.p1
OG0001041	FBgn0016070.p6
OG0001042	FBgn0027608.p5
OG0001042	FBgn0043070.p26
OG0001044	FBgn0003517.p3
OG0001048	FBgn0038869.p1
OG0001054	FBgn0021761.p1
OG0001055	FBgn0035771.p1
OG0001056	FBgn0001978.p7
OG0001056	FBgn0035518.p1
OG0001058	FBgn0086360.p1
OG0001061	FBgn0031189.p1
OG0001061	FBgn0034351.p1
OG0001062	FBgn0031006.p1
OG0001063	FBgn0031860.p1
OG0001063	FBgn0033543.p1
OG0001064	FBgn0001228.p4
OG0001064	FBgn0038080.p1
OG0001064	FBgn0039145.p1
OG0001065	FBgn0030264.p1
OG0001065	FBgn0030265.p1
OG0001065	FBgn0033538.p9
OG0001065	FBgn0034225.p1
OG0001065	FBgn0050103.p1
OG0001065	FBgn0050104.p1
OG0001068	FBgn0031535.p1
OG0001069	FBgn0037305.p1
OG0001069	FBgn0061361.p1
OG0001069	FBgn0061362.p1
OG0001070	FBgn0011712.p1
OG0001071	FBgn0031381.p1
OG0001072	FBgn0020389.p3
OG0001073	FBgn0038539.p1
OG0001073	FBgn0052672.p2
OG0001074	FBgn0000258.p2
OG0001075	FBgn0005278.p11
OG0001076	FBgn0039281.p1
OG0001076	FBgn0085789.p1
OG0001076	FBgn0085790.p1
OG0001076	FBgn0085791.p1
OG0001076	FBgn0085792.p1
OG0001077	FBgn0000257.p3
OG0001077	FBgn0039335.p1
OG0001078	FBgn0023458.p1
OG0001079	FBgn0035909.p1
OG0001079	FBgn0039160.p1
OG0001080	FBgn0024698.p3
OG0001081	FBgn0034282.p2
OG0001082	FBgn0020618.p1
OG0001084	FBgn0033035.p1
OG0001085	FBgn0031098.p1
OG0001085	FBgn0038501.p1
OG0001092	FBgn0041109.p1
OG0001092	FBgn0051314.p1
OG0001093	FBgn0085727.p1
OG0001094	FBgn0036184.p1
OG0001096	FBgn0002022.p1
OG0001096	FBgn0039714.p11
OG0001097	FBgn0032643.p1
OG0001097	FBgn0038619.p1
OG0001098	FBgn0002783.p1
OG0001099	FBgn0039129.p1
OG0001100	FBgn0086451.p1
OG0001101	FBgn0035195.p1
OG0001101	FBgn0038890.p7
OG0001102	FBgn0035968.p1
OG0001102	FBgn0069947.p1
OG0001103	FBgn0024804.p3
OG0001105	FBgn0031898.p1
OG0001105	FBgn0051159.p1
OG0001106	FBgn0030669.p1
OG0001106	FBgn0034535.p1
OG0001107	FBgn0025109.p1
OG0001108	FBgn0011336.p1
OG0001108	FBgn0031149.p1
OG0001109	FBgn0002567.p6
OG0001111	FBgn0034304.p1
OG0001111	FBgn0034418.p8
OG0001112	FBgn0030420.p1
OG0001112	FBgn0035713.p1
OG0001112	FBgn0085500.p1
OG0001112	FBgn0085501.p2
OG0001112	FBgn0085501.p5
OG0001112	FBgn0085513.p1
OG0001112	FBgn0085529.p1
OG0001112	FBgn0085644.p1
OG0001112	FBgn0085666.p1
OG0001112	FBgn0085671.p3
OG0001112	FBgn0085676.p1
OG0001112	FBgn0085776.p1
OG0001113	FBgn0027583.p1
OG0001113	FBgn0031360.p1
OG0001115	FBgn0037643.p3
OG0001116	FBgn0015610.p1
OG0001117	FBgn0021760.p1
OG0001118	FBgn0030434.p1
OG0001118	FBgn0031036.p1
OG0001119	FBgn0000259.p3
OG0001119	FBgn0026136.p1
OG0001120	FBgn0028741.p1
OG0001120	FBgn0053981.p2
OG0001121	FBgn0003545.p1
OG0001121	FBgn0011692.p1
OG0001122	FBgn0028982.p1
OG0001123	FBgn0086372.p1
OG0001124	FBgn0052333.p1
OG0001129	FBgn0000611.p10
OG0001135	FBgn0029745.p1
OG0001135	FBgn0033886.p12
OG0001137	FBgn0036805.p1
OG0001138	FBgn0024806.p1
OG0001139	FBgn0035229.p1
OG0001140	FBgn0026777.p2
OG0001140	FBgn0039147.p1
OG0001141	FBgn0027490.p1
OG0001141	FBgn0031873.p1
OG0001142	FBgn0032923.p1
OG0001142	FBgn0032926.p3
OG0001144	FBgn0011769.p1
OG0001144	FBgn0035529.p1
OG0001148	FBgn0023550.p1
OG0001148	FBgn0029821.p1
OG0001148	FBgn0032055.p1
OG0001148	FBgn0033464.p1
OG0001148	FBgn0034142.p1
OG0001148	FBgn0034143.p1
OG0001148	FBgn0034145.p1
OG0001148	FBgn0038032.p5
OG0001148	FBgn0038033.p4
OG0001148	FBgn0038449.p1
OG0001148	FBgn0038450.p1
OG0001148	FBgn0038451.p1
OG0001148	FBgn0038751.p1
OG0001148	FBgn0039131.p4
OG0001148	FBgn0039620.p1
OG0001148	FBgn0043792.p3
OG0001148	FBgn0085371.p1
OG0001149	FBgn0025469.p1
OG0001149	FBgn0036501.p1
OG0001150	FBgn0003150.p1
OG0001150	FBgn0039819.p1
OG0001151	FBgn0014010.p9
OG0001151	FBgn0015372.p1
OG0001152	FBgn0032172.p4
OG0001152	FBgn0035236.p1
OG0001153	FBgn0004397.p1
OG0001156	FBgn0030631.p1
OG0001157	FBgn0021875.p1
OG0001157	FBgn0038055.p1
OG0001158	FBgn0039857.p4
OG0001159	FBgn0037338.p1
OG0001160	FBgn0010774.p1
OG0001160	FBgn0032439.p1
OG0001161	FBgn0032600.p5
OG0001162	FBgn0003279.p1
OG0001163	FBgn0034685.p3
OG0001164	FBgn0036398.p1
OG0001165	FBgn0033713.p5
OG0001166	FBgn0033187.p1
OG0001166	FBgn0034346.p1
OG0001168	FBgn0030678.p1
OG0001170	FBgn0033717.p7
OG0001170	FBgn0037547.p1
OG0001170	FBgn0037548.p1
OG0001170	FBgn0038803.p9
OG0001170	FBgn0039341.p1
OG0001181	FBgn0035145.p1
