Orthogroup	SP_TRX
OG0002841	NP_593824.1
OG0002842	NP_588465.1
OG0002843	NP_595180.2
OG0002844	NP_595523.1
OG0002846	NP_593015.1
OG0002847	NP_594233.1
OG0002848	NP_595981.1
OG0002849	NP_594893.1
OG0002851	NP_594828.1
OG0002852	NP_593031.1
OG0002853	NP_596415.1
OG0002854	NP_594101.1
OG0002855	NP_596122.1
OG0002856	NP_593541.1
OG0002857	NP_595418.1
OG0002858	NP_001342870.1
OG0002860	NP_587913.1
OG0002861	NP_588251.1
OG0002865	NP_594151.1
OG0002866	NP_596660.1
OG0002868	NP_594924.1
OG0002869	NP_594085.1
OG0002871	NP_587828.1
OG0002871	NP_594644.1
OG0002872	NP_593755.2
OG0002873	NP_595365.1
OG0002874	NP_594223.2
OG0002877	NP_596169.1
OG0002879	NP_596096.1
OG0002880	NP_593884.1
OG0002880	NP_596669.1
OG0002882	NP_595894.1
OG0002883	NP_001342977.1
OG0002883	NP_593348.2
OG0002885	NP_587943.2
OG0002887	NP_001342741.1
OG0002888	NP_595822.1
OG0002889	NP_595351.1
OG0002890	NP_596179.1
OG0002893	NP_593594.1
OG0002896	NP_588560.1
OG0002897	NP_596528.1
OG0002898	NP_001342758.1
OG0002899	NP_594930.1
OG0002900	NP_001342797.1
OG0002901	NP_592856.2
OG0002904	NP_593751.1
OG0002905	NP_593838.1
OG0002907	NP_593278.1
OG0002907	NP_594776.1
OG0002909	NP_001342733.1
OG0002910	NP_593491.1
OG0002911	NP_595163.1
OG0002912	NP_596585.1
OG0002916	NP_596651.1
OG0002918	NP_593518.1
OG0002919	NP_594788.2
OG0002920	NP_594381.1
OG0002922	NP_594932.1
OG0002923	NP_596748.1
OG0002925	NP_596561.1
OG0002926	NP_593903.1
OG0002928	NP_587717.1
OG0002929	NP_001342835.1
OG0002930	NP_587713.1
OG0002931	NP_593204.1
OG0002932	NP_595226.1
OG0002932	NP_595983.2
OG0002933	NP_593739.2
OG0002935	NP_594823.1
OG0002937	NP_595889.1
OG0002938	NP_594506.1
OG0002945	NP_594467.1
OG0002947	NP_593450.2
OG0002950	NP_001342968.1
OG0002956	NP_001342775.1
OG0002957	NP_594243.1
OG0002957	NP_596601.2
OG0002957	NP_596836.2
OG0002960	NP_588381.1
OG0002987	NP_587855.2
OG0002990	NP_593233.1
OG0003002	NP_594951.1
OG0003004	NP_596633.1
OG0003008	NP_593812.1
OG0003009	NP_596384.1
OG0003012	NP_588040.1
OG0003013	NP_588551.1
OG0003015	NP_592983.1
OG0003017	NP_595599.1
OG0003018	NP_594572.1
OG0003019	NP_001018837.1
OG0003021	NP_588342.1
OG0003023	NP_001342832.1
OG0003026	NP_593470.2
OG0003028	NP_594001.2
OG0003029	NP_588024.1
OG0003030	NP_594307.1
OG0003031	NP_587936.1
OG0003032	NP_594544.1
OG0003033	NP_001342808.1
OG0003035	NP_596445.1
OG0003036	NP_594042.1
OG0003037	NP_595989.1
OG0003038	NP_587878.1
OG0003039	NP_587859.1
OG0003043	NP_594142.1
OG0003044	NP_588085.2
OG0003047	NP_595576.1
OG0003048	NP_596359.1
OG0003051	NP_596827.1
OG0003052	NP_595953.1
OG0003053	NP_587952.1
OG0003053	NP_593248.2
OG0003054	NP_595749.1
OG0003055	NP_593713.1
OG0003057	NP_595349.1
OG0003058	NP_587721.1
OG0003060	NP_588107.1
OG0003062	NP_596257.1
OG0003063	NP_594654.1
OG0003064	NP_593355.2
OG0003067	NP_593301.1
OG0003069	NP_587705.1
OG0003070	NP_587905.2
OG0003072	NP_593793.1
OG0003073	NP_596427.1
OG0003075	NP_001342707.1
OG0003076	NP_595407.1
OG0003077	NP_593931.1
OG0003078	NP_593251.1
OG0003079	NP_001342750.1
OG0003081	NP_588012.1
OG0003081	NP_595245.1
OG0003082	NP_588364.1
OG0003083	NP_596674.1
OG0003086	NP_596831.1
OG0003087	NP_596237.1
OG0003089	NP_588005.1
OG0003089	NP_594181.1
OG0003089	NP_594232.1
OG0003089	NP_594371.2
OG0003090	NP_596263.1
OG0003091	NP_593422.1
OG0003092	NP_593670.1
OG0003094	NP_593886.1
OG0003099	NP_594281.1
OG0003099	NP_595269.1
OG0003100	NP_594826.1
OG0003101	NP_596667.1
OG0003104	NP_594878.1
OG0003105	NP_594815.1
OG0003106	NP_588144.2
OG0003109	NP_594148.1
OG0003110	NP_595509.1
OG0003111	NP_594595.1
OG0003112	NP_001342840.1
OG0003113	NP_587811.1
OG0003114	NP_596677.1
OG0003115	NP_596218.2
OG0003116	NP_588074.1
OG0003117	NP_593316.1
OG0003118	NP_588320.1
OG0003119	NP_595905.1
OG0003120	NP_596113.2
OG0003122	NP_588213.1
OG0003123	NP_596477.1
OG0003125	NP_588324.1
OG0003127	NP_595308.1
OG0003128	NP_596611.3
OG0003129	NP_588073.1
OG0003130	NP_593042.1
OG0003131	NP_594312.1
OG0003132	NP_592819.1
OG0003133	NP_592887.1
OG0003134	NP_596635.1
OG0003135	NP_596409.1
OG0003136	NP_596625.1
OG0003137	NP_595604.1
OG0003138	NP_593021.1
OG0003139	NP_594149.1
OG0003140	NP_593254.1
OG0003142	NP_592980.1
OG0003143	NP_596750.2
OG0003146	NP_593924.1
OG0003148	NP_596416.1
OG0003150	NP_594165.1
OG0003151	NP_001342759.1
OG0003152	NP_588309.1
OG0003154	NP_595976.2
OG0003156	NP_596730.1
OG0003157	NP_001342971.1
OG0003159	NP_594822.1
OG0003162	NP_594867.1
OG0003168	NP_593012.1
OG0003170	NP_594158.1
OG0003174	NP_595356.1
OG0003179	NP_594596.1
OG0003180	NP_593441.1
OG0003182	NP_594985.1
OG0003183	NP_001342845.1
OG0003185	NP_595067.1
OG0003186	NP_595166.1
OG0003186	NP_596706.2
OG0003188	NP_593716.1
OG0003189	NP_593979.1
OG0003190	NP_594111.1
OG0003224	NP_595355.1
OG0003226	NP_596215.1
OG0003229	NP_595876.1
OG0003233	NP_588195.1
OG0003235	NP_593544.1
OG0003238	NP_001342890.1
OG0003240	NP_596571.2
OG0003241	NP_594658.1
OG0003245	NP_595623.2
OG0003246	NP_595915.1
OG0003249	NP_594485.1
OG0003249	NP_595515.1
OG0003251	NP_595195.1
OG0003252	NP_594599.1
OG0003254	NP_593148.1
OG0003255	NP_594354.1
OG0003256	NP_595631.1
OG0003258	NP_001018195.1
OG0003260	NP_594976.1
OG0003264	NP_593608.2
OG0003268	NP_593779.1
OG0003269	NP_001342920.1
OG0003272	NP_595881.1
OG0003275	NP_595687.1
OG0003277	NP_593555.1
OG0003279	NP_593567.1
OG0003281	NP_596367.1
OG0003284	NP_593731.1
OG0003284	NP_595023.1
OG0003286	NP_595650.1
OG0003287	NP_594019.1
OG0003288	NP_595293.1
OG0003289	NP_596206.1
OG0003290	NP_593885.1
OG0003291	NP_588561.1
OG0003298	NP_595863.1
OG0003300	NP_596100.1
OG0003302	NP_596283.1
OG0003304	NP_595372.1
OG0003305	NP_593242.1
OG0003307	NP_587971.1
OG0003307	NP_592854.2
OG0003308	NP_001342928.1
OG0003309	NP_588475.1
OG0003310	NP_595108.1
OG0003313	NP_587832.1
OG0003314	NP_594883.1
OG0003315	NP_001342873.1
OG0003317	NP_593459.1
OG0003320	NP_596592.1
OG0003325	NP_001342725.1
OG0003328	NP_587924.1
OG0003330	NP_587695.1
OG0003331	NP_587711.1
OG0003332	NP_593299.1
OG0003332	NP_595334.1
OG0003336	NP_595297.1
OG0003337	NP_595949.1
OG0003338	NP_596803.1
OG0003339	NP_593033.1
OG0003340	NP_596732.1
OG0003341	NP_594969.2
OG0003342	NP_588513.1
OG0003343	NP_595439.1
OG0003344	NP_594509.3
OG0003346	NP_594305.1
OG0003347	NP_594798.2
OG0003349	NP_587769.1
OG0003351	NP_588384.1
OG0003352	NP_593699.1
OG0003354	NP_594587.1
OG0003355	NP_594931.1
OG0003356	NP_593407.1
OG0003358	NP_595430.1
OG0003359	NP_001342974.1
OG0003359	NP_593039.1
OG0003359	NP_594500.1
OG0003359	NP_595707.1
OG0003361	NP_596722.1
OG0003362	NP_594579.1
OG0003364	NP_595155.1
OG0003365	NP_593214.1
OG0003366	NP_588081.2
OG0003370	NP_596833.1
OG0003371	NP_594442.1
OG0003372	NP_587779.1
OG0003373	NP_596038.1
OG0003374	NP_594693.1
OG0003376	NP_593121.1
OG0003378	NP_595299.2
OG0003380	NP_001018836.1
OG0003381	NP_588447.1
OG0003382	NP_593263.1
OG0003383	NP_594639.1
OG0003387	NP_594514.2
OG0003390	NP_595165.1
OG0003391	NP_595411.1
OG0003392	NP_595082.1
OG0003395	NP_596353.1
OG0003399	NP_596355.1
OG0003401	NP_587985.1
OG0003402	NP_588247.1
OG0003402	NP_596821.1
OG0003403	NP_593111.1
OG0003404	NP_595503.1
OG0003405	NP_594622.1
OG0003406	NP_595426.1
OG0003407	NP_595294.1
OG0003409	NP_595682.1
OG0003410	NP_595516.1
OG0003411	NP_595476.1
OG0003412	NP_595809.1
OG0003414	NP_593626.1
OG0003424	NP_593597.1
OG0003424	NP_593906.1
OG0003431	NP_594234.2
OG0003431	NP_596134.1
OG0003433	NP_595947.2
OG0003436	NP_596829.1
OG0003485	NP_593914.2
OG0003487	NP_596818.1
OG0003488	NP_595583.2
OG0003489	NP_593182.1
OG0003490	NP_595282.2
OG0003491	NP_596125.1
OG0003493	NP_594208.1
OG0003495	NP_596072.1
OG0003497	NP_596521.1
OG0003503	NP_594466.2
OG0003507	NP_594062.2
OG0003508	NP_596672.1
OG0003509	NP_593077.1
OG0003511	NP_592809.1
OG0003511	NP_592810.1
OG0003512	NP_593557.1
OG0003512	NP_594856.2
OG0003514	NP_039499.1
OG0003514	NP_039503.1
OG0003514	NP_039508.1
OG0003514	NP_594329.1
OG0003516	NP_594087.3
OG0003517	NP_593317.1
OG0003522	NP_593321.1
OG0003523	NP_593825.1
OG0003525	NP_587979.1
OG0003528	NP_593517.2
OG0003534	NP_593420.1
OG0003539	NP_596676.1
OG0003540	NP_588072.1
OG0003541	NP_593004.2
OG0003543	NP_596048.2
OG0003544	NP_596380.1
OG0003545	NP_587918.1
OG0003546	NP_596744.1
OG0003547	NP_593868.1
OG0003548	NP_594394.1
OG0003550	NP_596559.1
OG0003551	NP_596246.1
OG0003552	NP_596010.1
OG0003553	NP_593652.2
OG0003554	NP_001342713.1
OG0003555	NP_593575.1
OG0003556	NP_593710.1
OG0003557	NP_596725.1
OG0003558	NP_593539.1
OG0003559	NP_587956.1
OG0003560	NP_594879.2
OG0003561	NP_596423.1
OG0003564	NP_594465.1
OG0003566	NP_593277.1
OG0003567	NP_596073.1
OG0003569	NP_594845.2
OG0003570	NP_592892.1
OG0003571	NP_595992.2
OG0003572	NP_594117.2
OG0003575	NP_595776.1
OG0003576	NP_594876.1
OG0003577	NP_594426.1
OG0003579	NP_594238.1
OG0003580	NP_594836.2
OG0003581	NP_594210.1
OG0003582	NP_587712.1
OG0003583	NP_595768.1
OG0003584	NP_596413.1
OG0003586	NP_596126.1
OG0003588	NP_588527.2
OG0003591	NP_594629.1
OG0003593	NP_001342818.1
OG0003594	NP_595721.1
OG0003595	NP_588302.1
OG0003595	NP_593621.2
OG0003596	NP_596199.1
OG0003598	NP_593456.1
OG0003599	NP_592914.1
OG0003600	NP_588098.1
OG0003601	NP_593935.1
OG0003602	NP_593627.1
OG0003604	NP_596465.1
OG0003608	NP_596050.1
OG0003610	NP_593181.1
OG0003611	NP_595452.2
OG0003612	NP_594518.1
OG0003613	NP_595842.1
OG0003614	NP_587720.1
OG0003618	NP_595403.1
OG0003619	NP_588391.1
OG0003621	NP_001342721.1
OG0003622	NP_001343015.1
OG0003623	NP_595921.2
OG0003624	NP_596835.1
OG0003625	NP_594014.1
OG0003626	NP_588463.1
OG0003628	NP_595580.1
OG0003629	NP_594237.1
OG0003630	NP_594638.1
OG0003631	NP_596563.1
OG0003632	NP_594727.1
OG0003633	NP_596365.1
OG0003639	NP_588239.2
OG0003640	NP_001342709.1
OG0003641	NP_596291.1
OG0003642	NP_001342756.1
OG0003645	NP_594230.1
OG0003649	NP_587696.2
OG0003650	NP_588260.2
OG0003651	NP_594027.1
OG0003652	NP_595882.2
OG0003657	NP_594476.1
OG0003660	NP_595641.1
OG0003662	NP_594850.2
OG0003663	NP_595923.1
OG0003664	NP_588510.1
OG0003666	NP_587813.1
OG0003668	NP_596414.1
OG0003670	NP_593728.2
OG0003672	NP_595848.1
OG0003675	NP_593873.1
OG0003676	NP_588340.1
OG0003677	NP_001342898.1
OG0003677	NP_587815.1
OG0003678	NP_596813.1
OG0003680	NP_001018220.1
OG0003681	NP_595945.1
OG0003684	NP_588004.2
OG0003685	NP_594972.1
OG0003686	NP_593498.1
OG0003687	NP_595098.1
OG0003692	NP_594145.1
OG0003693	NP_588505.1
OG0003694	NP_594903.1
OG0003697	NP_594066.2
OG0003699	NP_593814.1
OG0003702	NP_594605.1
OG0003709	NP_588441.1
OG0003742	NP_596497.2
OG0003746	NP_593763.1
OG0003749	NP_594610.1
OG0003752	NP_593269.1
OG0003755	NP_595307.1
OG0003756	NP_596320.2
OG0003758	NP_596366.1
OG0003759	NP_587874.1
OG0003759	NP_592793.1
OG0003760	NP_587903.1
OG0003762	NP_595957.1
OG0003763	NP_593090.1
OG0003764	NP_001342949.1
OG0003768	NP_592920.1
OG0003777	NP_593479.1
OG0003782	NP_595893.1
OG0003783	NP_596543.1
OG0003784	NP_595640.1
OG0003785	NP_593402.1
OG0003790	NP_001342702.1
OG0003792	NP_596286.1
OG0003793	NP_593853.1
OG0003796	NP_001342969.1
OG0003801	NP_596270.1
OG0003802	NP_596421.1
OG0003804	NP_596610.1
OG0003809	NP_594791.1
OG0003810	NP_594613.1
OG0003811	NP_595835.2
OG0003812	NP_596250.1
OG0003814	NP_594842.1
OG0003815	NP_594701.3
OG0003819	NP_596362.1
OG0003820	NP_596596.1
OG0003821	NP_594982.1
OG0003823	NP_595665.1
OG0003824	NP_588547.1
OG0003828	NP_594831.1
OG0003829	NP_001342982.1
OG0003832	NP_001343086.1
OG0003834	NP_592962.1
OG0003836	NP_595265.1
OG0003837	NP_596691.1
OG0003838	NP_001342919.1
OG0003839	NP_594439.1
OG0003841	NP_596824.1
OG0003842	NP_596219.1
OG0003845	NP_588374.1
OG0003850	NP_594680.1
OG0003851	NP_588234.1
OG0003857	NP_593785.1
OG0003858	NP_596505.2
OG0003860	NP_592964.1
OG0003864	NP_596333.2
OG0003865	NP_594372.1
OG0003866	NP_595936.1
OG0003867	NP_596191.1
OG0003869	NP_594752.1
OG0003871	NP_593300.1
OG0003872	NP_595519.1
OG0003873	NP_596143.1
OG0003874	NP_595425.1
OG0003875	NP_593399.1
OG0003877	NP_596349.1
OG0003880	NP_593481.1
OG0003881	NP_588186.2
OG0003882	NP_594983.1
OG0003883	NP_594202.2
OG0003884	NP_596334.1
OG0003886	NP_596589.1
OG0003887	NP_593122.1
OG0003888	NP_595493.1
OG0003890	NP_594402.1
OG0003890	NP_595912.3
OG0003892	NP_596591.1
OG0003893	NP_595306.1
OG0003894	NP_588395.1
OG0003895	NP_595480.1
OG0003897	NP_595473.1
OG0003900	NP_587834.1
OG0003901	NP_593070.1
OG0003903	NP_588468.2
OG0003905	NP_588531.1
OG0003906	NP_001342798.1
OG0003906	NP_592933.1
OG0003907	NP_587942.1
OG0003908	NP_001342865.1
OG0003909	NP_595612.1
OG0003910	NP_001343005.1
OG0003911	NP_595305.1
OG0003912	NP_593022.1
OG0003913	NP_595624.1
OG0003915	NP_587879.1
OG0003916	NP_587950.1
OG0003917	NP_001342954.1
OG0003918	NP_595927.1
OG0003919	NP_596680.1
OG0003922	NP_594184.2
OG0003922	NP_595729.1
OG0003924	NP_595589.1
OG0003925	NP_001342972.1
OG0003925	NP_594072.2
OG0003926	NP_588457.1
OG0003929	NP_595343.1
OG0003930	NP_587883.1
OG0003931	NP_593556.2
OG0003933	NP_593083.1
OG0003938	NP_588134.1
OG0003939	NP_594839.1
OG0003940	NP_593881.1
OG0003942	NP_593238.1
OG0003950	NP_593837.1
OG0003951	NP_588080.1
OG0003954	NP_594013.1
OG0003998	NP_592927.2
OG0004009	NP_595395.1
OG0004010	NP_587767.2
OG0004018	NP_593917.1
OG0004022	NP_594036.1
OG0004023	NP_587996.1
OG0004026	NP_594406.1
OG0004028	NP_596244.1
OG0004030	NP_593525.1
OG0004031	NP_594862.1
OG0004034	NP_588066.1
OG0004038	NP_596290.1
OG0004042	NP_587944.1
OG0004044	NP_595778.1
OG0004045	NP_596564.1
OG0004047	NP_594703.1
OG0004050	NP_593145.1
OG0004052	NP_596058.1
OG0004054	NP_594035.1
OG0004056	NP_587777.1
OG0004061	NP_588491.1
OG0004062	NP_001343002.1
OG0004062	NP_593279.2
OG0004063	NP_596148.1
OG0004065	NP_593076.1
OG0004066	NP_001343009.1
OG0004070	NP_595965.1
OG0004074	NP_594745.1
OG0004077	NP_594095.1
OG0004078	NP_595578.1
OG0004080	NP_592907.2
OG0004082	NP_001018269.2
OG0004083	NP_594190.1
OG0004088	NP_595230.2
OG0004089	NP_588353.1
OG0004089	NP_593236.1
OG0004090	NP_594059.1
OG0004091	NP_596200.2
OG0004092	NP_588314.2
OG0004095	NP_595109.1
OG0004096	NP_595290.1
OG0004098	NP_596062.1
OG0004099	NP_588455.1
OG0004101	NP_596298.1
OG0004102	NP_596707.1
OG0004103	NP_593313.1
OG0004104	NP_001342993.1
OG0004106	NP_001342962.1
OG0004106	NP_595071.1
OG0004109	NP_588433.1
OG0004111	NP_596679.1
OG0004114	NP_594292.1
OG0004117	NP_595594.1
OG0004118	NP_594603.1
OG0004120	NP_594359.1
OG0004123	NP_596328.1
OG0004123	NP_596598.1
OG0004125	NP_592984.1
OG0004127	NP_593223.1
OG0004129	NP_594375.1
OG0004131	NP_593349.2
OG0004131	NP_593625.2
OG0004132	NP_596498.1
OG0004133	NP_587774.1
OG0004134	NP_587709.1
OG0004139	NP_593902.1
OG0004140	NP_595406.1
OG0004141	NP_593108.1
OG0004143	NP_595747.1
OG0004144	NP_593330.1
OG0004145	NP_596115.1
OG0004146	NP_593671.1
OG0004147	NP_587803.1
OG0004148	NP_592970.1
OG0004149	NP_593118.2
OG0004150	NP_595340.1
OG0004152	NP_588398.1
OG0004153	NP_596195.1
OG0004154	NP_593016.1
OG0004157	NP_588219.2
OG0004158	NP_596702.1
OG0004159	NP_596617.1
OG0004160	NP_594577.1
OG0004163	NP_001342773.1
OG0004164	NP_596036.1
OG0004167	NP_596554.1
OG0004168	NP_594625.1
OG0004169	NP_001342834.1
OG0004170	NP_594333.1
OG0004171	NP_594309.1
OG0004186	NP_001342897.1
OG0004186	NP_594366.1
OG0004193	NP_587980.1
OG0004194	NP_596370.1
OG0004200	NP_593338.1
OG0004201	NP_588458.2
OG0004237	NP_595731.1
OG0004238	NP_593066.1
OG0004245	NP_596616.1
OG0004246	NP_594543.1
OG0004247	NP_593540.1
OG0004249	NP_596630.1
OG0004253	NP_595591.1
OG0004257	NP_588481.1
OG0004258	NP_595416.1
OG0004264	NP_593533.1
OG0004267	NP_001018822.1
OG0004274	NP_593854.2
OG0004281	NP_595101.1
OG0004283	NP_594162.1
OG0004284	NP_595197.1
OG0004285	NP_596856.1
OG0004287	NP_593526.1
OG0004288	NP_595615.1
OG0004291	NP_588045.1
OG0004293	NP_594556.1
OG0004298	NP_596734.1
OG0004303	NP_588112.1
OG0004307	NP_595825.1
OG0004312	NP_001018222.1
OG0004315	NP_596406.1
OG0004317	NP_001018233.1
OG0004323	NP_596693.2
OG0004329	NP_595415.1
OG0004331	NP_594188.1
OG0004337	NP_596203.1
OG0004340	NP_595700.1
OG0004345	NP_593804.1
OG0004349	NP_588495.1
OG0004350	NP_592935.1
OG0004353	NP_595689.1
OG0004355	NP_595647.1
OG0004362	NP_594705.1
OG0004363	NP_593661.1
OG0004364	NP_593887.1
OG0004367	NP_595487.1
OG0004368	NP_595831.1
OG0004369	NP_595222.1
OG0004372	NP_595397.1
OG0004373	NP_596634.1
OG0004374	NP_001342760.1
OG0004375	NP_594005.1
OG0004376	NP_595815.1
OG0004379	NP_595803.1
OG0004380	NP_593007.1
OG0004381	NP_596753.1
OG0004386	NP_596194.1
OG0004387	NP_596859.1
OG0004388	NP_587708.1
OG0004390	NP_594673.1
OG0004391	NP_593408.1
OG0004392	NP_593581.1
OG0004393	NP_595079.1
OG0004394	NP_595748.2
OG0004396	NP_001342880.1
OG0004397	NP_594276.1
OG0004400	NP_588448.1
OG0004402	NP_588047.1
OG0004406	NP_587745.1
OG0004406	NP_595592.1
OG0004408	NP_596031.1
OG0004409	NP_588394.2
OG0004412	NP_595722.1
OG0004414	NP_588069.1
OG0004416	NP_596608.1
OG0004422	NP_001342905.1
OG0004423	NP_596572.1
OG0004428	NP_596496.2
OG0004429	NP_594573.1
OG0004431	NP_595150.2
OG0004434	NP_588410.1
OG0004443	NP_593225.1
OG0004452	NP_588333.1
OG0004454	NP_593549.1
OG0004454	NP_595133.1
OG0004489	NP_594814.1
OG0004498	NP_594008.1
OG0004505	NP_594039.1
OG0004506	NP_587756.1
OG0004509	NP_588480.1
OG0004516	NP_001018832.1
OG0004519	NP_595344.1
OG0004521	NP_596699.2
OG0004524	NP_595733.2
OG0004528	NP_593144.1
OG0004534	NP_595310.1
OG0004535	NP_596705.1
OG0004536	NP_593363.1
OG0004537	NP_594146.1
OG0004538	NP_587737.1
OG0004540	NP_594858.1
OG0004541	NP_594774.1
OG0004549	NP_587836.1
OG0004551	NP_595931.1
OG0004553	NP_596670.1
OG0004554	NP_593434.1
OG0004558	NP_588415.1
OG0004564	NP_587993.1
OG0004565	NP_594215.1
OG0004568	NP_593888.1
OG0004571	NP_587821.1
OG0004574	NP_588271.1
OG0004575	NP_594504.1
OG0004577	NP_595828.2
OG0004578	NP_594918.1
OG0004581	NP_588198.1
OG0004583	NP_593831.3
OG0004584	NP_587857.2
OG0004585	NP_593503.1
OG0004590	NP_596000.2
OG0004595	NP_593130.1
OG0004596	NP_594222.2
OG0004607	NP_594129.1
OG0004608	NP_593324.1
OG0004612	NP_595532.1
OG0004613	NP_593147.1
OG0004615	NP_595440.1
OG0004616	NP_593221.1
OG0004617	NP_593235.1
OG0004619	NP_593272.1
OG0004622	NP_596039.1
OG0004625	NP_595384.1
OG0004627	NP_596658.1
OG0004633	NP_594335.1
OG0004640	NP_595608.1
OG0004640	NP_596375.2
OG0004641	NP_588113.1
OG0004643	NP_587825.1
OG0004644	NP_593726.1
OG0004645	NP_595478.1
OG0004648	NP_001343046.1
OG0004649	NP_595322.1
OG0004650	NP_596157.1
OG0004651	NP_001343024.1
OG0004652	NP_596801.3
OG0004655	NP_587937.2
OG0004656	NP_596266.2
OG0004657	NP_595477.1
OG0004660	NP_594053.1
OG0004661	NP_001342965.1
OG0004663	NP_593585.1
OG0004664	NP_594697.1
OG0004665	NP_594390.1
OG0004668	NP_593212.1
OG0004671	NP_594684.1
OG0004672	NP_588332.1
OG0004673	NP_594355.1
OG0004674	NP_596147.1
OG0004677	NP_593877.1
OG0004683	NP_596198.1
OG0004685	NP_594805.2
OG0004686	NP_595929.1
OG0004691	NP_593207.1
OG0004691	NP_595296.1
OG0004696	NP_593296.1
OG0004706	NP_587722.1
OG0004706	NP_587917.1
OG0004749	NP_587983.3
OG0004755	NP_595388.1
OG0004762	NP_595734.2
OG0004766	NP_594532.1
OG0004768	NP_596245.1
OG0004778	NP_588390.1
OG0004779	NP_592997.1
OG0004782	NP_596665.1
OG0004785	NP_596675.1
OG0004789	NP_595697.1
OG0004791	NP_596740.1
OG0004794	NP_588203.1
OG0004797	NP_592866.1
OG0004798	NP_595851.1
OG0004800	NP_596111.1
OG0004804	NP_594407.1
OG0004805	NP_587718.1
OG0004813	NP_595698.1
OG0004815	NP_588118.1
OG0004817	NP_001342917.1
OG0004819	NP_593297.1
OG0004826	NP_595574.1
OG0004828	NP_594911.1
OG0004833	NP_594668.1
OG0004836	NP_595137.1
OG0004837	NP_587951.1
OG0004839	NP_596475.1
OG0004843	NP_594399.1
OG0004844	NP_595164.2
OG0004845	NP_594444.1
OG0004847	NP_593792.1
OG0004849	NP_587783.2
OG0004852	NP_594502.2
OG0004856	NP_596369.1
OG0004857	NP_593304.1
OG0004858	NP_588096.1
OG0004859	NP_001342871.1
OG0004860	NP_596493.1
OG0004862	NP_592891.1
OG0004864	NP_001342943.1
OG0004867	NP_594688.1
OG0004868	NP_594557.2
OG0004870	NP_593545.1
OG0004871	NP_588386.1
OG0004872	NP_001018829.2
OG0004875	NP_588546.2
OG0004884	NP_594748.1
OG0004886	NP_588243.1
OG0004889	NP_587964.2
OG0004891	NP_001342878.1
OG0004892	NP_595824.1
OG0004893	NP_588034.1
OG0004896	NP_592990.1
OG0004901	NP_588496.2
OG0004904	NP_588345.1
OG0004912	NP_594445.1
OG0004915	NP_588059.1
OG0004921	NP_001343039.1
OG0004922	NP_595301.1
OG0004936	NP_001342958.1
OG0005004	NP_596302.1
OG0005006	NP_594553.1
OG0005008	NP_593588.1
OG0005024	NP_594136.1
OG0005025	NP_594974.1
OG0005025	NP_595393.1
OG0005033	NP_594739.1
OG0005035	NP_594762.1
OG0005037	NP_587800.1
OG0005041	NP_596274.1
OG0005042	NP_595787.1
OG0005044	NP_593604.1
OG0005052	NP_594332.1
OG0005067	NP_595714.2
OG0005077	NP_587780.1
OG0005089	NP_588028.1
OG0005090	NP_588078.1
OG0005112	NP_594790.1
OG0005113	NP_593762.2
OG0005117	NP_588515.1
OG0005118	NP_595429.2
OG0005127	NP_593374.1
OG0005138	NP_593552.1
OG0005141	NP_593072.1
OG0005145	NP_588444.2
OG0005149	NP_595955.1
OG0005151	NP_593243.2
OG0005159	NP_595129.1
OG0005159	NP_596817.1
OG0005162	NP_596392.1
OG0005246	NP_594475.1
OG0005252	NP_595531.1
OG0005267	NP_595865.1
OG0005272	NP_595183.1
OG0005273	NP_593692.1
OG0005274	NP_593186.1
OG0005275	NP_595808.3
OG0005279	NP_001342875.1
OG0005280	NP_596810.1
OG0005282	NP_593381.2
OG0005285	NP_596583.2
OG0005288	NP_588163.1
OG0005297	NP_594614.1
OG0005299	NP_593684.1
OG0005305	NP_594772.1
OG0005318	NP_588104.1
OG0005321	NP_001343010.1
OG0005325	NP_593308.1
OG0005342	NP_001343168.1
OG0005353	NP_596627.1
OG0005355	NP_587995.1
OG0005355	NP_596737.1
OG0005365	NP_596336.1
OG0005370	NP_593893.1
OG0005372	NP_596033.1
OG0005375	NP_594689.1
OG0005390	NP_593702.2
OG0005395	NP_596288.2
OG0005402	NP_595383.2
OG0005416	NP_001342967.1
OG0005428	NP_593291.1
OG0005438	NP_001342948.1
OG0005442	NP_593920.1
OG0005458	NP_587831.1
OG0005461	NP_588453.1
OG0005535	NP_596260.1
OG0005547	NP_596553.3
OG0005556	NP_595431.1
OG0005557	NP_593120.1
OG0005560	NP_001342815.1
OG0005568	NP_587960.1
OG0005570	NP_001342998.1
OG0005578	NP_595453.1
OG0005581	NP_594749.1
OG0005584	NP_596235.2
OG0005594	NP_596074.1
OG0005599	NP_587948.2
OG0005612	NP_594299.2
OG0005632	NP_595833.1
OG0005636	NP_592896.1
OG0005639	NP_588202.1
OG0005640	NP_001343167.1
OG0005647	NP_596173.1
OG0005651	NP_001018293.1
OG0005653	NP_593143.1
OG0005656	NP_595423.1
OG0005658	NP_595105.1
OG0005658	NP_595634.1
OG0005667	NP_001342844.1
OG0005689	NP_594597.1
OG0005712	NP_594090.1
OG0005723	NP_596051.2
OG0005792	NP_588284.1
OG0005792	NP_594115.1
OG0005810	NP_596234.2
OG0005833	NP_593529.3
OG0005841	NP_596064.1
OG0005851	NP_593455.1
OG0005856	NP_593712.1
OG0005859	NP_594453.1
OG0005865	NP_595387.1
